access_id,odonimo_raw,civico,esponente,coord_x,coord_y,nearest_candidate_section,distance_to_candidate_boundary_m,problem_type,suggested_review_action,notes
3515176,PIAZZA FRANCESCO FIORENTINO,18,,16.2828525,38.9671351,63,18.192,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515177,PIAZZA FRANCESCO FIORENTINO,19,,16.2827851,38.9671222,63,13.408,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515178,PIAZZA FRANCESCO FIORENTINO,2,,16.2823376,38.9677088,35,12.962,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515179,PIAZZA FRANCESCO FIORENTINO,20,,16.2832573,38.9669978,22,0.382,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515180,PIAZZA FRANCESCO FIORENTINO,21,,16.2826787,38.9672238,63,8.653,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515181,PIAZZA FRANCESCO FIORENTINO,22,,16.2829144,38.9672723,35,12.645,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515182,PIAZZA FRANCESCO FIORENTINO,23,,16.2826386,38.9672908,63,6.393,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515183,PIAZZA FRANCESCO FIORENTINO,25,,16.2827473,38.9672829,63,15.556,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515184,PIAZZA FRANCESCO FIORENTINO,26,,16.2836795,38.9666238,40,2.306,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515185,PIAZZA FRANCESCO FIORENTINO,27,,16.28359,38.9667558,39,16.714,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515186,PIAZZA FRANCESCO FIORENTINO,3,,16.2828659,38.9670479,63,11.967,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515187,PIAZZA FRANCESCO FIORENTINO,4,,16.2831746,38.9671372,22,4.367,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515188,PIAZZA FRANCESCO FIORENTINO,5,,16.2829264,38.967099,22,15.692,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515189,PIAZZA FRANCESCO FIORENTINO,8,,16.282789,38.9666639,60,11.783,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515190,PIAZZA FRANCESCO FIORENTINO,9,,16.2832065,38.9669604,22,0.971,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515417,VICO PRIMO DI VIA INDIPENDENZA,10,,16.322169,38.9731742,14,4.554,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515418,VICO PRIMO DI VIA INDIPENDENZA,1,,16.3215985,38.9741876,30,9.003,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515419,VICO PRIMO DI VIA INDIPENDENZA,2,,16.3220942,38.9729142,14,17.505,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515420,VICO PRIMO DI VIA INDIPENDENZA,3,,16.3214289,38.9741359,39,0.049,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515421,VICO PRIMO DI VIA INDIPENDENZA,4,,16.3214139,38.9742934,30,2.562,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515422,VICO PRIMO DI VIA INDIPENDENZA,5,,16.3216968,38.9738829,14,10.633,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515423,VICO PRIMO DI VIA INDIPENDENZA,6,,16.322497,38.9726894,14,13.788,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515424,VICO PRIMO DI VIA INDIPENDENZA,8,,16.3220717,38.9732542,70,6.339,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515425,VIA SANTO SIDERO,2,,16.2761779,38.9639712,38,3.463,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515426,VIA SANTO SIDERO,6,,16.2761506,38.9639544,38,4.374,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515427,CONTRADA MARSOMIGLIO,1,,16.302224,38.9450845,71,11.473,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515428,CONTRADA MARSOMIGLIO,3,,16.3022381,38.9447982,71,28.27,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515429,CONTRADA MARSOMIGLIO,50,,16.3019227,38.9447815,71,5.072,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515468,LOCALITA' SAN MINA' INFERIORE,62,,16.315388,38.972783,74,0.503,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515470,LOCALITA' SAN MINA' INFERIORE,1,,16.3205229,38.9756832,8,0.788,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515472,LOCALITA' SAN MINA' INFERIORE,16,,16.3206588,38.9757873,8,9.36,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515474,LOCALITA' SAN MINA' INFERIORE,23,,16.3207228,38.9758631,8,12.055,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515483,LOCALITA' SAN MINA' INFERIORE,9,,16.3205899,38.9757245,8,3.931,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515499,VIA GRANDINETTI,10,,16.3182948,38.971086,1,0.737,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515500,VIA GRANDINETTI,11,,16.3182547,38.9710723,1,1.553,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515501,VIA GRANDINETTI,12,,16.3179981,38.9710346,1,0.709,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515502,VIA GRANDINETTI,13,,16.3180091,38.9710366,40,0.998,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515503,VIA GRANDINETTI,15,,16.3179978,38.9710491,1,2.313,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515504,VIA GRANDINETTI,16,,16.346923,38.9791312,40,6.228,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515505,VIA GRANDINETTI,17,,16.3222546,38.9804633,4,12.74,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515537,VIA DOMENICO E FRANCESCO RUBINO,11,,16.3142827,38.9605997,28,13.479,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515538,VIA DOMENICO E FRANCESCO RUBINO,12,,16.3144402,38.9603162,59,8.888,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515539,VIA DOMENICO E FRANCESCO RUBINO,2,,16.289482,38.9643617,31,5.064,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515540,VIA DOMENICO E FRANCESCO RUBINO,21,,16.2529416,38.9168437,37,11.865,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515541,VIA DOMENICO E FRANCESCO RUBINO,3,,16.313712,38.9600835,28,38.233,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515542,VIA DOMENICO E FRANCESCO RUBINO,6,,16.3136639,38.9601009,28,35.129,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515543,VIA DOMENICO E FRANCESCO RUBINO,8,,16.3141588,38.9601624,28,26.63,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515544,VIA DOMENICO E FRANCESCO RUBINO,9,,16.3143645,38.9602077,28,11.314,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515545,VIA DOMENICO E FRANCESCO RUBINO,1,,16.3042145,38.9592364,18,9.967,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515546,VIA DOMENICO E FRANCESCO RUBINO,10,,16.3144281,38.9603606,28,4.911,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515547,VIA DOMENICO E FRANCESCO RUBINO,13,,16.2895971,38.9644178,31,4.461,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515548,VIA DOMENICO E FRANCESCO RUBINO,15,,16.2896067,38.9644,62,2.328,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515549,VIA DOMENICO E FRANCESCO RUBINO,17,,16.289597,38.9644189,31,4.58,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515550,VIA DOMENICO E FRANCESCO RUBINO,19,A,16.2895334,38.9641301,37,9.286,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515551,VIA DOMENICO E FRANCESCO RUBINO,19,,16.3144412,38.9603421,59,6.264,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515552,VIA DOMENICO E FRANCESCO RUBINO,23,,16.2524794,38.9166858,22,1.918,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515553,VIA DOMENICO E FRANCESCO RUBINO,4,A,16.313712,38.9600834,28,38.243,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515554,VIA DOMENICO E FRANCESCO RUBINO,4,,16.3137119,38.9600833,28,38.25,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515555,VIA DOMENICO E FRANCESCO RUBINO,5,,16.3137118,38.9600832,28,38.258,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515556,VIA DOMENICO E FRANCESCO RUBINO,7,,16.3137117,38.960083,28,38.276,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515557,RAMPA MANCINI,2,,16.2774489,38.9654873,8,0.802,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515558,RAMPA MANCINI,26,,16.2410273,38.9873954,30,64.198,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515559,RAMPA MANCINI,3,,16.2773708,38.9654363,8,5.384,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515560,RAMPA MANCINI,5,,16.2773742,38.9653306,8,4.851,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515561,RAMPA MANCINI,9,,16.2409999,38.9872418,30,53.221,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515562,RAMPA MANCINI,11,,16.2414138,38.9862199,30,1.498,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515563,RAMPA MANCINI,16,,16.2410955,38.987317,30,64.375,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515564,RAMPA MANCINI,18,,16.2414243,38.9863266,62,10.297,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515567,RAMPA MANCINI,20,,16.241014,38.9873206,30,58.482,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515569,RAMPA MANCINI,4,,16.2774209,38.9654414,8,3.553,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515575,RAMPA MANCINI,6,,16.2415424,38.9860017,30,26.147,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515578,VICO PRIMO SEGGIO,10,,16.3235104,38.9804381,10,6.765,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515579,VICO PRIMO SEGGIO,12,,16.3234754,38.9803923,10,12.241,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515580,VICO PRIMO SEGGIO,2,,16.3235174,38.9805262,10,1.842,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515581,VICO PRIMO SEGGIO,23,,16.3235558,38.9805838,10,3.052,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515582,VICO PRIMO SEGGIO,25,,16.3244808,38.9807672,27,42.105,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515583,VICO PRIMO SEGGIO,37,,16.323425,38.9804214,10,11.386,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515584,VICO PRIMO SEGGIO,4,,16.3238664,38.9798107,4,0.415,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515585,VICO PRIMO SEGGIO,6,,16.3236844,38.9796314,4,4.27,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515587,VICO PRIMO SEGGIO,1,,16.3234028,38.9808204,10,3.679,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515588,VICO PRIMO SEGGIO,5,,16.3239233,38.9795275,4,1.755,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515589,VIA MARASCO,1,,16.3117108,38.9678833,16,17.941,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515590,VIA MARASCO,10,,16.3108754,38.9673715,15,1.543,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515591,VIA MARASCO,14,,16.3104987,38.9662333,15,1.554,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515592,VIA MARASCO,8,,16.3107127,38.9677575,15,0.216,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515593,VIA MARASCO,13,,16.31105,38.9671216,15,16.818,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515594,VIA MARASCO,16,,16.3107126,38.9677536,15,0.217,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515595,VIA MARASCO,2,,16.3110723,38.9680747,15,5.984,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515596,VIA MARASCO,20,,16.3107122,38.9677417,15,1.538,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515597,VIA MARASCO,26,,16.3107114,38.9677239,16,3.514,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515598,VIA MARASCO,7,,16.3109805,38.9679244,15,0.099,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515599,VIA MARASCO,9,,16.3117743,38.967725,15,25.185,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515600,VIA MARASCO,1,A,16.2868021,38.9622739,10,3.64,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515607,VIA MARASCO,12,,16.3110801,38.9672934,15,17.109,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515608,VIA MARASCO,14,A,16.3114621,38.9668526,15,19.244,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515609,VIA MARASCO,14,B,16.3114811,38.9666496,6,17.5,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515614,VIA MARASCO,19,,16.3107124,38.9677476,15,0.883,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515615,VIA MARASCO,21,,16.2873074,38.9622223,37,6.311,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515616,VIA MARASCO,23,,16.3107119,38.9677357,15,2.204,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515617,VIA MARASCO,25,,16.3107117,38.9677298,15,2.859,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515618,VIA MARASCO,27,,16.3103958,38.966283,15,7.311,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515619,VIA MARASCO,29,,16.3107112,38.9677179,15,4.18,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515620,VIA MARASCO,3,,16.3110715,38.9680607,15,6.102,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515621,VIA MARASCO,31,,16.3107109,38.967712,15,4.836,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515622,VIA MARASCO,33,,16.3106743,38.9676889,15,7.459,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515623,VIA MARASCO,35,,16.3107091,38.9676668,16,4.419,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515624,VIA MARASCO,37,,16.3104131,38.9658072,15,10.434,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515625,VIA MARASCO,39,,16.3103661,38.9657569,15,10.47,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515628,VIA MARASCO,5,,16.3113481,38.9678031,15,5.835,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515629,VIA MARASCO,6,,16.3110616,38.9678874,15,7.57,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515888,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,31,,16.3092033,38.9692539,18,2.535,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515889,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,4,,16.2858468,38.9623212,11,30.487,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515890,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,1,A,16.310598,38.969195,16,6.49,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515891,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,1,B,16.2857669,38.9622271,11,18.623,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515892,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,1,C,16.284491,38.9621026,37,24.326,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515893,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,1,D,16.3104913,38.969211,16,1.2,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515894,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,1,,16.2859418,38.9620976,11,14.191,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515895,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,10,,16.309922,38.9691482,19,2.908,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515896,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,11,,16.285907,38.9619196,11,5.347,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515897,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,13,,16.3100207,38.9691085,19,1.671,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515898,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,14,,16.30954,38.9691409,24,6.213,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515899,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,15,,16.3098696,38.9692054,19,7.335,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515900,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,16,,16.309785,38.969233,19,7.724,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515901,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,18,,16.3098254,38.9691924,19,4.676,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515902,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,19,,16.3095252,38.9691027,24,10.621,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515903,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,2,A,16.2863572,38.962257,10,8.657,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515904,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,2,,16.286317,38.9622628,10,11.767,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515905,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,20,,16.3097831,38.9692341,19,7.783,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515906,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,21,,16.3094047,38.969207,24,3.892,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515907,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,23,,16.3097295,38.9692463,19,7.478,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515908,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,25,,16.3093577,38.9692062,24,5.525,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515909,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,27,,16.309286,38.9692173,18,5.505,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515910,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,29,,16.3092932,38.9692102,18,6.496,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515911,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,3,A,16.2857537,38.9621918,11,14.58,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515912,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,3,,16.310098,38.969352,19,29.364,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515913,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,33,,16.3097713,38.9693096,19,15.316,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515914,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,35,,16.3218226,38.9653835,22,30.185,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515915,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,37,,16.322039,38.9650362,69,27.429,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515916,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,39,,16.3213562,38.9659583,22,44.473,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515917,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,4,A,16.2843293,38.9619553,37,16.707,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515918,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,4,B,16.2858513,38.9621805,11,16.766,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515919,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,5,A,16.3101803,38.9691085,19,6.371,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
3515920,TRAVERSA SECONDA DI VIA LUIGI EINAUDI,5,,16.3098353,38.9690395,19,1.254,street_not_in_electoral_rules,inspect_in_qgis_near_candidate_boundary,remaining review point within 100m of V2 candidate boundary
