review_rank,access_id,street,civico,esponente,coordinate_quality_flag,source_diagnosis,recovery_action,source_lon,source_lat,local_candidate_status,local_candidate_method,local_candidate_confidence,local_candidate_lon,local_candidate_lat,local_distance_from_source_m,local_anchor_count,local_candidate_explanation,geocode_candidate_status,geocode_provider,geocode_provider_confidence,geocode_query_variant,geocode_candidate_has_house_number,geocode_lon,geocode_lat,geocode_distance_from_source_m,geocode_display_name,local_geocode_distance_m,evidence_agreement,recommended_review_track,recommended_candidate_source,review_candidate_lon,review_candidate_lat,decision_readiness,suggested_workbench_filter,reviewer_instruction,notes
312,3528189,VIA MONTE CONTRO',22,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2793954,38.9656556,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3243865,38.9832895,4355.6,4,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3243865,38.9832895,needs_manual_map_check,access_id:3528189,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
313,3526706,VIA GIACOMO PUCCINI,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3389576,38.9552298,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2840798,38.9560745,4746.1,3,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2840798,38.9560745,needs_manual_map_check,access_id:3526706,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
314,3526711,VIA GIACOMO PUCCINI,9,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3409651,38.9482896,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2840778,38.9560204,4993.8,3,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2840778,38.9560204,needs_manual_map_check,access_id:3526711,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
315,3572291,VIA COSCHI,107,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2786866,38.9506432,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2801944,38.9518184,184.6,65,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2801944,38.9518184,needs_manual_map_check,access_id:3572291,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
316,3517001,CONTRADA MITOIO,127,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2484134,39.0124669,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.248768,39.0110427,161.3,28,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.248768,39.0110427,needs_manual_map_check,access_id:3517001,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
317,3533329,VIA BENEDETTO MUSOLINO,1,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.288853,38.9599909,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2914513,38.9602105,226.0,19,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2914513,38.9602105,needs_manual_map_check,access_id:3533329,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
318,3519385,VIA PIETRO MANCINI,3,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3338563,38.9367633,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3354464,38.9375742,164.5,15,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3354464,38.9375742,needs_manual_map_check,access_id:3519385,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
319,3519375,VIA PIETRO MANCINI,2,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3323669,38.933206,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3355746,38.9374939,551.6,15,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3355746,38.9374939,needs_manual_map_check,access_id:3519375,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
320,3587384,TRAVERSA PRIMA CANNETO MORELLI,1,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2995555,38.9692777,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.300827,38.9681458,167.1,6,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.300827,38.9681458,needs_manual_map_check,access_id:3587384,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
321,3517400,CONTRADA FONTANELLA,2,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.254892,39.0002016,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3200091,38.976621,6208.8,4,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3200091,38.976621,needs_manual_map_check,access_id:3517400,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
322,3517404,CONTRADA FONTANELLA,4,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2542104,39.0019043,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3200091,38.976621,6343.8,4,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3200091,38.976621,needs_manual_map_check,access_id:3517404,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
323,3536799,SALITA CARCERI,9,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2403741,38.9928334,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2399737,38.9899616,321.2,3,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2399737,38.9899616,needs_manual_map_check,access_id:3536799,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
324,3527394,VIA ARMANDO SCARPINO,247,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.320257,38.981522,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3148671,38.9720095,1155.8,3,Only one-sided or sparse numeric same-street anchors were available.,candidate_requires_human_review,nominatim,low_street_level,exact_civic,false,16.3229272,38.9589851,2516.6,"Via Armando Scarpino, Lamezia Terme, Catanzaro, Calabria, 88046, Italia",1607.2,local_geocoder_conflict_over_500m,resolve_local_geocoder_conflict,,,,needs_manual_map_check,access_id:3527394,"Do not preselect a coordinate. Compare local anchor, external geocoder street-level point, and map context in the workbench.",Conflicting candidates should not become training rows until resolved.
325,3528144,VIA DEGLI ALLORI,1,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.325306,38.9486271,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3329276,38.9520353,760.3,1,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3329276,38.9520353,needs_manual_map_check,access_id:3528144,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
326,3569760,VIA RE DI PUGLIA,11,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2451574,38.9264539,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2790367,38.867848,7145.9,1,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2790367,38.867848,needs_manual_map_check,access_id:3569760,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
327,3569759,VIA RE DI PUGLIA,3,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2474781,38.9278112,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2790367,38.867848,7205.2,1,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2790367,38.867848,needs_manual_map_check,access_id:3569759,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
328,3531433,VIA CESARE PAVESE,1,,isolated_point,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.3109394,38.9349317,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.3123115,38.9561484,2362.2,8,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.3123115,38.9561484,needs_manual_map_check,access_id:3531433,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
329,3618432,TRAVERSA UNDICESIMA DI VIA DEI BIZANTINI,1,,isolated_point,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2429667,38.9245136,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2323551,38.925752,928.2,7,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2323551,38.925752,needs_manual_map_check,access_id:3618432,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
330,35649578,STRADA COMUNALE MULINO,6,,isolated_point,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,16.2414165,38.98564,candidate_requires_human_review,nearest_same_street_numeric_anchor,low,16.2410103,38.9933396,856.9,4,Only one-sided or sparse numeric same-street anchors were available.,,,,,,,,,,,local_anchor_only,review_low_local_anchor,local_anncsu_anchor,16.2410103,38.9933396,needs_manual_map_check,access_id:35649578,Use the local anchor as a weak candidate and check map context before any manual override.,Low-confidence local anchor.
331,3530574,CONTRADA CARIA,93,,outside_boundary,suspect_coordinate_present_in_original_anncsu_raw,boundary_check_then_external_geocode_if_needed,16.2694076,39.0114326,no_candidate_returned,no_local_anchor_candidate,,,,,0,No reliable same-street local anchor candidate could be computed.,,,,,,,,,,,no_review_candidate,needs_dedicated_provider_or_manual_lookup,,,,not_ready,access_id:3530574,"No candidate coordinate is ready for review. Use a dedicated geocoder, municipal source, or manual lookup.",No candidate returned.
332,3530569,CONTRADA CARIA,399,,outside_boundary,suspect_coordinate_present_in_original_anncsu_raw,boundary_check_then_external_geocode_if_needed,16.2694107,39.0114007,no_candidate_returned,no_local_anchor_candidate,,,,,0,No reliable same-street local anchor candidate could be computed.,,,,,,,,,,,no_review_candidate,needs_dedicated_provider_or_manual_lookup,,,,not_ready,access_id:3530569,"No candidate coordinate is ready for review. Use a dedicated geocoder, municipal source, or manual lookup.",No candidate returned.
333,3530575,CONTRADA CARIA,454,,outside_boundary,suspect_coordinate_present_in_original_anncsu_raw,boundary_check_then_external_geocode_if_needed,16.2694688,39.0114865,no_candidate_returned,no_local_anchor_candidate,,,,,0,No reliable same-street local anchor candidate could be computed.,,,,,,,,,,,no_review_candidate,needs_dedicated_provider_or_manual_lookup,,,,not_ready,access_id:3530575,"No candidate coordinate is ready for review. Use a dedicated geocoder, municipal source, or manual lookup.",No candidate returned.
334,3530570,CONTRADA CARIA,458,,outside_boundary,suspect_coordinate_present_in_original_anncsu_raw,boundary_check_then_external_geocode_if_needed,16.2693914,39.011439,no_candidate_returned,no_local_anchor_candidate,,,,,0,No reliable same-street local anchor candidate could be computed.,,,,,,,,,,,no_review_candidate,needs_dedicated_provider_or_manual_lookup,,,,not_ready,access_id:3530570,"No candidate coordinate is ready for review. Use a dedicated geocoder, municipal source, or manual lookup.",No candidate returned.
335,3530576,CONTRADA CARIA,459,,outside_boundary,suspect_coordinate_present_in_original_anncsu_raw,boundary_check_then_external_geocode_if_needed,16.2693627,39.0113623,no_candidate_returned,no_local_anchor_candidate,,,,,0,No reliable same-street local anchor candidate could be computed.,,,,,,,,,,,no_review_candidate,needs_dedicated_provider_or_manual_lookup,,,,not_ready,access_id:3530576,"No candidate coordinate is ready for review. Use a dedicated geocoder, municipal source, or manual lookup.",No candidate returned.
