access_id,priority,address_query,fallback_queries,street,civic,esponente,coordinate_quality_flag,source_diagnosis,recovery_action,source_lon,source_lat,request_status,request_notes
3514993,P2_external_candidate_useful,"PIAZZA JOHN FITZGERALD KENNEDY 10, Lamezia Terme, Calabria, Italia","PIAZZA JOHN FITZGERALD KENNEDY, Lamezia Terme, Calabria, Italia",PIAZZA JOHN FITZGERALD KENNEDY,10,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3150367","38,9748202",planned,execute with --execute after confirming provider terms/rate limits
3514996,P2_external_candidate_useful,"PIAZZA JOHN FITZGERALD KENNEDY 13, Lamezia Terme, Calabria, Italia","PIAZZA JOHN FITZGERALD KENNEDY, Lamezia Terme, Calabria, Italia",PIAZZA JOHN FITZGERALD KENNEDY,13,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,279446","38,9686673",planned,execute with --execute after confirming provider terms/rate limits
3519498,P2_external_candidate_useful,"PIAZZA NICASTRO 25, Lamezia Terme, Calabria, Italia","PIAZZA NICASTRO, Lamezia Terme, Calabria, Italia",PIAZZA NICASTRO,25,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3032302","38,9576049",planned,execute with --execute after confirming provider terms/rate limits
3513946,P2_external_candidate_useful,"PIAZZA SANTA MARIA MAGGIORE 92, Lamezia Terme, Calabria, Italia","PIAZZA SANTA MARIA MAGGIORE, Lamezia Terme, Calabria, Italia",PIAZZA SANTA MARIA MAGGIORE,92,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,2769045","38,965415",planned,execute with --execute after confirming provider terms/rate limits
3512592,P2_external_candidate_useful,"RIONE MANDONI 19, Lamezia Terme, Calabria, Italia","RIONE MANDONI, Lamezia Terme, Calabria, Italia",RIONE MANDONI,19,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,2843961","38,9673164",planned,execute with --execute after confirming provider terms/rate limits
3536799,P2_external_candidate_useful,"SALITA CARCERI 9, Lamezia Terme, Calabria, Italia","SALITA CARCERI, Lamezia Terme, Calabria, Italia",SALITA CARCERI,9,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,2403741","38,9928334",planned,execute with --execute after confirming provider terms/rate limits
35649575,P2_external_candidate_useful,"STRADA COMUNALE MULINO 3, Lamezia Terme, Calabria, Italia","STRADA COMUNALE MULINO, Lamezia Terme, Calabria, Italia",STRADA COMUNALE MULINO,3,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,2460054","38,9761757",planned,execute with --execute after confirming provider terms/rate limits
3587384,P2_external_candidate_useful,"TRAVERSA PRIMA CANNETO MORELLI 1, Lamezia Terme, Calabria, Italia","TRAVERSA PRIMA CANNETO MORELLI, Lamezia Terme, Calabria, Italia",TRAVERSA PRIMA CANNETO MORELLI,1,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,2995555","38,9692777",planned,execute with --execute after confirming provider terms/rate limits
3602867,P2_external_candidate_useful,"TRAVERSA PRIMA DI VIA GIORGIO AMENDOLA 7, Lamezia Terme, Calabria, Italia","TRAVERSA PRIMA DI VIA GIORGIO AMENDOLA, Lamezia Terme, Calabria, Italia",TRAVERSA PRIMA DI VIA GIORGIO AMENDOLA,7,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3112171","38,9586074",planned,execute with --execute after confirming provider terms/rate limits
3598530,P2_external_candidate_useful,"TRAVERSA QUATTORDICESIMA DI VIA DEI BIZANTINI 4, Lamezia Terme, Calabria, Italia","TRAVERSA QUATTORDICESIMA DI VIA DEI BIZANTINI, Lamezia Terme, Calabria, Italia",TRAVERSA QUATTORDICESIMA DI VIA DEI BIZANTINI,4,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3434621","38,9720608",planned,execute with --execute after confirming provider terms/rate limits
3513981,P2_external_candidate_useful,"TRAVERSA SECONDA DI VIA ENRICO TOTI 19, Lamezia Terme, Calabria, Italia","TRAVERSA SECONDA DI VIA ENRICO TOTI, Lamezia Terme, Calabria, Italia",TRAVERSA SECONDA DI VIA ENRICO TOTI,19,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,2931475","38,9687068",planned,execute with --execute after confirming provider terms/rate limits
3529240,P2_external_candidate_useful,"TRAVERSA SECONDA DI VIA GUGLIELMO MARCONI 130, Lamezia Terme, Calabria, Italia","TRAVERSA SECONDA DI VIA GUGLIELMO MARCONI, Lamezia Terme, Calabria, Italia",TRAVERSA SECONDA DI VIA GUGLIELMO MARCONI,130,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3039363","38,9686954",planned,execute with --execute after confirming provider terms/rate limits
3529248,P2_external_candidate_useful,"TRAVERSA SECONDA DI VIA GUGLIELMO MARCONI 216, Lamezia Terme, Calabria, Italia","TRAVERSA SECONDA DI VIA GUGLIELMO MARCONI, Lamezia Terme, Calabria, Italia",TRAVERSA SECONDA DI VIA GUGLIELMO MARCONI,216,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,2866541","38,9663158",planned,execute with --execute after confirming provider terms/rate limits
3528159,P2_external_candidate_useful,"TRAVERSA SECONDA DI VIA MADONNA DELLA SPINA 13, Lamezia Terme, Calabria, Italia","TRAVERSA SECONDA DI VIA MADONNA DELLA SPINA, Lamezia Terme, Calabria, Italia",TRAVERSA SECONDA DI VIA MADONNA DELLA SPINA,13,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3085967","38,9748576",planned,execute with --execute after confirming provider terms/rate limits
3534168,P2_external_candidate_useful,"TRAVERSA SETTIMA DI VIA DEI BIZANTINI 8, Lamezia Terme, Calabria, Italia","TRAVERSA SETTIMA DI VIA DEI BIZANTINI, Lamezia Terme, Calabria, Italia",TRAVERSA SETTIMA DI VIA DEI BIZANTINI,8,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,306606","38,9556346",planned,execute with --execute after confirming provider terms/rate limits
3589613,P2_external_candidate_useful,"TRAVERSA SETTIMA DI VIA MADONNA DELLA SPINA 4, Lamezia Terme, Calabria, Italia","TRAVERSA SETTIMA DI VIA MADONNA DELLA SPINA, Lamezia Terme, Calabria, Italia",TRAVERSA SETTIMA DI VIA MADONNA DELLA SPINA,4,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3106361","38,9760216",planned,execute with --execute after confirming provider terms/rate limits
3535806,P2_external_candidate_useful,"TRAVERSA TERZA DI VIA DEI BIZANTINI 9, Lamezia Terme, Calabria, Italia","TRAVERSA TERZA DI VIA DEI BIZANTINI, Lamezia Terme, Calabria, Italia",TRAVERSA TERZA DI VIA DEI BIZANTINI,9,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3095038","38,9638454",planned,execute with --execute after confirming provider terms/rate limits
3591897,P2_external_candidate_useful,"TRAVERSA TERZA DI VIA MADONNA DELLA SPINA 1, Lamezia Terme, Calabria, Italia","TRAVERSA TERZA DI VIA MADONNA DELLA SPINA, Lamezia Terme, Calabria, Italia",TRAVERSA TERZA DI VIA MADONNA DELLA SPINA,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3072269","38,9758221",planned,execute with --execute after confirming provider terms/rate limits
3593970,P2_external_candidate_useful,"TRAVERSA TERZA DI VIA MADONNA DELLA SPINA 9, Lamezia Terme, Calabria, Italia","TRAVERSA TERZA DI VIA MADONNA DELLA SPINA, Lamezia Terme, Calabria, Italia",TRAVERSA TERZA DI VIA MADONNA DELLA SPINA,9,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,2235183","38,9284666",planned,execute with --execute after confirming provider terms/rate limits
3528477,P2_external_candidate_useful,"VIA ABRUZZI 2, Lamezia Terme, Calabria, Italia","VIA ABRUZZI, Lamezia Terme, Calabria, Italia",VIA ABRUZZI,2,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,2226055","38,9280502",already_has_candidate,skipped by default; use --include-existing or --replace-existing to refresh
3528479,P2_external_candidate_useful,"VIA ABRUZZI 32, Lamezia Terme, Calabria, Italia","VIA ABRUZZI, Lamezia Terme, Calabria, Italia",VIA ABRUZZI,32,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,2819514","38,9699859",already_has_candidate,skipped by default; use --include-existing or --replace-existing to refresh
3535126,P2_external_candidate_useful,"VIA ACQUAFREDDA 228, Lamezia Terme, Calabria, Italia","VIA ACQUAFREDDA, Lamezia Terme, Calabria, Italia",VIA ACQUAFREDDA,228,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3106471","38,95961",already_has_candidate,skipped by default; use --include-existing or --replace-existing to refresh
3535128,P2_external_candidate_useful,"VIA ACQUAFREDDA 230, Lamezia Terme, Calabria, Italia","VIA ACQUAFREDDA, Lamezia Terme, Calabria, Italia",VIA ACQUAFREDDA,230,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3338061","38,9553419",already_has_candidate,skipped by default; use --include-existing or --replace-existing to refresh
3535135,P2_external_candidate_useful,"VIA ACQUAFREDDA 239, Lamezia Terme, Calabria, Italia","VIA ACQUAFREDDA, Lamezia Terme, Calabria, Italia",VIA ACQUAFREDDA,239,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3014126","38,970104",already_has_candidate,skipped by default; use --include-existing or --replace-existing to refresh
3535167,P2_external_candidate_useful,"VIA ACQUAFREDDA 82, Lamezia Terme, Calabria, Italia","VIA ACQUAFREDDA, Lamezia Terme, Calabria, Italia",VIA ACQUAFREDDA,82,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,2803995","38,9456439",already_has_candidate,skipped by default; use --include-existing or --replace-existing to refresh
3530693,P2_external_candidate_useful,"VIA ADIGE 11, Lamezia Terme, Calabria, Italia","VIA ADIGE, Lamezia Terme, Calabria, Italia",VIA ADIGE,11,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3526505","38,9817086",already_has_candidate,skipped by default; use --include-existing or --replace-existing to refresh
3530706,P2_external_candidate_useful,"VIA ADIGE 23, Lamezia Terme, Calabria, Italia","VIA ADIGE, Lamezia Terme, Calabria, Italia",VIA ADIGE,23,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3380281","38,9497387",already_has_candidate,skipped by default; use --include-existing or --replace-existing to refresh
3522563,P2_external_candidate_useful,"VIA ALBERT EINSTEIN 1/A, Lamezia Terme, Calabria, Italia","VIA ALBERT EINSTEIN, Lamezia Terme, Calabria, Italia",VIA ALBERT EINSTEIN,1,A,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3277317","38,9578573",already_has_candidate,skipped by default; use --include-existing or --replace-existing to refresh
3535225,P2_external_candidate_useful,"VIA ALDO MORO 40/S, Lamezia Terme, Calabria, Italia","VIA ALDO MORO, Lamezia Terme, Calabria, Italia",VIA ALDO MORO,40,S,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,2800975","38,9650842",already_has_candidate,skipped by default; use --include-existing or --replace-existing to refresh
3512476,P2_external_candidate_useful,"VIA ALIDA NUCIFERO 13, Lamezia Terme, Calabria, Italia","VIA ALIDA NUCIFERO, Lamezia Terme, Calabria, Italia",VIA ALIDA NUCIFERO,13,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,2368803","38,9263575",already_has_candidate,skipped by default; use --include-existing or --replace-existing to refresh
3596282,P2_external_candidate_useful,"VIA ANDREA CEFALY SENIOR 11, Lamezia Terme, Calabria, Italia","VIA ANDREA CEFALY SENIOR, Lamezia Terme, Calabria, Italia",VIA ANDREA CEFALY SENIOR,11,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,2829156","38,9652725",already_has_candidate,skipped by default; use --include-existing or --replace-existing to refresh
3529343,P2_external_candidate_useful,"VIA ANTONELLO DA MESSINA 31, Lamezia Terme, Calabria, Italia","VIA ANTONELLO DA MESSINA, Lamezia Terme, Calabria, Italia",VIA ANTONELLO DA MESSINA,31,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,2817115","38,9499255",already_has_candidate,skipped by default; use --include-existing or --replace-existing to refresh
3529347,P2_external_candidate_useful,"VIA ANTONELLO DA MESSINA 54, Lamezia Terme, Calabria, Italia","VIA ANTONELLO DA MESSINA, Lamezia Terme, Calabria, Italia",VIA ANTONELLO DA MESSINA,54,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,24053","38,9909267",already_has_candidate,skipped by default; use --include-existing or --replace-existing to refresh
3520617,P2_external_candidate_useful,"VIA ANTONIO CAPPELLI 192, Lamezia Terme, Calabria, Italia","VIA ANTONIO CAPPELLI, Lamezia Terme, Calabria, Italia",VIA ANTONIO CAPPELLI,192,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,2257762","38,9149259",already_has_candidate,skipped by default; use --include-existing or --replace-existing to refresh
3520622,P2_external_candidate_useful,"VIA ANTONIO CAPPELLI 26, Lamezia Terme, Calabria, Italia","VIA ANTONIO CAPPELLI, Lamezia Terme, Calabria, Italia",VIA ANTONIO CAPPELLI,26,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,246955","38,951158",already_has_candidate,skipped by default; use --include-existing or --replace-existing to refresh
3522739,P2_external_candidate_useful,"VIA ANTONIO CAPPELLI 61, Lamezia Terme, Calabria, Italia","VIA ANTONIO CAPPELLI, Lamezia Terme, Calabria, Italia",VIA ANTONIO CAPPELLI,61,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,249212","38,953193",already_has_candidate,skipped by default; use --include-existing or --replace-existing to refresh
3531953,P2_external_candidate_useful,"VIA ANTONIO DE CURTIS 1/B, Lamezia Terme, Calabria, Italia","VIA ANTONIO DE CURTIS, Lamezia Terme, Calabria, Italia",VIA ANTONIO DE CURTIS,1,B,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3114486","38,9602113",already_has_candidate,skipped by default; use --include-existing or --replace-existing to refresh
3594007,P2_external_candidate_useful,"VIA ANTONIO DE GRAZIA 3, Lamezia Terme, Calabria, Italia","VIA ANTONIO DE GRAZIA, Lamezia Terme, Calabria, Italia",VIA ANTONIO DE GRAZIA,3,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,341468","38,9847712",already_has_candidate,skipped by default; use --include-existing or --replace-existing to refresh
3524776,P2_external_candidate_useful,"VIA ANTONIO DE MEDICI 15/B, Lamezia Terme, Calabria, Italia","VIA ANTONIO DE MEDICI, Lamezia Terme, Calabria, Italia",VIA ANTONIO DE MEDICI,15,B,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3051329","38,956494",already_has_candidate,skipped by default; use --include-existing or --replace-existing to refresh
3524788,P2_external_candidate_useful,"VIA ANTONIO DE MEDICI 2, Lamezia Terme, Calabria, Italia","VIA ANTONIO DE MEDICI, Lamezia Terme, Calabria, Italia",VIA ANTONIO DE MEDICI,2,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3014126","38,970104",planned,execute with --execute after confirming provider terms/rate limits
3526415,P2_external_candidate_useful,"VIA ANTONIO GRAMSCI 5, Lamezia Terme, Calabria, Italia","VIA ANTONIO GRAMSCI, Lamezia Terme, Calabria, Italia",VIA ANTONIO GRAMSCI,5,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3132657","38,9769406",planned,execute with --execute after confirming provider terms/rate limits
3526420,P2_external_candidate_useful,"VIA ANTONIO GRAMSCI 58, Lamezia Terme, Calabria, Italia","VIA ANTONIO GRAMSCI, Lamezia Terme, Calabria, Italia",VIA ANTONIO GRAMSCI,58,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,316165","38,9782749",planned,execute with --execute after confirming provider terms/rate limits
3527394,P2_external_candidate_useful,"VIA ARMANDO SCARPINO 247, Lamezia Terme, Calabria, Italia","VIA ARMANDO SCARPINO, Lamezia Terme, Calabria, Italia",VIA ARMANDO SCARPINO,247,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,320257","38,981522",planned,execute with --execute after confirming provider terms/rate limits
3512013,P2_external_candidate_useful,"VIA AURELIO CASSIODORO 14, Lamezia Terme, Calabria, Italia","VIA AURELIO CASSIODORO, Lamezia Terme, Calabria, Italia",VIA AURELIO CASSIODORO,14,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3377493","38,9505043",planned,execute with --execute after confirming provider terms/rate limits
3512036,P2_external_candidate_useful,"VIA AURELIO CASSIODORO 40, Lamezia Terme, Calabria, Italia","VIA AURELIO CASSIODORO, Lamezia Terme, Calabria, Italia",VIA AURELIO CASSIODORO,40,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3371276","38,948688",planned,execute with --execute after confirming provider terms/rate limits
3528341,P2_external_candidate_useful,"VIA BAROLO 2, Lamezia Terme, Calabria, Italia","VIA BAROLO, Lamezia Terme, Calabria, Italia",VIA BAROLO,2,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3205422","38,9778416",planned,execute with --execute after confirming provider terms/rate limits
3533329,P2_external_candidate_useful,"VIA BENEDETTO MUSOLINO 1, Lamezia Terme, Calabria, Italia","VIA BENEDETTO MUSOLINO, Lamezia Terme, Calabria, Italia",VIA BENEDETTO MUSOLINO,1,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,288853","38,9599909",planned,execute with --execute after confirming provider terms/rate limits
3527420,P2_external_candidate_useful,"VIA BENEVENTO 1, Lamezia Terme, Calabria, Italia","VIA BENEVENTO, Lamezia Terme, Calabria, Italia",VIA BENEVENTO,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,323683","38,9797647",planned,execute with --execute after confirming provider terms/rate limits
3527426,P2_external_candidate_useful,"VIA BENEVENTO 1/C, Lamezia Terme, Calabria, Italia","VIA BENEVENTO, Lamezia Terme, Calabria, Italia",VIA BENEVENTO,1,C,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,2864423","38,959954",planned,execute with --execute after confirming provider terms/rate limits
3526951,P2_external_candidate_useful,"VIA BERNARDINO TELESIO 17/A, Lamezia Terme, Calabria, Italia","VIA BERNARDINO TELESIO, Lamezia Terme, Calabria, Italia",VIA BERNARDINO TELESIO,17,A,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,2862562","38,9537183",planned,execute with --execute after confirming provider terms/rate limits
3526973,P2_external_candidate_useful,"VIA BERNARDINO TELESIO 54/C, Lamezia Terme, Calabria, Italia","VIA BERNARDINO TELESIO, Lamezia Terme, Calabria, Italia",VIA BERNARDINO TELESIO,54,C,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3244652","38,9828775",planned,execute with --execute after confirming provider terms/rate limits
3574468,P2_external_candidate_useful,"VIA BORBONI DI NAPOLI 13, Lamezia Terme, Calabria, Italia","VIA BORBONI DI NAPOLI, Lamezia Terme, Calabria, Italia",VIA BORBONI DI NAPOLI,13,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3166785","38,9760273",planned,execute with --execute after confirming provider terms/rate limits
3514147,P2_external_candidate_useful,"VIA BREZIA 4, Lamezia Terme, Calabria, Italia","VIA BREZIA, Lamezia Terme, Calabria, Italia",VIA BREZIA,4,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,2806846","38,9687831",planned,execute with --execute after confirming provider terms/rate limits
3593852,P2_external_candidate_useful,"VIA CADORE 16, Lamezia Terme, Calabria, Italia","VIA CADORE, Lamezia Terme, Calabria, Italia",VIA CADORE,16,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,283252","38,9671463",planned,execute with --execute after confirming provider terms/rate limits
3519528,P2_external_candidate_useful,"VIA CALATAFIMI 5, Lamezia Terme, Calabria, Italia","VIA CALATAFIMI, Lamezia Terme, Calabria, Italia",VIA CALATAFIMI,5,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,320142","38,9738622",planned,execute with --execute after confirming provider terms/rate limits
3519529,P2_external_candidate_useful,"VIA CALATAFIMI 58, Lamezia Terme, Calabria, Italia","VIA CALATAFIMI, Lamezia Terme, Calabria, Italia",VIA CALATAFIMI,58,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3293818","38,9774269",planned,execute with --execute after confirming provider terms/rate limits
3579089,P2_external_candidate_useful,"VIA CAMPANIA 3, Lamezia Terme, Calabria, Italia","VIA CAMPANIA, Lamezia Terme, Calabria, Italia",VIA CAMPANIA,3,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,2824736","38,9661174",planned,execute with --execute after confirming provider terms/rate limits
3532652,P2_external_candidate_useful,"VIA CANNETO 92, Lamezia Terme, Calabria, Italia","VIA CANNETO, Lamezia Terme, Calabria, Italia",VIA CANNETO,92,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3008901","38,9721911",planned,execute with --execute after confirming provider terms/rate limits
3551260,P2_external_candidate_useful,"VIA CAPITANO MANFREDI 50, Lamezia Terme, Calabria, Italia","VIA CAPITANO MANFREDI, Lamezia Terme, Calabria, Italia",VIA CAPITANO MANFREDI,50,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,31168","38,9449264",planned,execute with --execute after confirming provider terms/rate limits
3551288,P2_external_candidate_useful,"VIA CAPITANO MANFREDI 8, Lamezia Terme, Calabria, Italia","VIA CAPITANO MANFREDI, Lamezia Terme, Calabria, Italia",VIA CAPITANO MANFREDI,8,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3150455","38,9601054",planned,execute with --execute after confirming provider terms/rate limits
3533343,P2_external_candidate_useful,"VIA CAPITOLO 3, Lamezia Terme, Calabria, Italia","VIA CAPITOLO, Lamezia Terme, Calabria, Italia",VIA CAPITOLO,3,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,305661","38,951164",planned,execute with --execute after confirming provider terms/rate limits
3533347,P2_external_candidate_useful,"VIA CAPITOLO 5, Lamezia Terme, Calabria, Italia","VIA CAPITOLO, Lamezia Terme, Calabria, Italia",VIA CAPITOLO,5,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3201111","38,9817561",planned,execute with --execute after confirming provider terms/rate limits
3533356,P2_external_candidate_useful,"VIA CARLO ARDITO 4, Lamezia Terme, Calabria, Italia","VIA CARLO ARDITO, Lamezia Terme, Calabria, Italia",VIA CARLO ARDITO,4,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,2998705","38,9356816",planned,execute with --execute after confirming provider terms/rate limits
3533364,P2_external_candidate_useful,"VIA CARLO GOLDONI 1, Lamezia Terme, Calabria, Italia","VIA CARLO GOLDONI, Lamezia Terme, Calabria, Italia",VIA CARLO GOLDONI,1,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3122022","38,9571591",planned,execute with --execute after confirming provider terms/rate limits
3533370,P2_external_candidate_useful,"VIA CARLO GOLDONI 14, Lamezia Terme, Calabria, Italia","VIA CARLO GOLDONI, Lamezia Terme, Calabria, Italia",VIA CARLO GOLDONI,14,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,30949","38,963869",planned,execute with --execute after confirming provider terms/rate limits
3516506,P2_external_candidate_useful,"VIA CARLO MARIA TALARICO 16, Lamezia Terme, Calabria, Italia","VIA CARLO MARIA TALARICO, Lamezia Terme, Calabria, Italia",VIA CARLO MARIA TALARICO,16,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3205422","38,9778416",planned,execute with --execute after confirming provider terms/rate limits
3526187,P2_external_candidate_useful,"VIA CARMELINA TROPEA 11, Lamezia Terme, Calabria, Italia","VIA CARMELINA TROPEA, Lamezia Terme, Calabria, Italia",VIA CARMELINA TROPEA,11,,street_context_mismatch,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3294081","38,9753401",planned,execute with --execute after confirming provider terms/rate limits
3517629,P2_external_candidate_useful,"VIA CASTEL FIDARDO 7/B, Lamezia Terme, Calabria, Italia","VIA CASTEL FIDARDO, Lamezia Terme, Calabria, Italia",VIA CASTEL FIDARDO,7,B,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,2990412","38,9463393",planned,execute with --execute after confirming provider terms/rate limits
3523868,P2_external_candidate_useful,"VIA CATERINA MOLINARO 22, Lamezia Terme, Calabria, Italia","VIA CATERINA MOLINARO, Lamezia Terme, Calabria, Italia",VIA CATERINA MOLINARO,22,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3078331","38,9553459",planned,execute with --execute after confirming provider terms/rate limits
3511517,P2_external_candidate_useful,"VIA CAVALIERI DI MALTA 19, Lamezia Terme, Calabria, Italia","VIA CAVALIERI DI MALTA, Lamezia Terme, Calabria, Italia",VIA CAVALIERI DI MALTA,19,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,2375201","38,9416071",planned,execute with --execute after confirming provider terms/rate limits
3513760,P2_external_candidate_useful,"VIA CERASOLO 11, Lamezia Terme, Calabria, Italia","VIA CERASOLO, Lamezia Terme, Calabria, Italia",VIA CERASOLO,11,,same_street_outlier,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,"16,3121458","38,9387584",planned,execute with --execute after confirming provider terms/rate limits
