access_id,provider,candidate_method,candidate_status,candidate_lon,candidate_lat,candidate_confidence,candidate_explanation,source_lon,source_lat,distance_from_source_m,street,civico,esponente,coordinate_quality_flag,anchor_count,numeric_anchor_count,lower_anchor_access_id,lower_anchor_civic,upper_anchor_access_id,upper_anchor_civic,nearest_anchor_access_id,nearest_anchor_civic,nearest_anchor_distance_m,notes
3517041,local_anncsu_anchor,same_street_same_civic_number_anchor,candidate_requires_human_review,16.2731411,38.9931342,medium,1 same-street anchor(s) share civic number 6.,16.3183384,38.9746517,4414.2,LOCALITA' CAFARELLO,6,A,same_street_outlier,3,3,,,,,3517040,6,4414.2,Local ANNCSU anchor candidate only; do not apply without human review.
3591656,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.2865771,38.9479315,medium,Interpolated civic 11 between same-street anchors 9 and 13.,16.2527115,38.9138968,4785.7,LOCALITA' PITIZZANNI,11,,same_street_outlier,8,8,3591661,9,3591653,13,3591654,27,729.0,Local ANNCSU anchor candidate only; do not apply without human review.
3515468,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.2252035,38.970194,medium,Interpolated civic 62 between same-street anchors 58 and 64.,16.315388,38.972783,7801.7,LOCALITA' SAN MINA' INFERIORE,62,,same_street_outlier,22,22,3515467,58,3515480,64,3515470,1,548.7,Local ANNCSU anchor candidate only; do not apply without human review.
3524015,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.3162355,38.9704561,low,Interpolated civic 14 between same-street anchors 10 and 36.,16.318034,38.9762167,659.1,PIAZZA DELLA REPUBBLICA,14,,same_street_outlier,10,10,3524014,10,3524016,36,3524028,9,643.9,Local ANNCSU anchor candidate only; do not apply without human review.
3522998,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.3208846,38.9756902,medium,Interpolated civic 16 between same-street anchors 15 and 17.,16.3241204,38.9806997,623.3,PIAZZA FELICE SACCHI,16,,same_street_outlier,18,18,3523005,15,3523006,17,3523007,18,621.1,Local ANNCSU anchor candidate only; do not apply without human review.
3607368,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.2860993,38.9677894,medium,Interpolated civic 7 between same-street anchors 3 and 8.,16.299215,38.969088,1143.1,PIAZZA GIUSEPPE GARIBALDI,7,,same_street_outlier,80,80,3607357,3,3607436,8,3607436,8,1130.3,Local ANNCSU anchor candidate only; do not apply without human review.
3555876,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.3159458,38.9727273,medium,Interpolated civic 29 between same-street anchors 28 and 30.,16.3039033,38.9697381,1092.8,PIAZZA GIUSEPPE MAZZINI,29,,same_street_outlier,53,53,3555860,28,3555877,30,3555880,33,769.8,Local ANNCSU anchor candidate only; do not apply without human review.
3514993,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.2756554,38.9634902,medium,Interpolated civic 10 between same-street anchors 9 and 11.,16.3150367,38.9748202,3630.2,PIAZZA JOHN FITZGERALD KENNEDY,10,,same_street_outlier,15,15,3515008,9,3514994,11,3514992,1,3615.8,Local ANNCSU anchor candidate only; do not apply without human review.
3514996,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.2749909,38.9623593,medium,Interpolated civic 13 between same-street anchors 12 and 14.,16.279446,38.9686673,800.2,PIAZZA JOHN FITZGERALD KENNEDY,13,,same_street_outlier,15,15,3514995,12,3514997,14,3514992,1,646.4,Local ANNCSU anchor candidate only; do not apply without human review.
3530981,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.3019874,38.9683452,medium,Interpolated civic 17 between same-street anchors 16 and 18.,16.284491,38.9621026,1664.4,PIAZZA MERCATO VECCHIO,17,,needs_manual_coordinate_review,36,36,3530971,16,3530982,18,3530982,18,18.3,Local ANNCSU anchor candidate only; do not apply without human review.
3519498,local_anncsu_anchor,nearest_same_street_numeric_anchor,candidate_requires_human_review,16.3199533,38.9671908,low,Only one-sided or sparse numeric same-street anchors were available.,16.3032302,38.9576049,1796.3,PIAZZA NICASTRO,25,,same_street_outlier,24,24,3519497,24,,,3519495,22,1796.3,Local ANNCSU anchor candidate only; do not apply without human review.
3513946,local_anncsu_anchor,nearest_same_street_numeric_anchor,candidate_requires_human_review,16.3065122,38.9722407,low,Only one-sided or sparse numeric same-street anchors were available.,16.2769045,38.965415,2669.8,PIAZZA SANTA MARIA MAGGIORE,92,,same_street_outlier,21,21,3513936,24,,,3513936,24,2669.8,Local ANNCSU anchor candidate only; do not apply without human review.
3512592,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.2413697,38.9867829,medium,Interpolated civic 19 between same-street anchors 11 and 21.,16.2843961,38.9673164,4303.3,RIONE MANDONI,19,,same_street_outlier,8,8,3512590,11,3512593,21,3512590,11,4223.5,Local ANNCSU anchor candidate only; do not apply without human review.
3536799,local_anncsu_anchor,nearest_same_street_numeric_anchor,candidate_requires_human_review,16.2399737,38.9899616,low,Only one-sided or sparse numeric same-street anchors were available.,16.2403741,38.9928334,321.2,SALITA CARCERI,9,,street_context_mismatch,3,3,3536798,7,,,3536795,5,321.2,Local ANNCSU anchor candidate only; do not apply without human review.
35649575,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.239466,38.9949005,medium,Interpolated civic 3 between same-street anchors 2 and 4.,16.2460054,38.9761757,2157.5,STRADA COMUNALE MULINO,3,,same_street_outlier,4,4,35649574,2,35649576,4,35649573,1,1956.8,Local ANNCSU anchor candidate only; do not apply without human review.
35649578,local_anncsu_anchor,nearest_same_street_numeric_anchor,candidate_requires_human_review,16.2410103,38.9933396,low,Only one-sided or sparse numeric same-street anchors were available.,16.2414165,38.98564,856.9,STRADA COMUNALE MULINO,6,,isolated_point,4,4,35649577,5,,,35649573,1,856.9,Local ANNCSU anchor candidate only; do not apply without human review.
3526605,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.2396769,38.9922281,medium,Interpolated civic 6 between same-street anchors 4 and 8.,16.2414073,38.9857433,736.4,TRAVERSA DODICESIMA DI VIA DEI BIZANTINI,6,,isolated_point,4,4,3526604,4,3526600,8,3526602,1,695.4,Local ANNCSU anchor candidate only; do not apply without human review.
3587384,local_anncsu_anchor,nearest_same_street_numeric_anchor,candidate_requires_human_review,16.300827,38.9681458,low,Only one-sided or sparse numeric same-street anchors were available.,16.2995555,38.9692777,167.1,TRAVERSA PRIMA CANNETO MORELLI,1,,street_context_mismatch,6,6,,,3587387,3,3587388,5,167.1,Local ANNCSU anchor candidate only; do not apply without human review.
3602867,local_anncsu_anchor,same_street_same_civic_number_anchor,candidate_requires_human_review,16.3178332,38.9706673,medium,7 same-street anchor(s) share civic number 7.,16.3112171,38.9586074,1457.9,TRAVERSA PRIMA DI VIA GIORGIO AMENDOLA,7,,same_street_outlier,21,21,,,,,3602864,7,1435.8,Local ANNCSU anchor candidate only; do not apply without human review.
3596317,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.3181112,38.9694087,medium,Interpolated civic 50 between same-street anchors 48 and 52.,16.3086319,38.9732888,926.1,TRAVERSA PRIMA DI VIA PITAGORA,50,,isolated_point,23,23,3596316,48,3596318,52,3596312,40,887.5,Local ANNCSU anchor candidate only; do not apply without human review.
3598530,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.3097026,38.9628692,medium,Interpolated civic 4 between same-street anchors 2 and 6.,16.3434621,38.9720608,3092.4,TRAVERSA QUATTORDICESIMA DI VIA DEI BIZANTINI,4,,same_street_outlier,6,6,3598529,2,3598531,6,3598528,14,2043.8,Local ANNCSU anchor candidate only; do not apply without human review.
3513981,local_anncsu_anchor,nearest_same_street_numeric_anchor,candidate_requires_human_review,16.3150233,38.9747244,low,Only one-sided or sparse numeric same-street anchors were available.,16.2931475,38.9687068,2006.0,TRAVERSA SECONDA DI VIA ENRICO TOTI,19,,same_street_outlier,11,11,3513980,17,,,3513980,17,2006.0,Local ANNCSU anchor candidate only; do not apply without human review.
3529240,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.3025991,38.9675862,medium,Interpolated civic 130 between same-street anchors 128 and 132.,16.3039363,38.9686954,169.0,TRAVERSA SECONDA DI VIA GUGLIELMO MARCONI,130,,same_street_outlier,40,40,3529238,128,3529241,132,3529237,120,526.4,Local ANNCSU anchor candidate only; do not apply without human review.
3529248,local_anncsu_anchor,nearest_same_street_numeric_anchor,candidate_requires_human_review,16.2813523,38.9663247,low,Only one-sided or sparse numeric same-street anchors were available.,16.2866541,38.9663158,458.4,TRAVERSA SECONDA DI VIA GUGLIELMO MARCONI,216,,same_street_outlier,40,40,3529242,136,,,3529239,13,458.4,Local ANNCSU anchor candidate only; do not apply without human review.
3528159,local_anncsu_anchor,nearest_same_street_numeric_anchor,candidate_requires_human_review,16.3213753,38.9659335,low,Only one-sided or sparse numeric same-street anchors were available.,16.3085967,38.9748576,1485.0,TRAVERSA SECONDA DI VIA MADONNA DELLA SPINA,13,,same_street_outlier,8,8,3528158,11,,,3528157,1,1485.0,Local ANNCSU anchor candidate only; do not apply without human review.
3534168,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.2854483,38.9672295,medium,Interpolated civic 8 between same-street anchors 6 and 10.,16.306606,38.9556346,2238.0,TRAVERSA SETTIMA DI VIA DEI BIZANTINI,8,,same_street_outlier,12,12,3534176,6,3534170,10,3534167,20,1868.3,Local ANNCSU anchor candidate only; do not apply without human review.
3589613,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.3123588,38.9731999,medium,Interpolated civic 4 between same-street anchors 3 and 5.,16.3106361,38.9760216,347.3,TRAVERSA SETTIMA DI VIA MADONNA DELLA SPINA,4,,street_context_mismatch,18,18,3589612,3,3589614,5,3589599,11,236.7,Local ANNCSU anchor candidate only; do not apply without human review.
3535806,local_anncsu_anchor,nearest_same_street_numeric_anchor,candidate_requires_human_review,16.3161391,38.9703244,low,Only one-sided or sparse numeric same-street anchors were available.,16.3095038,38.9638454,920.9,TRAVERSA TERZA DI VIA DEI BIZANTINI,9,,same_street_outlier,10,10,3535805,8,,,3535792,5,920.9,Local ANNCSU anchor candidate only; do not apply without human review.
3591897,local_anncsu_anchor,nearest_same_street_numeric_anchor,candidate_requires_human_review,16.2429884,38.9244606,low,Only one-sided or sparse numeric same-street anchors were available.,16.3072269,38.9758221,7967.2,TRAVERSA TERZA DI VIA MADONNA DELLA SPINA,1,,same_street_outlier,5,5,,,3591898,2,3593966,3,7967.2,Local ANNCSU anchor candidate only; do not apply without human review.
3593970,local_anncsu_anchor,nearest_same_street_numeric_anchor,candidate_requires_human_review,16.2426071,38.92431,low,Only one-sided or sparse numeric same-street anchors were available.,16.2235183,38.9284666,1714.7,TRAVERSA TERZA DI VIA MADONNA DELLA SPINA,9,,same_street_outlier,5,5,3593969,6,,,3593967,4,1714.7,Local ANNCSU anchor candidate only; do not apply without human review.
3517365,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.2234409,38.928473,medium,Interpolated civic 2 between same-street anchors 1 and 3.,16.2368803,38.9263575,1186.1,TRAVERSA TERZA DI VIA SAVERIO D'IPPOLITO,2,,isolated_point,5,5,3517368,1,3517369,3,3517368,1,1182.8,Local ANNCSU anchor candidate only; do not apply without human review.
3618432,local_anncsu_anchor,nearest_same_street_numeric_anchor,candidate_requires_human_review,16.2323551,38.925752,low,Only one-sided or sparse numeric same-street anchors were available.,16.2429667,38.9245136,928.2,TRAVERSA UNDICESIMA DI VIA DEI BIZANTINI,1,,isolated_point,7,7,,,3618436,2,3618436,2,928.2,Local ANNCSU anchor candidate only; do not apply without human review.
3528477,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.3065067,38.972247,medium,Interpolated civic 2 between same-street anchors 1 and 4.,16.2226055,38.9280502,8763.1,VIA ABRUZZI,2,,same_street_outlier,13,13,3528484,1,3528497,4,3528481,7,6744.0,Local ANNCSU anchor candidate only; do not apply without human review.
3528479,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.3017408,38.9684431,medium,Interpolated civic 32 between same-street anchors 28 and 36.,16.2819514,38.9699859,1719.4,VIA ABRUZZI,32,,same_street_outlier,13,13,3528492,28,3512726,36,3528485,10,1358.9,Local ANNCSU anchor candidate only; do not apply without human review.
3535126,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.2402443,38.9916687,medium,Interpolated civic 228 between same-street anchors 227 and 229.,16.3106471,38.95961,7053.1,VIA ACQUAFREDDA,228,,same_street_outlier,273,273,3535125,227,3535127,229,3533025,88,1472.5,Local ANNCSU anchor candidate only; do not apply without human review.
3535128,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.240202,38.9918111,medium,Interpolated civic 230 between same-street anchors 229 and 231.,16.3338061,38.9553419,9051.1,VIA ACQUAFREDDA,230,,same_street_outlier,273,273,3535127,229,3521448,231,3521525,89,2326.2,Local ANNCSU anchor candidate only; do not apply without human review.
3535135,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.2409704,38.9878745,medium,Interpolated civic 239 between same-street anchors 237 and 240.,16.3014126,38.970104,5585.8,VIA ACQUAFREDDA,239,,same_street_outlier,273,273,3535134,237,3521451,240,3532980,220,1216.7,Local ANNCSU anchor candidate only; do not apply without human review.
3535167,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.2996872,38.961908,medium,Interpolated civic 82 between same-street anchors 81 and 83.,16.2803995,38.9456439,2460.1,VIA ACQUAFREDDA,82,,same_street_outlier,273,273,3533012,81,3521524,83,3535156,66,489.4,Local ANNCSU anchor candidate only; do not apply without human review.
3530693,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.3198267,38.9719058,medium,Interpolated civic 11 between same-street anchors 9 and 13.,16.3526505,38.9817086,3039.6,VIA ADIGE,11,,same_street_outlier,10,10,3530710,9,3530694,13,3530708,5,3034.9,Local ANNCSU anchor candidate only; do not apply without human review.
3530706,local_anncsu_anchor,nearest_same_street_numeric_anchor,candidate_requires_human_review,16.3199156,38.9714371,low,Only one-sided or sparse numeric same-street anchors were available.,16.3380281,38.9497387,2876.4,VIA ADIGE,23,,same_street_outlier,10,10,3530705,21,,,3530705,21,2876.4,Local ANNCSU anchor candidate only; do not apply without human review.
3522563,local_anncsu_anchor,same_street_same_civic_number_anchor,candidate_requires_human_review,16.3184014,38.9718406,medium,6 same-street anchor(s) share civic number 1.,16.3277317,38.9578573,1751.7,VIA ALBERT EINSTEIN,1,A,same_street_outlier,11,11,,,,,3522569,4,1729.0,Local ANNCSU anchor candidate only; do not apply without human review.
3535225,local_anncsu_anchor,same_street_same_civic_number_anchor,candidate_requires_human_review,16.3348419,38.9487546,medium,15 same-street anchor(s) share civic number 40.,16.2800975,38.9650842,5069.9,VIA ALDO MORO,40,S,same_street_outlier,68,68,,,,,3535230,46,2493.4,Local ANNCSU anchor candidate only; do not apply without human review.
3512476,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.2661988,38.9485745,medium,Interpolated civic 13 between same-street anchors 12 and 16.,16.2368803,38.9263575,3540.2,VIA ALIDA NUCIFERO,13,,same_street_outlier,60,60,3512478,12,3512443,16,3512480,40,256.5,Local ANNCSU anchor candidate only; do not apply without human review.
3596282,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.2532709,38.9159483,medium,Interpolated civic 11 between same-street anchors 10 and 12.,16.2829156,38.9652725,6054.3,VIA ANDREA CEFALY SENIOR,11,,same_street_outlier,11,11,3596281,10,3596283,12,3596280,1,1337.1,Local ANNCSU anchor candidate only; do not apply without human review.
3529343,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.2820356,38.965283,medium,Interpolated civic 31 between same-street anchors 30 and 32.,16.2817115,38.9499255,1707.9,VIA ANTONELLO DA MESSINA,31,,same_street_outlier,50,50,3529333,30,3529344,32,3529335,46,377.4,Local ANNCSU anchor candidate only; do not apply without human review.
3529347,local_anncsu_anchor,same_street_same_civic_number_anchor,candidate_requires_human_review,16.2807241,38.9688659,medium,1 same-street anchor(s) share civic number 54.,16.24053,38.9909267,4253.1,VIA ANTONELLO DA MESSINA,54,,same_street_outlier,50,50,,,,,3529321,17,3738.3,Local ANNCSU anchor candidate only; do not apply without human review.
3520617,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.2263325,38.9324402,medium,Interpolated civic 192 between same-street anchors 182 and 194.,16.2257762,38.9149259,1948.1,VIA ANTONIO CAPPELLI,192,,same_street_outlier,84,84,3520616,182,3520618,194,3520568,207,1654.2,Local ANNCSU anchor candidate only; do not apply without human review.
3520622,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.2812328,38.9643865,medium,Interpolated civic 26 between same-street anchors 24 and 28.,16.246955,38.951158,3308.8,VIA ANTONIO CAPPELLI,26,,street_context_mismatch,84,84,3520621,24,3520623,28,3522741,64,135.9,Local ANNCSU anchor candidate only; do not apply without human review.
3522739,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.2858821,38.9658629,medium,Interpolated civic 61 between same-street anchors 59 and 62.,16.249212,38.953193,3469.6,VIA ANTONIO CAPPELLI,61,,same_street_outlier,84,84,3520632,59,3522740,62,3522741,64,434.8,Local ANNCSU anchor candidate only; do not apply without human review.
3531953,local_anncsu_anchor,same_street_same_civic_number_anchor,candidate_requires_human_review,16.3467277,38.9835518,medium,4 same-street anchor(s) share civic number 1.,16.3114486,38.9602113,4004.7,VIA ANTONIO DE CURTIS,1,B,same_street_outlier,8,8,,,,,3531958,6,3892.9,Local ANNCSU anchor candidate only; do not apply without human review.
3594007,local_anncsu_anchor,nearest_same_street_numeric_anchor,candidate_requires_human_review,16.3337339,38.9558163,low,Only one-sided or sparse numeric same-street anchors were available.,16.341468,38.9847712,3288.3,VIA ANTONIO DE GRAZIA,3,,same_street_outlier,6,6,,,3594008,5,3594006,17,3288.3,Local ANNCSU anchor candidate only; do not apply without human review.
3524776,local_anncsu_anchor,same_street_same_civic_number_anchor,candidate_requires_human_review,16.3070765,38.9720792,medium,2 same-street anchor(s) share civic number 15.,16.3051329,38.956494,1741.1,VIA ANTONIO DE MEDICI,15,B,same_street_outlier,45,45,,,,,3524777,15,1733.6,Local ANNCSU anchor candidate only; do not apply without human review.
3524788,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.2680183,38.9635386,medium,Interpolated civic 2 between same-street anchors 1 and 3.,16.3014126,38.970104,2978.0,VIA ANTONIO DE MEDICI,2,,same_street_outlier,45,45,3524763,1,3524816,3,3524777,15,524.3,Local ANNCSU anchor candidate only; do not apply without human review.
3526415,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.2835381,38.962973,medium,Interpolated civic 5 between same-street anchors 4 and 6.,16.3132657,38.9769406,3002.8,VIA ANTONIO GRAMSCI,5,,same_street_outlier,50,50,3526409,4,3524267,6,3526422,64,407.3,Local ANNCSU anchor candidate only; do not apply without human review.
3526420,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.318382,38.9782466,medium,Interpolated civic 58 between same-street anchors 56 and 60.,16.316165,38.9782749,191.7,VIA ANTONIO GRAMSCI,58,,street_context_mismatch,50,50,3526419,56,3526421,60,3526422,64,138.6,Local ANNCSU anchor candidate only; do not apply without human review.
3529268,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.3123845,38.9723866,medium,Interpolated civic 4 between same-street anchors 3 and 6.,16.3216624,38.9703552,833.3,VIA ANTONIO MISIANI,4,,needs_manual_coordinate_review,42,42,3529267,3,3529306,6,3529280,10,64.0,Local ANNCSU anchor candidate only; do not apply without human review.
3529271,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.3173865,38.9714769,medium,Interpolated civic 5 between same-street anchors 3 and 6.,16.3206506,38.9705305,301.2,VIA ANTONIO MISIANI,5,,needs_manual_coordinate_review,42,42,3529267,3,3529306,6,3529280,10,147.7,Local ANNCSU anchor candidate only; do not apply without human review.
3527394,local_anncsu_anchor,nearest_same_street_numeric_anchor,candidate_requires_human_review,16.3148671,38.9720095,low,Only one-sided or sparse numeric same-street anchors were available.,16.320257,38.981522,1155.8,VIA ARMANDO SCARPINO,247,,street_context_mismatch,3,3,3527393,238,,,3527395,8,1155.8,Local ANNCSU anchor candidate only; do not apply without human review.
3512013,local_anncsu_anchor,same_street_same_civic_number_anchor,candidate_requires_human_review,16.3063225,38.9533279,medium,1 same-street anchor(s) share civic number 14.,16.3377493,38.9505043,2735.7,VIA AURELIO CASSIODORO,14,,street_context_mismatch,42,42,,,,,3512026,4,287.5,Local ANNCSU anchor candidate only; do not apply without human review.
3512036,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.3144384,38.9681696,medium,Interpolated civic 40 between same-street anchors 36 and 52.,16.3371276,38.948688,2922.6,VIA AURELIO CASSIODORO,40,,street_context_mismatch,42,42,3512035,36,3512037,52,3512026,4,178.1,Local ANNCSU anchor candidate only; do not apply without human review.
3528341,local_anncsu_anchor,nearest_same_street_numeric_anchor,candidate_requires_human_review,16.2789867,38.9646873,low,Only one-sided or sparse numeric same-street anchors were available.,16.3205422,38.9778416,3878.8,VIA BAROLO,2,,same_street_outlier,4,4,,,3528339,4,3528342,6,3878.8,Local ANNCSU anchor candidate only; do not apply without human review.
3533329,local_anncsu_anchor,nearest_same_street_numeric_anchor,candidate_requires_human_review,16.2914513,38.9602105,low,Only one-sided or sparse numeric same-street anchors were available.,16.288853,38.9599909,226.0,VIA BENEDETTO MUSOLINO,1,,street_context_mismatch,19,19,,,3533321,2,3533321,2,226.0,Local ANNCSU anchor candidate only; do not apply without human review.
3527420,local_anncsu_anchor,same_street_same_civic_number_anchor,candidate_requires_human_review,16.3194304,38.9608928,medium,2 same-street anchor(s) share civic number 1.,16.323683,38.9797647,2130.4,VIA BENEVENTO,1,,same_street_outlier,27,27,,,,,3527425,1,2129.9,Local ANNCSU anchor candidate only; do not apply without human review.
3527426,local_anncsu_anchor,same_street_same_civic_number_anchor,candidate_requires_human_review,16.3194304,38.9608928,medium,2 same-street anchor(s) share civic number 1.,16.2864423,38.959954,2854.2,VIA BENEVENTO,1,C,same_street_outlier,27,27,,,,,3527418,2,503.7,Local ANNCSU anchor candidate only; do not apply without human review.
3526951,local_anncsu_anchor,same_street_same_civic_number_anchor,candidate_requires_human_review,16.2828543,38.9647079,medium,1 same-street anchor(s) share civic number 17.,16.2862562,38.9537183,1256.9,VIA BERNARDINO TELESIO,17,A,same_street_outlier,57,57,,,,,3526956,28,1036.7,Local ANNCSU anchor candidate only; do not apply without human review.
3526973,local_anncsu_anchor,same_street_same_civic_number_anchor,candidate_requires_human_review,16.2829723,38.9642488,medium,4 same-street anchor(s) share civic number 54.,16.3244652,38.9828775,4142.1,VIA BERNARDINO TELESIO,54,C,same_street_outlier,57,57,,,,,3526975,58,1206.1,Local ANNCSU anchor candidate only; do not apply without human review.
3574468,local_anncsu_anchor,nearest_same_street_numeric_anchor,candidate_requires_human_review,16.3232041,38.9789623,low,Only one-sided or sparse numeric same-street anchors were available.,16.3166785,38.9760273,651.7,VIA BORBONI DI NAPOLI,13,,same_street_outlier,5,5,3574467,11,,,3574469,3,651.7,Local ANNCSU anchor candidate only; do not apply without human review.
3514147,local_anncsu_anchor,nearest_same_street_numeric_anchor,candidate_requires_human_review,16.317781,38.9765187,low,Only one-sided or sparse numeric same-street anchors were available.,16.2806846,38.9687831,3320.3,VIA BREZIA,4,,same_street_outlier,4,4,,,3514145,7,3514145,7,3320.3,Local ANNCSU anchor candidate only; do not apply without human review.
3593852,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.3072157,38.972841,medium,Interpolated civic 16 between same-street anchors 12 and 19.,16.283252,38.9671463,2166.3,VIA CADORE,16,,same_street_outlier,17,17,3593860,12,3593861,19,3593883,44,1295.9,Local ANNCSU anchor candidate only; do not apply without human review.
3519528,local_anncsu_anchor,nearest_same_street_numeric_anchor,candidate_requires_human_review,16.3160181,38.9742315,low,Only one-sided or sparse numeric same-street anchors were available.,16.320142,38.9738622,358.9,VIA CALATAFIMI,5,,same_street_outlier,22,22,,,3519530,8,3519533,20,358.9,Local ANNCSU anchor candidate only; do not apply without human review.
3519529,local_anncsu_anchor,nearest_same_street_numeric_anchor,candidate_requires_human_review,16.3160181,38.9742315,low,Only one-sided or sparse numeric same-street anchors were available.,16.3293818,38.9774269,1208.6,VIA CALATAFIMI,58,,same_street_outlier,22,22,3519552,56,,,3519533,20,1208.6,Local ANNCSU anchor candidate only; do not apply without human review.
3579089,local_anncsu_anchor,nearest_same_street_numeric_anchor,candidate_requires_human_review,16.2999907,38.954665,low,Only one-sided or sparse numeric same-street anchors were available.,16.2824736,38.9661174,1978.8,VIA CAMPANIA,3,,same_street_outlier,64,64,,,3576904,4,3579093,65,1978.8,Local ANNCSU anchor candidate only; do not apply without human review.
3532652,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.3087355,38.9570224,medium,Interpolated civic 92 between same-street anchors 90 and 100.,16.3008901,38.9721911,1818.0,VIA CANNETO,92,,street_context_mismatch,71,71,3532650,90,3514845,100,3514880,88,192.4,Local ANNCSU anchor candidate only; do not apply without human review.
3551260,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.3094511,38.9520115,medium,Interpolated civic 50 between same-street anchors 49 and 51.,16.31168,38.9449264,811.1,VIA CAPITANO MANFREDI,50,,same_street_outlier,102,102,3551258,49,3551204,51,3551257,48,292.3,Local ANNCSU anchor candidate only; do not apply without human review.
3551288,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.311727,38.955041,medium,Interpolated civic 8 between same-street anchors 7 and 9.,16.3150455,38.9601054,632.0,VIA CAPITANO MANFREDI,8,,same_street_outlier,102,102,3551279,7,3551293,9,3551279,7,619.3,Local ANNCSU anchor candidate only; do not apply without human review.
3533343,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.3157122,38.9703258,medium,Interpolated civic 3 between same-street anchors 1 and 4.,16.305661,38.951164,2301.1,VIA CAPITOLO,3,,street_context_mismatch,4,4,3533342,1,3533344,4,3533342,1,184.2,Local ANNCSU anchor candidate only; do not apply without human review.
3533347,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.317545,38.97444,medium,Interpolated civic 5 between same-street anchors 4 and 9.,16.3201111,38.9817561,843.2,VIA CAPITOLO,5,,street_context_mismatch,4,4,3533344,4,3533345,9,3533344,4,122.8,Local ANNCSU anchor candidate only; do not apply without human review.
3572219,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.3103204,38.9634293,medium,Interpolated civic 2 between same-street anchors 1 and 3.,16.3011624,38.9410098,2615.7,VIA CARCERI,2,,isolated_point,5,5,3572218,1,3553500,3,3572221,6,1017.5,Local ANNCSU anchor candidate only; do not apply without human review.
3533356,local_anncsu_anchor,same_street_civic_number_interpolation,candidate_requires_human_review,16.3082967,38.9548431,medium,Interpolated civic 4 between same-street anchors 3 and 5.,16.2998705,38.9356816,2251.8,VIA CARLO ARDITO,4,,street_context_mismatch,7,7,3533361,3,3533362,5,3533361,3,235.9,Local ANNCSU anchor candidate only; do not apply without human review.
