access_id,odonimo_raw,civico,esponente,coordinate_quality_flag,raw_found,extract_found,processed_found,raw_coord_x,raw_coord_y,extract_coord_x,extract_coord_y,processed_coord_x,processed_coord_y,raw_extract_coordinate_match,extract_processed_coordinate_match,raw_extract_address_match,extract_processed_address_match,same_exact_coordinate_group_size,same_exact_coordinate_distinct_streets,same_exact_coordinate_streets_sample,source_diagnosis,recovery_action
3521544,CONTRADA QUATTROCCHI,25,B,same_street_outlier,true,true,true,"16,2216","38,96109","16,2216","38,96109","16,2216","38,96109",true,true,true,true,2,2,CONTRADA QUATTROCCHI; CONTRADA ZINNAVO,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3521560,CONTRADA QUATTROCCHI,4,,same_street_outlier,true,true,true,"16,3040511","38,9190834","16,3040511","38,9190834","16,3040511","38,9190834",true,true,true,true,2,2,CONTRADA QUATTROCCHI; CONTRADA VISCARDI,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3538129,CONTRADA SORBELLO,10,,same_street_outlier,true,true,true,"16,2264519","38,967947","16,2264519","38,967947","16,2264519","38,967947",true,true,true,true,2,2,CONTRADA PIANO LUPPINO; CONTRADA SORBELLO,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3537146,CONTRADA SPINETO,110,,same_street_outlier,true,true,true,"16,3158479","38,9809367","16,3158479","38,9809367","16,3158479","38,9809367",true,true,true,true,1,1,CONTRADA SPINETO,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3525975,CONTRADA VALLE RICCIARDI INFERIORE,40,A,same_street_outlier,true,true,true,"16,3194083","38,9751664","16,3194083","38,9751664","16,3194083","38,9751664",true,true,true,true,1,1,CONTRADA VALLE RICCIARDI INFERIORE,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3519289,CONTRADA VELATI,27,,same_street_outlier,true,true,true,"16,3201673","38,977266","16,3201673","38,977266","16,3201673","38,977266",true,true,true,true,2,2,CONTRADA VELATI; LARGHETTO GINNASIO,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3512577,CONTRADA VONIO,67,,same_street_outlier,true,true,true,"16,2497599","38,977077","16,2497599","38,977077","16,2497599","38,977077",true,true,true,true,2,2,CONTRADA QUATTROCCHI; CONTRADA VONIO,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3535711,CORSO DELLA REPUBBLICA,2,,same_street_outlier,true,true,true,"16,2870078","38,9668786","16,2870078","38,9668786","16,2870078","38,9668786",true,true,true,true,2,2,CORSO DELLA REPUBBLICA; LARGO COSTANZO,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3572084,CORSO NUMISTRANO,37,B,same_street_outlier,true,true,true,"16,2588338","38,9582774","16,2588338","38,9582774","16,2588338","38,9582774",true,true,true,true,2,2,CORSO NUMISTRANO; LOCALITA' BIVIO BAGNI,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3572086,CORSO NUMISTRANO,41,,same_street_outlier,true,true,true,"16,2717747","38,9879341","16,2717747","38,9879341","16,2717747","38,9879341",true,true,true,true,2,2,CORSO NUMISTRANO; LOCALITA' CAFARELLO,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3572107,CORSO NUMISTRANO,71,,same_street_outlier,true,true,true,"16,248277","38,8710094","16,248277","38,8710094","16,248277","38,8710094",true,true,true,true,2,2,CORSO NUMISTRANO; LOCALITA' CERASIA,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3569822,CORSO NUMISTRANO,79,,same_street_outlier,true,true,true,"16,2852601","38,9673704","16,2852601","38,9673704","16,2852601","38,9673704",true,true,true,true,1,1,CORSO NUMISTRANO,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3528137,LARGHETTO BLASCHI,8,,same_street_outlier,true,true,true,"16,222913","38,900832","16,222913","38,900832","16,222913","38,900832",true,true,true,true,1,1,LARGHETTO BLASCHI,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3515382,LARGO CAPORALE,1,,same_street_outlier,true,true,true,"16,3199453","38,9763173","16,3199453","38,9763173","16,3199453","38,9763173",true,true,true,true,2,2,CONTRADA ZUPPELLO; LARGO CAPORALE,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3555603,LARGO DEL GESU',6,,same_street_outlier,true,true,true,"16,2527115","38,9138968","16,2527115","38,9138968","16,2527115","38,9138968",true,true,true,true,2,2,LARGO DEL GESU'; LOCALITA' PITIZZANNI,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3529111,LARGO SCARAMUZZINO,13,,same_street_outlier,true,true,true,"16,3449971","38,9654307","16,3449971","38,9654307","16,3449971","38,9654307",true,true,true,true,1,1,LARGO SCARAMUZZINO,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3517041,LOCALITA' CAFARELLO,6,A,same_street_outlier,true,true,true,"16,3183384","38,9746517","16,3183384","38,9746517","16,3183384","38,9746517",true,true,true,true,1,1,LOCALITA' CAFARELLO,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3591656,LOCALITA' PITIZZANNI,11,,same_street_outlier,true,true,true,"16,2527115","38,9138968","16,2527115","38,9138968","16,2527115","38,9138968",true,true,true,true,2,2,LARGO DEL GESU'; LOCALITA' PITIZZANNI,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3515468,LOCALITA' SAN MINA' INFERIORE,62,,same_street_outlier,true,true,true,"16,315388","38,972783","16,315388","38,972783","16,315388","38,972783",true,true,true,true,1,1,LOCALITA' SAN MINA' INFERIORE,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3524015,PIAZZA DELLA REPUBBLICA,14,,same_street_outlier,true,true,true,"16,318034","38,9762167","16,318034","38,9762167","16,318034","38,9762167",true,true,true,true,1,1,PIAZZA DELLA REPUBBLICA,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3522998,PIAZZA FELICE SACCHI,16,,same_street_outlier,true,true,true,"16,3241204","38,9806997","16,3241204","38,9806997","16,3241204","38,9806997",true,true,true,true,1,1,PIAZZA FELICE SACCHI,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3607368,PIAZZA GIUSEPPE GARIBALDI,7,,same_street_outlier,true,true,true,"16,299215","38,969088","16,299215","38,969088","16,299215","38,969088",true,true,true,true,1,1,PIAZZA GIUSEPPE GARIBALDI,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3555876,PIAZZA GIUSEPPE MAZZINI,29,,same_street_outlier,true,true,true,"16,3039033","38,9697381","16,3039033","38,9697381","16,3039033","38,9697381",true,true,true,true,1,1,PIAZZA GIUSEPPE MAZZINI,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3514993,PIAZZA JOHN FITZGERALD KENNEDY,10,,same_street_outlier,true,true,true,"16,3150367","38,9748202","16,3150367","38,9748202","16,3150367","38,9748202",true,true,true,true,1,1,PIAZZA JOHN FITZGERALD KENNEDY,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3514996,PIAZZA JOHN FITZGERALD KENNEDY,13,,same_street_outlier,true,true,true,"16,279446","38,9686673","16,279446","38,9686673","16,279446","38,9686673",true,true,true,true,1,1,PIAZZA JOHN FITZGERALD KENNEDY,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3519498,PIAZZA NICASTRO,25,,same_street_outlier,true,true,true,"16,3032302","38,9576049","16,3032302","38,9576049","16,3032302","38,9576049",true,true,true,true,1,1,PIAZZA NICASTRO,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3513946,PIAZZA SANTA MARIA MAGGIORE,92,,same_street_outlier,true,true,true,"16,2769045","38,965415","16,2769045","38,965415","16,2769045","38,965415",true,true,true,true,2,2,PIAZZA SANTA MARIA MAGGIORE; VIA ACHILLE GRANDE,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3512592,RIONE MANDONI,19,,same_street_outlier,true,true,true,"16,2843961","38,9673164","16,2843961","38,9673164","16,2843961","38,9673164",true,true,true,true,1,1,RIONE MANDONI,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
35649575,STRADA COMUNALE MULINO,3,,same_street_outlier,true,true,true,"16,2460054","38,9761757","16,2460054","38,9761757","16,2460054","38,9761757",true,true,true,true,1,1,STRADA COMUNALE MULINO,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3602867,TRAVERSA PRIMA DI VIA GIORGIO AMENDOLA,7,,same_street_outlier,true,true,true,"16,3112171","38,9586074","16,3112171","38,9586074","16,3112171","38,9586074",true,true,true,true,1,1,TRAVERSA PRIMA DI VIA GIORGIO AMENDOLA,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3598530,TRAVERSA QUATTORDICESIMA DI VIA DEI BIZANTINI,4,,same_street_outlier,true,true,true,"16,3434621","38,9720608","16,3434621","38,9720608","16,3434621","38,9720608",true,true,true,true,1,1,TRAVERSA QUATTORDICESIMA DI VIA DEI BIZANTINI,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3513981,TRAVERSA SECONDA DI VIA ENRICO TOTI,19,,same_street_outlier,true,true,true,"16,2931475","38,9687068","16,2931475","38,9687068","16,2931475","38,9687068",true,true,true,true,1,1,TRAVERSA SECONDA DI VIA ENRICO TOTI,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3529240,TRAVERSA SECONDA DI VIA GUGLIELMO MARCONI,130,,same_street_outlier,true,true,true,"16,3039363","38,9686954","16,3039363","38,9686954","16,3039363","38,9686954",true,true,true,true,1,1,TRAVERSA SECONDA DI VIA GUGLIELMO MARCONI,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3529248,TRAVERSA SECONDA DI VIA GUGLIELMO MARCONI,216,,same_street_outlier,true,true,true,"16,2866541","38,9663158","16,2866541","38,9663158","16,2866541","38,9663158",true,true,true,true,1,1,TRAVERSA SECONDA DI VIA GUGLIELMO MARCONI,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3528159,TRAVERSA SECONDA DI VIA MADONNA DELLA SPINA,13,,same_street_outlier,true,true,true,"16,3085967","38,9748576","16,3085967","38,9748576","16,3085967","38,9748576",true,true,true,true,1,1,TRAVERSA SECONDA DI VIA MADONNA DELLA SPINA,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
3534168,TRAVERSA SETTIMA DI VIA DEI BIZANTINI,8,,same_street_outlier,true,true,true,"16,306606","38,9556346","16,306606","38,9556346","16,306606","38,9556346",true,true,true,true,1,1,TRAVERSA SETTIMA DI VIA DEI BIZANTINI,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review
