review_rank,review_batch_id,review_priority_band,candidate_review_status,access_id,street,civico,esponente,coordinate_quality_flag,coordinate_suspect_reason,source_lon,source_lat,candidate_lon,candidate_lat,candidate_method,candidate_confidence,candidate_status,distance_from_source_m,anchor_count,numeric_anchor_count,nearest_anchor_distance_m,lower_anchor_access_id,lower_anchor_civic,upper_anchor_access_id,upper_anchor_civic,nearest_anchor_access_id,nearest_anchor_civic,external_geocoder_candidate_count,candidate_explanation,suggested_workbench_filter,recommended_review_action,notes
84,,later_review,ready_for_later_manual_review,3526835,VIA FIUME,4,,same_street_outlier,nearest same-street civic is 944.6 m away; progressive civic-number neighbour is 944.6 m away,16.32876,38.9771616,16.3192364,38.9727751,same_street_civic_number_interpolation,medium,candidate_requires_human_review,956.9,52,52,943.4,3526830,3,3528971,5,3526830,3,0,Interpolated civic 4 between same-street anchors 3 and 5.,access_id:3526835,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
85,,later_review,ready_for_later_manual_review,3526822,VIA FIUME,61,,same_street_outlier,6394.8 m from same-street cluster centroid; nearest same-street civic is 3071.9 m away; progressive civic-number neighbour is 5476.2 m away,16.2526862,38.921116,16.2830415,38.9644769,same_street_civic_number_interpolation,medium,candidate_requires_human_review,5489.9,52,52,5481.3,3528976,59,3528978,63,3528976,59,0,Interpolated civic 61 between same-street anchors 59 and 63.,access_id:3526822,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
86,,later_review,ready_for_later_manual_review,3529343,VIA ANTONELLO DA MESSINA,31,,same_street_outlier,progressive civic-number neighbour is 1704.6 m away,16.2817115,38.9499255,16.2820356,38.965283,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1707.9,50,50,377.4,3529333,30,3529344,32,3529335,46,0,Interpolated civic 31 between same-street anchors 30 and 32.,access_id:3529343,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
87,,later_review,ready_for_later_manual_review,3526415,VIA ANTONIO GRAMSCI,5,,same_street_outlier,progressive civic-number neighbour is 2982.6 m away,16.3132657,38.9769406,16.2835381,38.962973,same_street_civic_number_interpolation,medium,candidate_requires_human_review,3002.8,50,50,407.3,3526409,4,3524267,6,3526422,64,0,Interpolated civic 5 between same-street anchors 4 and 6.,access_id:3526415,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
88,,later_review,ready_for_later_manual_review,3516003,VIA DEGLI SVEVI,49,,same_street_outlier,point is near validated ANNCSU civics labelled VIA CAPITANO MANFREDI (8 of nearby context within 120 m); progressive civic-number neighbour is 5641.2 m away,16.3078415,38.9471546,16.2556145,38.9167781,same_street_civic_number_interpolation,medium,candidate_requires_human_review,5640.6,49,49,259.9,3516035,48,3516005,51,3516006,53,0,Interpolated civic 49 between same-street anchors 48 and 51.,access_id:3516003,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
89,,later_review,ready_for_later_manual_review,3600611,VIA MICHELANGELO BUONARROTI,39,,same_street_outlier,3171.1 m from same-street cluster centroid; nearest same-street civic is 2751.9 m away; progressive civic-number neighbour is 2770.9 m away,16.3208597,38.9617471,16.2890591,38.9644373,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2765.7,47,47,2746.0,3600606,38,3598494,40,3600615,46,0,Interpolated civic 39 between same-street anchors 38 and 40.,access_id:3600611,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
90,,later_review,ready_for_later_manual_review,3524788,VIA ANTONIO DE MEDICI,2,,same_street_outlier,nearest same-street civic is 525.1 m away; progressive civic-number neighbour is 2980.1 m away,16.3014126,38.970104,16.2680183,38.9635386,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2978.0,45,45,524.3,3524763,1,3524816,3,3524777,15,0,Interpolated civic 2 between same-street anchors 1 and 3.,access_id:3524788,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
91,,later_review,ready_for_later_manual_review,3515958,VIA DEGLI ULIVETI,2,,same_street_outlier,3693.4 m from same-street cluster centroid; nearest same-street civic is 943.9 m away; progressive civic-number neighbour is 1147.2 m away,16.3011624,38.9410098,16.3037228,38.9512345,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1158.3,43,43,945.6,3515933,1,3515943,3,3515956,9,0,Interpolated civic 2 between same-street anchors 1 and 3.,access_id:3515958,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
92,,later_review,ready_for_later_manual_review,3529240,TRAVERSA SECONDA DI VIA GUGLIELMO MARCONI,130,,same_street_outlier,nearest same-street civic is 527.5 m away; progressive civic-number neighbour is 582.3 m away,16.3039363,38.9686954,16.3025991,38.9675862,same_street_civic_number_interpolation,medium,candidate_requires_human_review,169.0,40,40,526.4,3529238,128,3529241,132,3529237,120,0,Interpolated civic 130 between same-street anchors 128 and 132.,access_id:3529240,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
93,,later_review,ready_for_later_manual_review,3522529,VIA GUIDO DORSO,28,,same_street_outlier,progressive civic-number neighbour is 4610.2 m away,16.2846608,38.9654351,16.3366155,38.9563309,same_street_civic_number_interpolation,medium,candidate_requires_human_review,4604.8,40,40,318.6,3522528,27,3522530,29,3522559,74,0,Interpolated civic 28 between same-street anchors 27 and 29.,access_id:3522529,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
94,,later_review,ready_for_later_manual_review,3537968,VIA LUIGI EINAUDI,27,,same_street_outlier,progressive civic-number neighbour is 996.4 m away,16.2827967,38.9708735,16.2854275,38.9621342,same_street_civic_number_interpolation,medium,candidate_requires_human_review,998.0,39,39,438.5,3537947,26,3537969,28,3537942,18,0,Interpolated civic 27 between same-street anchors 26 and 28.,access_id:3537968,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
95,,later_review,ready_for_later_manual_review,3537974,VIA LUIGI EINAUDI,39,,same_street_outlier,10234.8 m from same-street cluster centroid; nearest same-street civic is 10152.4 m away; progressive civic-number neighbour is 10277.8 m away,16.2790275,38.8682779,16.3091688,38.9591553,same_street_civic_number_interpolation,medium,candidate_requires_human_review,10436.2,39,39,10164.7,3537953,38,3537960,40,3537949,30,0,Interpolated civic 39 between same-street anchors 38 and 40.,access_id:3537974,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
96,,later_review,ready_for_later_manual_review,3526021,CONTRADA ANNUNZIATA,77,,same_street_outlier,6911.6 m from same-street cluster centroid; nearest same-street civic is 624.1 m away; progressive civic-number neighbour is 624.1 m away,16.2531719,38.9245916,16.2645746,38.9454082,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2516.1,37,37,623.2,3526010,75,3526023,81,3526010,75,0,Interpolated civic 77 between same-street anchors 75 and 81.,access_id:3526021,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
97,,later_review,ready_for_later_manual_review,3526022,CONTRADA ANNUNZIATA,79,,same_street_outlier,nearest same-street civic is 1400.9 m away; progressive civic-number neighbour is 2131.0 m away,16.3165232,38.9680609,16.2826334,38.9640819,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2963.2,37,37,1398.5,3526010,75,3526023,81,3526007,63,0,Interpolated civic 79 between same-street anchors 75 and 81.,access_id:3526022,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
98,,later_review,ready_for_later_manual_review,3525993,CONTRADA ANNUNZIATA,23,,same_street_outlier,nearest same-street civic is 2407.0 m away; progressive civic-number neighbour is 3322.9 m away,16.2728997,38.9692101,16.305365,38.9856845,same_street_civic_number_interpolation,medium,candidate_requires_human_review,3351.3,37,37,2402.4,3526016,19,3526017,28,3526008,67,0,Interpolated civic 23 between same-street anchors 19 and 28.,access_id:3525993,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
99,,later_review,ready_for_later_manual_review,3537722,VIA DELLE IMPRESE,7,,same_street_outlier,point is near validated ANNCSU civics labelled VIA DEGLI SVEVI (8 of nearby context within 120 m); progressive civic-number neighbour is 4385.8 m away,16.3249721,38.9449596,16.2664963,38.9454556,same_street_civic_number_interpolation,medium,candidate_requires_human_review,5057.4,34,34,263.7,3537721,6,3537723,8,3511064,26,0,Interpolated civic 7 between same-street anchors 6 and 8.,access_id:3537722,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
100,,later_review,ready_for_later_manual_review,3518313,VIA PIETRO BADOGLIO,16,,same_street_outlier,nearest same-street civic is 5309.8 m away; progressive civic-number neighbour is 5396.6 m away,16.2533054,38.9207898,16.304059,38.9605376,same_street_civic_number_interpolation,medium,candidate_requires_human_review,6229.1,34,34,5313.9,3518296,15,3518297,17,3518311,47,0,Interpolated civic 16 between same-street anchors 15 and 17.,access_id:3518313,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
101,,later_review,ready_for_later_manual_review,3565194,VIA GIOVANNI VENTITREESIMO,27,,same_street_outlier,progressive civic-number neighbour is 5444.9 m away,16.2785575,38.9653964,16.2513639,38.9210816,same_street_civic_number_interpolation,medium,candidate_requires_human_review,5460.0,33,33,3739.7,3565173,26,3565195,28,3565169,18,0,Interpolated civic 27 between same-street anchors 26 and 28.,access_id:3565194,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
102,,later_review,ready_for_later_manual_review,3565179,VIA GIOVANNI VENTITREESIMO,6,,same_street_outlier,nearest same-street civic is 597.4 m away; progressive civic-number neighbour is 7919.8 m away,16.3228048,38.9657154,16.251616,38.9209144,same_street_civic_number_interpolation,medium,candidate_requires_human_review,7919.7,33,33,598.4,3565201,5,3565202,8,3565169,18,0,Interpolated civic 6 between same-street anchors 5 and 8.,access_id:3565179,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
103,,later_review,ready_for_later_manual_review,3535976,VIA FRANCESCO IERACE,44,,same_street_outlier,nearest same-street civic is 961.1 m away; progressive civic-number neighbour is 961.1 m away,16.3212847,38.9692206,16.3218751,38.9785005,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1033.1,31,31,962.9,3536016,42,3535973,50,3535973,50,0,Interpolated civic 44 between same-street anchors 42 and 50.,access_id:3535976,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
104,,later_review,ready_for_later_manual_review,3535974,VIA FRANCESCO IERACE,6,,same_street_outlier,nearest same-street civic is 914.8 m away; progressive civic-number neighbour is 925.0 m away,16.2821379,38.9536013,16.2810456,38.9630523,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1055.1,31,31,916.3,3536012,4,3535975,8,3535969,3,0,Interpolated civic 6 between same-street anchors 4 and 8.,access_id:3535974,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
105,,later_review,ready_for_later_manual_review,3598561,VIA FRANCESCO MATARAZZO,44,,same_street_outlier,nearest same-street civic is 776.2 m away; progressive civic-number neighbour is 3109.1 m away,16.3212443,38.9689911,16.351816,38.9836784,same_street_civic_number_interpolation,medium,candidate_requires_human_review,3106.6,31,31,776.8,3598560,42,3598562,46,3598542,11,0,Interpolated civic 44 between same-street anchors 42 and 46.,access_id:3598561,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
106,,later_review,ready_for_later_manual_review,3533643,VIA DEI GELSOMINI,16,,same_street_outlier,nearest same-street civic is 835.2 m away; progressive civic-number neighbour is 1853.3 m away,16.3090328,38.9608493,16.2950636,38.9602353,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1209.7,28,28,834.4,3533669,5,3533644,18,3533657,54,0,Interpolated civic 16 between same-street anchors 5 and 18.,access_id:3533643,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
107,,later_review,ready_for_later_manual_review,3533662,VIA DEI GELSOMINI,14,,same_street_outlier,nearest same-street civic is 512.0 m away; progressive civic-number neighbour is 519.1 m away,16.3345162,38.941689,16.3023419,38.9577097,same_street_civic_number_interpolation,medium,candidate_requires_human_review,3303.7,28,28,513.0,3533669,5,3533644,18,3533648,3,0,Interpolated civic 14 between same-street anchors 5 and 18.,access_id:3533662,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
108,,later_review,ready_for_later_manual_review,3596334,VIA FRANCESCO LENORMANT,16,,same_street_outlier,3055.0 m from same-street cluster centroid; nearest same-street civic is 1310.3 m away; progressive civic-number neighbour is 1336.1 m away,16.2838962,38.9570034,16.3044058,38.967888,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2146.9,27,27,1312.7,3596333,14,3596335,18,3596346,36,0,Interpolated civic 16 between same-street anchors 14 and 18.,access_id:3596334,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
109,,later_review,ready_for_later_manual_review,3520173,CONTRADA CASTURI,3,,same_street_outlier,12160.7 m from same-street cluster centroid; nearest same-street civic is 11911.8 m away; progressive civic-number neighbour is 12647.3 m away,16.2493873,38.8752814,16.3104878,38.9797181,same_street_civic_number_interpolation,medium,candidate_requires_human_review,12759.0,27,27,11932.7,3520160,1,3520177,5,3520164,111,0,Interpolated civic 3 between same-street anchors 1 and 5.,access_id:3520173,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
110,,later_review,ready_for_later_manual_review,3514710,VIA ROBERT BADEN POWELL,11,,same_street_outlier,1710.8 m from same-street cluster centroid; nearest same-street civic is 668.8 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 2280.7 m away,16.3204501,38.9736311,16.2985093,38.9617664,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2310.6,26,26,669.6,3514730,9,3514711,13,3514726,49,0,Interpolated civic 11 between same-street anchors 9 and 13.,access_id:3514710,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
111,,later_review,ready_for_later_manual_review,3534827,VIA DEGLI EUCALIPTI,45,,same_street_outlier,progressive civic-number neighbour is 2738.3 m away,16.3269658,38.9737706,16.3257129,38.9487444,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2784.9,26,26,307.4,3534796,43,3534797,47,3534808,35,0,Interpolated civic 45 between same-street anchors 43 and 47.,access_id:3534827,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
112,,later_review,ready_for_later_manual_review,3579209,CONTRADA CANTARELLE,83,,same_street_outlier,progressive civic-number neighbour is 3543.3 m away,16.2592875,38.9719052,16.2529611,39.0040249,same_street_civic_number_interpolation,medium,candidate_requires_human_review,3613.2,26,26,413.4,3579197,80,3551175,86,3579203,178,0,Interpolated civic 83 between same-street anchors 80 and 86.,access_id:3579209,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
113,,later_review,ready_for_later_manual_review,3515923,VIA FRANCESCO COSTABILE,4,,same_street_outlier,4873.0 m from same-street cluster centroid; nearest same-street civic is 4823.9 m away; progressive civic-number neighbour is 4868.5 m away,16.235703,38.9376293,16.2839083,38.9643578,same_street_civic_number_interpolation,medium,candidate_requires_human_review,5119.6,25,25,4821.3,3513830,3,3515925,5,3513825,17,0,Interpolated civic 4 between same-street anchors 3 and 5.,access_id:3515923,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
114,,later_review,ready_for_later_manual_review,3528227,CONTRADA GACCIA,9,,same_street_outlier,2173.5 m from same-street cluster centroid; nearest same-street civic is 2160.4 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 2204.6 m away,16.306086,38.9725144,16.3314625,38.9702748,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2207.9,24,24,2155.7,3528226,8,3526070,10,3526071,11,0,Interpolated civic 9 between same-street anchors 8 and 10.,access_id:3528227,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
115,,later_review,ready_for_later_manual_review,3520020,VIA INNOCENZO NONO,42,,same_street_outlier,progressive civic-number neighbour is 1729.4 m away,16.306573,38.9698403,16.3038799,38.9604921,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1065.2,23,23,272.6,3520019,40,3520014,43,3520011,37,0,Interpolated civic 42 between same-street anchors 40 and 43.,access_id:3520020,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
116,,later_review,ready_for_later_manual_review,3520013,VIA INNOCENZO NONO,41,,same_street_outlier,nearest same-street civic is 2169.6 m away; progressive civic-number neighbour is 2286.3 m away,16.2810559,38.9645937,16.3050896,38.9664252,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2087.8,23,23,2167.3,3520019,40,3520014,43,3520031,51,0,Interpolated civic 41 between same-street anchors 40 and 43.,access_id:3520013,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
117,,later_review,ready_for_later_manual_review,3529681,VIA DEGLI ETRUSCHI,7,,same_street_outlier,progressive civic-number neighbour is 2133.2 m away,16.3330573,38.926976,16.3324534,38.9461918,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2137.3,23,23,267.7,3529680,6,3529682,8,3529674,19,0,Interpolated civic 7 between same-street anchors 6 and 8.,access_id:3529681,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
118,,later_review,ready_for_later_manual_review,3517379,VIA SACERDOTE ANDREA VESCIO,27,,same_street_outlier,progressive civic-number neighbour is 541.7 m away,16.2849081,38.9689672,16.2906759,38.9668244,same_street_civic_number_interpolation,medium,candidate_requires_human_review,552.7,22,22,385.6,3517394,25,3517395,29,3517396,3,0,Interpolated civic 27 between same-street anchors 25 and 29.,access_id:3517379,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
119,,later_review,ready_for_later_manual_review,3517380,VIA SACERDOTE ANDREA VESCIO,33,,same_street_outlier,rare census-cell placement for same-street civics; progressive civic-number neighbour is 2815.8 m away,16.3204417,38.9777501,16.2910594,38.9667751,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2818.0,22,22,2725.6,3517397,31,3517381,35,3517387,1,0,Interpolated civic 33 between same-street anchors 31 and 35.,access_id:3517380,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
120,,later_review,ready_for_later_manual_review,3517383,VIA SACERDOTE ANDREA VESCIO,41,,same_street_outlier,rare census-cell placement for same-street civics; progressive civic-number neighbour is 2988.3 m away,16.3228278,38.9791468,16.2919392,38.9665738,same_street_civic_number_interpolation,medium,candidate_requires_human_review,3014.1,22,22,2980.9,3517399,39,35069716,43,3517387,1,0,Interpolated civic 41 between same-street anchors 39 and 43.,access_id:3517383,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
121,,later_review,ready_for_later_manual_review,3521942,VIA ROMA,4,,same_street_outlier,3115.5 m from same-street cluster centroid; nearest same-street civic is 3234.3 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 3278.0 m away,16.3212663,38.9741346,16.2846865,38.966518,same_street_civic_number_interpolation,medium,candidate_requires_human_review,3273.8,22,22,3227.9,3521941,3,3521943,5,3521923,16,0,Interpolated civic 4 between same-street anchors 3 and 5.,access_id:3521942,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
122,,later_review,ready_for_later_manual_review,3515468,LOCALITA' SAN MINA' INFERIORE,62,,same_street_outlier,5955.7 m from same-street cluster centroid; nearest same-street civic is 549.1 m away; progressive civic-number neighbour is 7817.8 m away,16.315388,38.972783,16.2252035,38.970194,same_street_civic_number_interpolation,medium,candidate_requires_human_review,7801.7,22,22,548.7,3515467,58,3515480,64,3515470,1,0,Interpolated civic 62 between same-street anchors 58 and 64.,access_id:3515468,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
123,,later_review,ready_for_later_manual_review,3587382,VIA GENERALE ALFONSO LA MARMORA,9,,same_street_outlier,nearest same-street civic is 944.8 m away; progressive civic-number neighbour is 974.4 m away,16.2768777,38.9640219,16.2866907,38.9683201,same_street_civic_number_interpolation,medium,candidate_requires_human_review,973.8,21,21,943.6,3587381,8,3587364,10,3587379,5,0,Interpolated civic 9 between same-street anchors 8 and 10.,access_id:3587382,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
124,,later_review,ready_for_later_manual_review,3521540,CONTRADA QUATTROCCHI,23,,same_street_outlier,progressive civic-number neighbour is 1200.6 m away,16.35599,38.9622496,16.3421513,38.9634946,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1204.5,21,21,1198.0,3521545,22,3521546,28,3521545,22,0,Interpolated civic 23 between same-street anchors 22 and 28.,access_id:3521540,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
125,,later_review,ready_for_later_manual_review,3521543,CONTRADA QUATTROCCHI,25,A,same_street_outlier,progressive civic-number neighbour is 11408.8 m away,16.355259,38.959743,16.3420206,38.9636328,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1223.6,21,21,1199.7,3521545,22,3521546,28,3521545,22,0,Interpolated civic 25 between same-street anchors 22 and 28.,access_id:3521543,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
126,,later_review,ready_for_later_manual_review,3534837,VIA CONCIAPELLE,8,,same_street_outlier,nearest same-street civic is 2897.2 m away; progressive civic-number neighbour is 2908.9 m away,16.3235452,38.9791649,16.3088702,38.9542443,same_street_civic_number_interpolation,medium,candidate_requires_human_review,3047.7,21,21,2900.5,3534832,4,3536880,9,3534859,37,0,Interpolated civic 8 between same-street anchors 4 and 9.,access_id:3534837,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
127,,later_review,ready_for_later_manual_review,3515159,VIA SALVATORE FIMIANI,8,,same_street_outlier,nearest same-street civic is 1003.2 m away; progressive civic-number neighbour is 2524.9 m away,16.3198268,38.9741228,16.3382669,38.9501845,same_street_civic_number_interpolation,medium,candidate_requires_human_review,3102.8,21,21,1004.5,3515158,7,3515160,9,3515163,18,0,Interpolated civic 8 between same-street anchors 7 and 9.,access_id:3515159,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
128,,later_review,ready_for_later_manual_review,3521560,CONTRADA QUATTROCCHI,4,,same_street_outlier,nearest same-street civic is 5924.2 m away; progressive civic-number neighbour is 6052.4 m away,16.3040511,38.9190834,16.2896949,38.9699807,same_street_civic_number_interpolation,medium,candidate_requires_human_review,5794.1,21,21,5928.6,3521559,3,3521561,5,3521552,16,0,Interpolated civic 4 between same-street anchors 3 and 5.,access_id:3521560,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
129,,later_review,ready_for_later_manual_review,3521541,CONTRADA QUATTROCCHI,25,,same_street_outlier,nearest same-street civic is 658.8 m away; progressive civic-number neighbour is 11408.8 m away,16.2238999,38.9667477,16.3420206,38.9636328,same_street_civic_number_interpolation,medium,candidate_requires_human_review,10218.3,21,21,1497.8,3521545,22,3521546,28,3521565,8,0,Interpolated civic 25 between same-street anchors 22 and 28.,access_id:3521541,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
130,,later_review,ready_for_later_manual_review,3521544,CONTRADA QUATTROCCHI,25,B,same_street_outlier,nearest same-street civic is 658.8 m away; progressive civic-number neighbour is 10422.0 m away,16.2216,38.96109,16.3420206,38.9636328,same_street_civic_number_interpolation,medium,candidate_requires_human_review,10415.5,21,21,2060.9,3521545,22,3521546,28,3521565,8,0,Interpolated civic 25 between same-street anchors 22 and 28.,access_id:3521544,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
131,,later_review,ready_for_later_manual_review,3591647,VIA DEI SALICI,11,,same_street_outlier,1815.7 m from same-street cluster centroid; nearest same-street civic is 1877.4 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 1921.7 m away,16.3128502,38.9524248,16.3170708,38.9695294,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1936.6,20,20,1880.5,3591632,10,3591648,13,3591638,27,0,Interpolated civic 11 between same-street anchors 10 and 13.,access_id:3591647,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
132,,later_review,ready_for_later_manual_review,3539286,CONTRADA GUERRIERI SERRA,87,,same_street_outlier,progressive civic-number neighbour is 6100.7 m away,16.245585,39.0134166,16.3041956,38.9829187,same_street_civic_number_interpolation,medium,candidate_requires_human_review,6095.4,20,20,6094.9,3539285,85,3539288,97,3539285,85,0,Interpolated civic 87 between same-street anchors 85 and 97.,access_id:3539286,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
133,,later_review,ready_for_later_manual_review,3516162,VIA SACERDOTE ANTONIO GRASSO,9,,same_street_outlier,3224.6 m from same-street cluster centroid; nearest same-street civic is 3361.8 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 3419.9 m away,16.3226,38.9802922,16.2863552,38.967989,same_street_civic_number_interpolation,medium,candidate_requires_human_review,3418.9,19,19,3356.7,3516161,7,3516147,11,3516146,35,0,Interpolated civic 9 between same-street anchors 7 and 11.,access_id:3516162,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
134,,later_review,ready_for_later_manual_review,3522998,PIAZZA FELICE SACCHI,16,,same_street_outlier,nearest same-street civic is 620.5 m away; progressive civic-number neighbour is 621.4 m away,16.3241204,38.9806997,16.3208846,38.9756902,same_street_civic_number_interpolation,medium,candidate_requires_human_review,623.3,18,18,621.1,3523005,15,3523006,17,3523007,18,0,Interpolated civic 16 between same-street anchors 15 and 17.,access_id:3522998,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
