review_rank,review_batch_id,review_priority_band,candidate_review_status,access_id,street,civico,esponente,coordinate_quality_flag,coordinate_suspect_reason,source_lon,source_lat,candidate_lon,candidate_lat,candidate_method,candidate_confidence,candidate_status,distance_from_source_m,anchor_count,numeric_anchor_count,nearest_anchor_distance_m,lower_anchor_access_id,lower_anchor_civic,upper_anchor_access_id,upper_anchor_civic,nearest_anchor_access_id,nearest_anchor_civic,external_geocoder_candidate_count,candidate_explanation,suggested_workbench_filter,recommended_review_action,notes
135,,later_review,ready_for_later_manual_review,3535271,VIA GERARDO ROHLFS,6,,same_street_outlier,nearest same-street civic is 888.9 m away; progressive civic-number neighbour is 1209.1 m away,16.2927152,38.9478127,16.2949773,38.9586773,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1223.8,18,18,889.6,3535270,5,3533233,11,3535258,3,0,Interpolated civic 6 between same-street anchors 5 and 11.,access_id:3535271,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
136,,later_review,ready_for_later_manual_review,3593852,VIA CADORE,16,,same_street_outlier,nearest same-street civic is 1293.7 m away; progressive civic-number neighbour is 2112.9 m away,16.283252,38.9671463,16.3072157,38.972841,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2166.3,17,17,1295.9,3593860,12,3593861,19,3593883,44,0,Interpolated civic 16 between same-street anchors 12 and 19.,access_id:3593852,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
137,,later_review,ready_for_later_manual_review,3515435,VIA CIMABUE,16,,same_street_outlier,nearest same-street civic is 606.9 m away; progressive civic-number neighbour is 606.9 m away,16.3134365,38.9512437,16.2865733,38.9545904,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2352.5,17,17,1367.2,3515451,14,3515444,17,3515434,13,0,Interpolated civic 16 between same-street anchors 14 and 17.,access_id:3515435,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
138,,later_review,ready_for_later_manual_review,3515455,VIA CIMABUE,15,,same_street_outlier,nearest same-street civic is 606.9 m away; progressive civic-number neighbour is 606.9 m away,16.3134726,38.956712,16.2863787,38.9545179,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2355.4,17,17,1109.9,3515451,14,3515444,17,3515434,13,0,Interpolated civic 15 between same-street anchors 14 and 17.,access_id:3515455,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
139,,later_review,ready_for_later_manual_review,3528111,VIA DEL SOCCORSO,10,,same_street_outlier,3510.5 m from same-street cluster centroid; nearest same-street civic is 3702.9 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 3720.6 m away,16.3268504,38.9740004,16.2855776,38.9647398,same_street_civic_number_interpolation,medium,candidate_requires_human_review,3713.7,17,17,3695.9,3528126,9,3528112,12,3528118,2,0,Interpolated civic 10 between same-street anchors 9 and 12.,access_id:3528111,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
140,,later_review,ready_for_later_manual_review,3537383,VIA EMILIO SEGRE,3,,same_street_outlier,nearest same-street civic is 921.9 m away; progressive civic-number neighbour is 934.5 m away,16.2877869,38.9627912,16.2952911,38.9688256,same_street_civic_number_interpolation,medium,candidate_requires_human_review,933.4,16,16,921.4,3537380,2,3537385,4,3537386,6,0,Interpolated civic 3 between same-street anchors 2 and 4.,access_id:3537383,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
141,,later_review,ready_for_later_manual_review,3512577,CONTRADA VONIO,67,,same_street_outlier,nearest same-street civic is 688.1 m away; progressive civic-number neighbour is 739.4 m away,16.2497599,38.977077,16.2413111,38.9759037,same_street_civic_number_interpolation,medium,candidate_requires_human_review,741.9,15,15,686.7,3512575,54,3512578,73,3512572,37,0,Interpolated civic 67 between same-street anchors 54 and 73.,access_id:3512577,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
142,,later_review,ready_for_later_manual_review,3514996,PIAZZA JOHN FITZGERALD KENNEDY,13,,same_street_outlier,nearest same-street civic is 645.8 m away; progressive civic-number neighbour is 793.5 m away,16.279446,38.9686673,16.2749909,38.9623593,same_street_civic_number_interpolation,medium,candidate_requires_human_review,800.2,15,15,646.4,3514995,12,3514997,14,3514992,1,0,Interpolated civic 13 between same-street anchors 12 and 14.,access_id:3514996,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
143,,later_review,ready_for_later_manual_review,3523868,VIA CATERINA MOLINARO,22,,same_street_outlier,progressive civic-number neighbour is 1360.3 m away,16.3078331,38.9553459,16.2983192,38.945509,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1368.7,15,15,489.2,3523877,20,3523869,24,3523872,4,0,Interpolated civic 22 between same-street anchors 20 and 24.,access_id:3523868,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
144,,later_review,ready_for_later_manual_review,3558206,VIA VENETO,4,,same_street_outlier,2407.1 m from same-street cluster centroid; nearest same-street civic is 2558.4 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 2561.0 m away,16.2792052,38.965661,16.3063513,38.9748225,same_street_civic_number_interpolation,medium,candidate_requires_human_review,2558.4,15,15,2554.4,3558205,3,3558207,5,3558199,1,0,Interpolated civic 4 between same-street anchors 3 and 5.,access_id:3558206,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
145,,later_review,ready_for_later_manual_review,3513760,VIA CERASOLO,11,,same_street_outlier,nearest same-street civic is 931.0 m away; progressive civic-number neighbour is 3073.7 m away,16.3121458,38.9387584,16.2887762,38.959685,same_street_civic_number_interpolation,medium,candidate_requires_human_review,3082.0,15,15,932.4,3513751,10,3513752,12,3513755,22,0,Interpolated civic 11 between same-street anchors 10 and 12.,access_id:3513760,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
146,,later_review,ready_for_later_manual_review,3514993,PIAZZA JOHN FITZGERALD KENNEDY,10,,same_street_outlier,3425.7 m from same-street cluster centroid; nearest same-street civic is 3158.3 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 3630.2 m away,16.3150367,38.9748202,16.2756554,38.9634902,same_street_civic_number_interpolation,medium,candidate_requires_human_review,3630.2,15,15,3615.8,3515008,9,3514994,11,3514992,1,0,Interpolated civic 10 between same-street anchors 9 and 11.,access_id:3514993,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
147,,later_review,ready_for_later_manual_review,3513217,VIA NUNZIO,35,,same_street_outlier,nearest same-street civic is 651.8 m away; progressive civic-number neighbour is 726.8 m away,16.3020761,38.9681944,16.3070913,38.9734808,same_street_civic_number_interpolation,medium,candidate_requires_human_review,730.4,13,13,652.3,3513223,32,3513224,37,3513220,53,0,Interpolated civic 35 between same-street anchors 32 and 37.,access_id:3513217,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
148,,later_review,ready_for_later_manual_review,3528479,VIA ABRUZZI,32,,same_street_outlier,nearest same-street civic is 1361.4 m away; progressive civic-number neighbour is 1429.9 m away,16.2819514,38.9699859,16.3017408,38.9684431,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1719.4,13,13,1358.9,3528492,28,3512726,36,3528485,10,1,Interpolated civic 32 between same-street anchors 28 and 36.,access_id:3528479,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
149,,later_review,ready_for_later_manual_review,3515376,VIA PALMIERI,21,,same_street_outlier,nearest same-street civic is 2231.6 m away; progressive civic-number neighbour is 3058.3 m away,16.2837828,38.9651512,16.316264,38.9759614,same_street_civic_number_interpolation,medium,candidate_requires_human_review,3054.5,13,13,2228.7,3515369,17,3515377,23,3515375,2,0,Interpolated civic 21 between same-street anchors 17 and 23.,access_id:3515376,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
150,,later_review,ready_for_later_manual_review,3572131,VIA OSLAVIA,27,,same_street_outlier,5143.3 m from same-street cluster centroid; nearest same-street civic is 4386.1 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 4391.5 m away,16.2398961,38.9888757,16.2894179,38.9686963,same_street_civic_number_interpolation,medium,candidate_requires_human_review,4833.1,13,13,4382.3,3572130,25,3572117,28,3572136,29,0,Interpolated civic 27 between same-street anchors 25 and 28.,access_id:3572131,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
151,,later_review,ready_for_later_manual_review,3538129,CONTRADA SORBELLO,10,,same_street_outlier,7505.8 m from same-street cluster centroid; nearest same-street civic is 8063.1 m away; progressive civic-number neighbour is 8095.7 m away,16.2264519,38.967947,16.3198988,38.9676607,same_street_civic_number_interpolation,medium,candidate_requires_human_review,8078.9,13,13,8045.5,3538142,7,3538131,12,3538135,3,0,Interpolated civic 10 between same-street anchors 7 and 12.,access_id:3538129,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
152,,later_review,ready_for_later_manual_review,3528477,VIA ABRUZZI,2,,same_street_outlier,7064.7 m from same-street cluster centroid; nearest same-street civic is 6732.9 m away; point is near validated ANNCSU civics labelled VIA ALIDA NUCIFERO (10 of nearby context within 120 m); progressive civic-number neighbour is 8770.6 m away,16.2226055,38.9280502,16.3065067,38.972247,same_street_civic_number_interpolation,medium,candidate_requires_human_review,8763.1,13,13,6744.0,3528484,1,3528497,4,3528481,7,1,Interpolated civic 2 between same-street anchors 1 and 4.,access_id:3528477,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
153,,later_review,ready_for_later_manual_review,3560626,VIA VINCENZO TUCCI,13,,same_street_outlier,nearest same-street civic is 976.4 m away; progressive civic-number neighbour is 977.4 m away,16.284819,38.9640981,16.2909881,38.9549941,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1144.2,12,12,977.3,3560629,12,3560622,14,3560631,3,0,Interpolated civic 13 between same-street anchors 12 and 14.,access_id:3560626,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
154,,later_review,ready_for_later_manual_review,3533370,VIA CARLO GOLDONI,14,,same_street_outlier,nearest same-street civic is 631.1 m away; progressive civic-number neighbour is 1831.9 m away,16.30949,38.963869,16.2882657,38.9632097,same_street_civic_number_interpolation,medium,candidate_requires_human_review,1836.5,12,12,632.3,3533366,13,3533371,16,3533373,4,0,Interpolated civic 14 between same-street anchors 13 and 16.,access_id:3533370,Keep queued for later manual review after batch 1.,Batching does not apply coordinates. Export JSON decisions and run the coordinate-decision audit before recovery-layer use.
