provider_batch_id,batch_rank,access_id,address_query,street,house_number,house_number_suffix,city,province,region,country,source_lon,source_lat,coordinate_quality_flag,coordinate_suspect_reason,source_diagnosis,recovery_action,existing_geocoder_status,existing_geocoder_provider_confidence,local_anchor_status,local_anchor_confidence,local_anchor_lon,local_anchor_lat,local_anchor_distance_from_source_m,requested_provider_instruction,result_lon,result_lat,result_accuracy_m,result_confidence,result_match_type,result_provider,result_raw_id,result_notes
anncsu_dedicated_geocoder_batch_2_2025,1,3517037,"LOCALITA' CAFARELLO 480, Lamezia Terme, Catanzaro, Calabria, Italia",LOCALITA' CAFARELLO,480,,Lamezia Terme,Catanzaro,Calabria,Italia,16.2717747,38.9879341,isolated_point,nearest same-street civic is 589.2 m away,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,,,candidate_requires_human_review,low,16.273099,38.9932485,601.9,P2_dedicated_provider_useful,,,,,,,,
anncsu_dedicated_geocoder_batch_2_2025,2,3517041,"LOCALITA' CAFARELLO 6/A, Lamezia Terme, Catanzaro, Calabria, Italia",LOCALITA' CAFARELLO,6,A,Lamezia Terme,Catanzaro,Calabria,Italia,16.3183384,38.9746517,same_street_outlier,3508.3 m from same-street cluster centroid; nearest same-street civic is 4294.7 m away,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,,,candidate_requires_human_review,medium,16.2731411,38.9931342,4414.2,P2_dedicated_provider_useful,,,,,,,,
anncsu_dedicated_geocoder_batch_2_2025,3,3517115,"CONTRADA CARRA' VOLPE 70, Lamezia Terme, Catanzaro, Calabria, Italia",CONTRADA CARRA' VOLPE,70,,Lamezia Terme,Catanzaro,Calabria,Italia,16.2915104,38.9390382,same_street_outlier,nearest same-street civic is 3292.7 m away; progressive civic-number neighbour is 6755.3 m away,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,,,candidate_requires_human_review,low,16.3240656,38.9804805,5399.9,P2_dedicated_provider_useful,,,,,,,,
anncsu_dedicated_geocoder_batch_2_2025,4,3517116,"CONTRADA CARRA' VOLPE 68/1, Lamezia Terme, Catanzaro, Calabria, Italia",CONTRADA CARRA' VOLPE,68,1,Lamezia Terme,Catanzaro,Calabria,Italia,16.3277774,38.9478703,same_street_outlier,nearest same-street civic is 3292.7 m away; progressive civic-number neighbour is 3633.6 m away,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,,,candidate_requires_human_review,medium,16.2414247,38.9856835,8568.2,P2_dedicated_provider_useful,,,,,,,,
anncsu_dedicated_geocoder_batch_2_2025,5,3517125,"VIA DOMENICO CURCIO 16, Lamezia Terme, Catanzaro, Calabria, Italia",VIA DOMENICO CURCIO,16,,Lamezia Terme,Catanzaro,Calabria,Italia,16.2811602,38.9699342,same_street_outlier,nearest same-street civic is 3019.6 m away; progressive civic-number neighbour is 3023.3 m away,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,,,candidate_requires_human_review,low,16.3136017,38.9599977,3014.6,P2_dedicated_provider_useful,,,,,,,,
anncsu_dedicated_geocoder_batch_2_2025,6,3517126,"VIA DOMENICO CURCIO 1, Lamezia Terme, Catanzaro, Calabria, Italia",VIA DOMENICO CURCIO,1,,Lamezia Terme,Catanzaro,Calabria,Italia,16.3339418,38.9856768,same_street_outlier,nearest same-street civic is 3284.5 m away; progressive civic-number neighbour is 3338.2 m away,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,,,candidate_requires_human_review,low,16.3139161,38.9605494,3286.9,P2_dedicated_provider_useful,,,,,,,,
anncsu_dedicated_geocoder_batch_2_2025,7,3517365,"TRAVERSA TERZA DI VIA SAVERIO D'IPPOLITO 2, Lamezia Terme, Catanzaro, Calabria, Italia",TRAVERSA TERZA DI VIA SAVERIO D'IPPOLITO,2,,Lamezia Terme,Catanzaro,Calabria,Italia,16.2368803,38.9263575,isolated_point,nearest same-street civic is 1185.2 m away,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,,,candidate_requires_human_review,medium,16.2234409,38.928473,1186.1,P2_dedicated_provider_useful,,,,,,,,
anncsu_dedicated_geocoder_batch_2_2025,8,3517379,"VIA SACERDOTE ANDREA VESCIO 27, Lamezia Terme, Catanzaro, Calabria, Italia",VIA SACERDOTE ANDREA VESCIO,27,,Lamezia Terme,Catanzaro,Calabria,Italia,16.2849081,38.9689672,same_street_outlier,progressive civic-number neighbour is 541.7 m away,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,,,candidate_requires_human_review,medium,16.2906759,38.9668244,552.7,P2_dedicated_provider_useful,,,,,,,,
anncsu_dedicated_geocoder_batch_2_2025,9,3517380,"VIA SACERDOTE ANDREA VESCIO 33, Lamezia Terme, Catanzaro, Calabria, Italia",VIA SACERDOTE ANDREA VESCIO,33,,Lamezia Terme,Catanzaro,Calabria,Italia,16.3204417,38.9777501,same_street_outlier,rare census-cell placement for same-street civics; progressive civic-number neighbour is 2815.8 m away,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,,,candidate_requires_human_review,medium,16.2910594,38.9667751,2818.0,P2_dedicated_provider_useful,,,,,,,,
anncsu_dedicated_geocoder_batch_2_2025,10,3517383,"VIA SACERDOTE ANDREA VESCIO 41, Lamezia Terme, Catanzaro, Calabria, Italia",VIA SACERDOTE ANDREA VESCIO,41,,Lamezia Terme,Catanzaro,Calabria,Italia,16.3228278,38.9791468,same_street_outlier,rare census-cell placement for same-street civics; progressive civic-number neighbour is 2988.3 m away,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,,,candidate_requires_human_review,medium,16.2919392,38.9665738,3014.1,P2_dedicated_provider_useful,,,,,,,,
anncsu_dedicated_geocoder_batch_2_2025,11,3517629,"VIA CASTEL FIDARDO 7/B, Lamezia Terme, Catanzaro, Calabria, Italia",VIA CASTEL FIDARDO,7,B,Lamezia Terme,Catanzaro,Calabria,Italia,16.2990412,38.9463393,same_street_outlier,nearest same-street civic is 777.5 m away; point is near validated ANNCSU civics labelled VIA DEI BIZANTINI (16 of nearby context within 120 m); progressive civic-number neighbour is 3651.7 m away,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,,,candidate_requires_human_review,medium,16.3177584,38.9758179,3655.6,P2_dedicated_provider_useful,,,,,,,,
anncsu_dedicated_geocoder_batch_2_2025,12,3517684,"VIA ENRICO COLOSIMO 39, Lamezia Terme, Catanzaro, Calabria, Italia",VIA ENRICO COLOSIMO,39,,Lamezia Terme,Catanzaro,Calabria,Italia,16.3211182,38.9650534,same_street_outlier,nearest same-street civic is 899.4 m away; progressive civic-number neighbour is 1052.7 m away,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,,,candidate_requires_human_review,low,16.3297909,38.9606007,898.6,P2_dedicated_provider_useful,,,,,,,,
anncsu_dedicated_geocoder_batch_2_2025,13,3517714,"VIA MARTE 8, Lamezia Terme, Catanzaro, Calabria, Italia",VIA MARTE,8,,Lamezia Terme,Catanzaro,Calabria,Italia,16.2798109,38.9660897,same_street_outlier,3307.8 m from same-street cluster centroid; nearest same-street civic is 4131.3 m away; progressive civic-number neighbour is 4136.8 m away,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,,,candidate_requires_human_review,medium,16.3233008,38.9814857,4131.0,P2_dedicated_provider_useful,,,,,,,,
anncsu_dedicated_geocoder_batch_2_2025,14,3517718,"VIA MARZABOTTO 17, Lamezia Terme, Catanzaro, Calabria, Italia",VIA MARZABOTTO,17,,Lamezia Terme,Catanzaro,Calabria,Italia,16.318767,38.9738466,same_street_outlier,3332.4 m from same-street cluster centroid; nearest same-street civic is 3749.6 m away; progressive civic-number neighbour is 3749.6 m away,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,,,candidate_requires_human_review,low,16.277084,38.9647636,3742.4,P2_dedicated_provider_useful,,,,,,,,
anncsu_dedicated_geocoder_batch_2_2025,15,3517788,"VIA INDIPENDENZA 109, Lamezia Terme, Catanzaro, Calabria, Italia",VIA INDIPENDENZA,109,,Lamezia Terme,Catanzaro,Calabria,Italia,16.2400012,38.9863557,same_street_outlier,5492.0 m from same-street cluster centroid; nearest same-street civic is 4144.1 m away; progressive civic-number neighbour is 4396.1 m away,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,,,candidate_requires_human_review,medium,16.3050036,38.9690146,5940.6,P2_dedicated_provider_useful,,,,,,,,
anncsu_dedicated_geocoder_batch_2_2025,16,3518004,"VIA MARSALA 6, Lamezia Terme, Catanzaro, Calabria, Italia",VIA MARSALA,6,,Lamezia Terme,Catanzaro,Calabria,Italia,16.3162964,38.9756021,same_street_outlier,2229.2 m from same-street cluster centroid; nearest same-street civic is 2629.2 m away; rare census-cell placement for same-street civics; progressive civic-number neighbour is 2697.6 m away,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,,,candidate_requires_human_review,low,16.3020532,38.9546855,2631.7,P2_dedicated_provider_useful,,,,,,,,
anncsu_dedicated_geocoder_batch_2_2025,17,3518288,"VIA RENO 2, Lamezia Terme, Catanzaro, Calabria, Italia",VIA RENO,2,,Lamezia Terme,Catanzaro,Calabria,Italia,16.3194662,38.9696298,same_street_outlier,1031.4 m from same-street cluster centroid; nearest same-street civic is 1153.2 m away; progressive civic-number neighbour is 1155.2 m away,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,,,candidate_requires_human_review,low,16.3072867,38.9738198,1151.4,P2_dedicated_provider_useful,,,,,,,,
anncsu_dedicated_geocoder_batch_2_2025,18,3518313,"VIA PIETRO BADOGLIO 16, Lamezia Terme, Catanzaro, Calabria, Italia",VIA PIETRO BADOGLIO,16,,Lamezia Terme,Catanzaro,Calabria,Italia,16.2533054,38.9207898,same_street_outlier,nearest same-street civic is 5309.8 m away; progressive civic-number neighbour is 5396.6 m away,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,,,candidate_requires_human_review,medium,16.304059,38.9605376,6229.1,P2_dedicated_provider_useful,,,,,,,,
anncsu_dedicated_geocoder_batch_2_2025,19,3518507,"VIA EROI DI SAPRI 10, Lamezia Terme, Catanzaro, Calabria, Italia",VIA EROI DI SAPRI,10,,Lamezia Terme,Catanzaro,Calabria,Italia,16.2826621,38.9533364,same_street_outlier,nearest same-street civic is 834.4 m away; progressive civic-number neighbour is 1430.5 m away,suspect_coordinate_present_in_original_anncsu_raw,external_geocode_candidate_plus_human_review,,,candidate_requires_human_review,medium,16.2834939,38.9662239,1434.8,P2_dedicated_provider_useful,,,,,,,,
