access_id,provider,query,query_variant,candidate_rank,candidate_lon,candidate_lat,candidate_display_name,candidate_class,candidate_type,candidate_importance,candidate_place_rank,candidate_has_house_number,within_lamezia_bbox,distance_from_source_m,provider_confidence,candidate_status,provider_license,cache_key
3531953,nominatim,"VIA ANTONIO DE CURTIS 1/B, Lamezia Terme, Calabria, Italia",exact_civic,2,16.3101216,38.9592109,"Via Antonio De Curtis, Lamezia Terme, Catanzaro, Calabria, 88046, Italia",highway,residential,0.05339369878690772,26,false,true,159.8,low_street_level,candidate_requires_human_review,OpenStreetMap/Nominatim result; verify provider terms before bulk reuse,0b3f659741e2fbb0b9acea98dae4130d7e55fd2ea34ba1fc74665bdb5c94e813
3594007,nominatim,"VIA ANTONIO DE GRAZIA 3, Lamezia Terme, Calabria, Italia",all_variants,,,,,,,,,,,,,no_candidate_returned,OpenStreetMap/Nominatim result; verify provider terms before bulk reuse,137ffeb8310c4d45d0e4764858c794153a2418feaa58d067f8dc087830d7d098
3524776,nominatim,"VIA ANTONIO DE MEDICI 15/B, Lamezia Terme, Calabria, Italia",all_variants,,,,,,,,,,,,,no_candidate_returned,OpenStreetMap/Nominatim result; verify provider terms before bulk reuse,b957d38fa23ee1ad52b814daa3f3bbd93387e4467f35adaa93792c667e347b3b
3524788,nominatim,"VIA ANTONIO DE MEDICI 2, Lamezia Terme, Calabria, Italia",all_variants,,,,,,,,,,,,,no_candidate_returned,OpenStreetMap/Nominatim result; verify provider terms before bulk reuse,c5bd52d41e86eb3fc5aab3b054c14b9c0432ec1dfb608f6c9667838bfe1f5a38
3526415,nominatim,"VIA ANTONIO GRAMSCI 5, Lamezia Terme, Calabria, Italia",exact_civic,1,16.2844818,38.9630734,"Via Antonio Gramsci, Sambiase, Lamezia Terme, Catanzaro, Calabria, 88046, Italia",highway,residential,0.05339369878690772,26,false,true,2927.4,low_street_level,candidate_requires_human_review,OpenStreetMap/Nominatim result; verify provider terms before bulk reuse,b1501bd507957f453d1a8f762b9966491c15374964443e4c73de4a23445d3151
3526420,nominatim,"VIA ANTONIO GRAMSCI 58, Lamezia Terme, Calabria, Italia",exact_civic,1,16.2844818,38.9630734,"Via Antonio Gramsci, Sambiase, Lamezia Terme, Catanzaro, Calabria, 88046, Italia",highway,residential,0.05339369878690772,26,false,true,3218.6,low_street_level,candidate_requires_human_review,OpenStreetMap/Nominatim result; verify provider terms before bulk reuse,a366385439007e9760a3987b9f66dd33516b381c1053df4e338fc06a7c470182
3527394,nominatim,"VIA ARMANDO SCARPINO 247, Lamezia Terme, Calabria, Italia",exact_civic,1,16.3229272,38.9589851,"Via Armando Scarpino, Lamezia Terme, Catanzaro, Calabria, 88046, Italia",highway,tertiary,0.05339369878690772,26,false,true,2516.6,low_street_level,candidate_requires_human_review,OpenStreetMap/Nominatim result; verify provider terms before bulk reuse,fcafb13da5918a42a8deb3970a7b5308b09a6091d4e725bd612b30cc76f5edda
3512013,nominatim,"VIA AURELIO CASSIODORO 14, Lamezia Terme, Calabria, Italia",exact_civic,1,16.3327865,38.9490855,"Via Aurelio Cassiodoro, Lamezia Terme, Catanzaro, Calabria, 88046, Italia",highway,unclassified,0.05339369878690772,26,false,true,457.2,low_street_level,candidate_requires_human_review,OpenStreetMap/Nominatim result; verify provider terms before bulk reuse,32628a146e1d7de55ff100e6c25027b7dd76f9d6fa1c70ea32c6b3cdd47acbe7
3517138,nominatim,"CONTRADA ACQUADAUNZANO 366, Lamezia Terme, Calabria, Italia",all_variants,,,,,,,,,,,,,no_candidate_returned,OpenStreetMap/Nominatim result; verify provider terms before bulk reuse,a16fe7375a7555dcf7c8eacf0de930db05195bfba558aa9763b741e06deab590
3527350,nominatim,"CONTRADA ACQUADAUZANO 72, Lamezia Terme, Calabria, Italia",all_variants,,,,,,,,,,,,,no_candidate_returned,OpenStreetMap/Nominatim result; verify provider terms before bulk reuse,7b16d42c3dcefff0756c920e679eb611dcd9cc752c1662af33854713befbedff
3514822,nominatim,"CONTRADA AGLI 60, Lamezia Terme, Calabria, Italia",all_variants,,,,,,,,,,,,,no_candidate_returned,OpenStreetMap/Nominatim result; verify provider terms before bulk reuse,f035d4b3f74e154d1384e27a48244ce22b50e11e92ae686643220fc09eea4455
3525993,nominatim,"CONTRADA ANNUNZIATA 23, Lamezia Terme, Calabria, Italia",all_variants,,,,,,,,,,,,,no_candidate_returned,OpenStreetMap/Nominatim result; verify provider terms before bulk reuse,5923e48268eee3c8c035666bc1b13dd7f2a8e30b8bf99fc44c129b76a888a60f
3526021,nominatim,"CONTRADA ANNUNZIATA 77, Lamezia Terme, Calabria, Italia",all_variants,,,,,,,,,,,,,no_candidate_returned,OpenStreetMap/Nominatim result; verify provider terms before bulk reuse,76743a416a275215762b5a6e190162476164e4d33956b36d03698937187b48d1
3526022,nominatim,"CONTRADA ANNUNZIATA 79, Lamezia Terme, Calabria, Italia",all_variants,,,,,,,,,,,,,no_candidate_returned,OpenStreetMap/Nominatim result; verify provider terms before bulk reuse,6c0a823842ea40798567a75b51dd4b5aacf89bc345048369d26eebf20f625548
3593842,nominatim,"CONTRADA BENEFICIO 8, Lamezia Terme, Calabria, Italia",all_variants,,,,,,,,,,,,,no_candidate_returned,OpenStreetMap/Nominatim result; verify provider terms before bulk reuse,c13d01569a37df36c83d302379293c8d611ee8d5312b830e5a4944f31999e384
3528313,nominatim,"CONTRADA BUCOLIA DI SOTTO 20/A, Lamezia Terme, Calabria, Italia",all_variants,,,,,,,,,,,,,no_candidate_returned,OpenStreetMap/Nominatim result; verify provider terms before bulk reuse,009b9ea9d6b933a52ef30c55f9557d473738f0ca3b7f5ab6e4a4187897300881
3528302,nominatim,"CONTRADA BUCOLIA DI SOTTO 56, Lamezia Terme, Calabria, Italia",all_variants,,,,,,,,,,,,,no_candidate_returned,OpenStreetMap/Nominatim result; verify provider terms before bulk reuse,2eb3ed902ec919319a28d42fbf9adc41882f7a9de11d92dcfba732acc8d73f2f
3579202,nominatim,"CONTRADA CANTARELLE 130, Lamezia Terme, Calabria, Italia",all_variants,,,,,,,,,,,,,no_candidate_returned,OpenStreetMap/Nominatim result; verify provider terms before bulk reuse,366c5389c340d37f1a8d68c5dd06c4d04218a5486abf0ce57b551f242a400085
3579209,nominatim,"CONTRADA CANTARELLE 83, Lamezia Terme, Calabria, Italia",all_variants,,,,,,,,,,,,,no_candidate_returned,OpenStreetMap/Nominatim result; verify provider terms before bulk reuse,2183c4f42a62435ec40f8aae7eb8299ee1652a260c0d8547fbfdca8f8fc2e327
3532859,nominatim,"CONTRADA CARONTE 35, Lamezia Terme, Calabria, Italia",all_variants,,,,,,,,,,,,,no_candidate_returned,OpenStreetMap/Nominatim result; verify provider terms before bulk reuse,4dc2c91ba54d6847acc540e704675f2193c86db380ac9d697f3dadbfc96012ec
3517116,nominatim,"CONTRADA CARRA' VOLPE 68/1, Lamezia Terme, Calabria, Italia",all_variants,,,,,,,,,,,,,no_candidate_returned,OpenStreetMap/Nominatim result; verify provider terms before bulk reuse,62b86616ab5a3baf253efb98fe62a341cdfbd85c4e4114a7982c11362c5f1716
3517115,nominatim,"CONTRADA CARRA' VOLPE 70, Lamezia Terme, Calabria, Italia",all_variants,,,,,,,,,,,,,no_candidate_returned,OpenStreetMap/Nominatim result; verify provider terms before bulk reuse,72bbc50148d36343ae8eea9ca52d77c706dac3ade584c56d4c87cdf49cf505b9
3515055,nominatim,"CONTRADA CARRA' VOLPE 81/B, Lamezia Terme, Calabria, Italia",all_variants,,,,,,,,,,,,,no_candidate_returned,OpenStreetMap/Nominatim result; verify provider terms before bulk reuse,4490466bb6272b3a92b1a88069784d113a0b14dddbcfb3e8324012c39e37de52
