election_id,round,section_number,mayor_candidate_id,votes,source_doc_id,validation_status,notes
comunali_lamezia_2025,1,24,comunali_lamezia_2025_mayor_lo_moro_doris,159,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,24,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,175,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,24,comunali_lamezia_2025_mayor_murone_mario,267,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,25,comunali_lamezia_2025_mayor_lo_moro_doris,160,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,25,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,83,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,25,comunali_lamezia_2025_mayor_murone_mario,103,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,26,comunali_lamezia_2025_mayor_lo_moro_doris,104,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,26,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,82,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,26,comunali_lamezia_2025_mayor_murone_mario,82,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,27,comunali_lamezia_2025_mayor_lo_moro_doris,120,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,27,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,108,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,27,comunali_lamezia_2025_mayor_murone_mario,109,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,28,comunali_lamezia_2025_mayor_lo_moro_doris,115,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,28,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,86,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,28,comunali_lamezia_2025_mayor_murone_mario,165,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,29,comunali_lamezia_2025_mayor_lo_moro_doris,165,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,29,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,165,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,29,comunali_lamezia_2025_mayor_murone_mario,269,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,30,comunali_lamezia_2025_mayor_lo_moro_doris,149,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,30,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,91,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,30,comunali_lamezia_2025_mayor_murone_mario,263,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,31,comunali_lamezia_2025_mayor_lo_moro_doris,130,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,31,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,132,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,31,comunali_lamezia_2025_mayor_murone_mario,226,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,32,comunali_lamezia_2025_mayor_lo_moro_doris,166,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,32,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,66,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,32,comunali_lamezia_2025_mayor_murone_mario,400,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,33,comunali_lamezia_2025_mayor_lo_moro_doris,109,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,33,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,42,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,33,comunali_lamezia_2025_mayor_murone_mario,190,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,34,comunali_lamezia_2025_mayor_lo_moro_doris,56,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,34,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,35,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,34,comunali_lamezia_2025_mayor_murone_mario,177,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,35,comunali_lamezia_2025_mayor_lo_moro_doris,105,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,35,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,91,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,35,comunali_lamezia_2025_mayor_murone_mario,362,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,36,comunali_lamezia_2025_mayor_lo_moro_doris,87,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,36,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,53,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,36,comunali_lamezia_2025_mayor_murone_mario,243,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,37,comunali_lamezia_2025_mayor_lo_moro_doris,157,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,37,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,95,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,37,comunali_lamezia_2025_mayor_murone_mario,318,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,38,comunali_lamezia_2025_mayor_lo_moro_doris,77,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,38,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,60,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,38,comunali_lamezia_2025_mayor_murone_mario,213,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,39,comunali_lamezia_2025_mayor_lo_moro_doris,116,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
comunali_lamezia_2025,1,39,comunali_lamezia_2025_mayor_bevilacqua_gianpaolo,76,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=2
comunali_lamezia_2025,1,39,comunali_lamezia_2025_mayor_murone_mario,210,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=3
comunali_lamezia_2025,1,40,comunali_lamezia_2025_mayor_lo_moro_doris,114,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,maggioli_candidate_number=1
