election_id,round,section_number,list_id,votes,source_doc_id,validation_status,notes
comunali_lamezia_2025,1,20,comunali_lamezia_2025_list_per_vivere_bene,51,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=4
comunali_lamezia_2025,1,20,comunali_lamezia_2025_list_era_ora,17,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=5
comunali_lamezia_2025,1,20,comunali_lamezia_2025_list_gianpaolo_bevilacqua_sindaco_del_popolo,59,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=6
comunali_lamezia_2025,1,20,comunali_lamezia_2025_list_l_italia_del_meridione_lamezia_nel_cuore,6,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=7
comunali_lamezia_2025,1,20,comunali_lamezia_2025_list_movimento_indipendenza,5,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=8
comunali_lamezia_2025,1,20,comunali_lamezia_2025_list_lamezia_domani,39,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=9
comunali_lamezia_2025,1,20,comunali_lamezia_2025_list_noi_moderati,38,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=10
comunali_lamezia_2025,1,20,comunali_lamezia_2025_list_calabria_azzurra,28,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=11
comunali_lamezia_2025,1,20,comunali_lamezia_2025_list_forza_italia,27,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=12
comunali_lamezia_2025,1,20,comunali_lamezia_2025_list_lega_salvini_calabria,10,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=13
comunali_lamezia_2025,1,20,comunali_lamezia_2025_list_fratelli_d_italia,56,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=14
comunali_lamezia_2025,1,21,comunali_lamezia_2025_list_partito_democratico,70,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=1
comunali_lamezia_2025,1,21,comunali_lamezia_2025_list_movimento_5_stelle,16,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=2
comunali_lamezia_2025,1,21,comunali_lamezia_2025_list_azione,17,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=3
comunali_lamezia_2025,1,21,comunali_lamezia_2025_list_per_vivere_bene,46,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=4
comunali_lamezia_2025,1,21,comunali_lamezia_2025_list_era_ora,16,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=5
comunali_lamezia_2025,1,21,comunali_lamezia_2025_list_gianpaolo_bevilacqua_sindaco_del_popolo,36,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=6
comunali_lamezia_2025,1,21,comunali_lamezia_2025_list_l_italia_del_meridione_lamezia_nel_cuore,4,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=7
comunali_lamezia_2025,1,21,comunali_lamezia_2025_list_movimento_indipendenza,7,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=8
comunali_lamezia_2025,1,21,comunali_lamezia_2025_list_lamezia_domani,37,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=9
comunali_lamezia_2025,1,21,comunali_lamezia_2025_list_noi_moderati,47,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=10
comunali_lamezia_2025,1,21,comunali_lamezia_2025_list_calabria_azzurra,26,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=11
comunali_lamezia_2025,1,21,comunali_lamezia_2025_list_forza_italia,33,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=12
comunali_lamezia_2025,1,21,comunali_lamezia_2025_list_lega_salvini_calabria,16,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=13
comunali_lamezia_2025,1,21,comunali_lamezia_2025_list_fratelli_d_italia,29,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=14
comunali_lamezia_2025,1,22,comunali_lamezia_2025_list_partito_democratico,55,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=1
comunali_lamezia_2025,1,22,comunali_lamezia_2025_list_movimento_5_stelle,11,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=2
comunali_lamezia_2025,1,22,comunali_lamezia_2025_list_azione,20,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=3
comunali_lamezia_2025,1,22,comunali_lamezia_2025_list_per_vivere_bene,80,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=4
comunali_lamezia_2025,1,22,comunali_lamezia_2025_list_era_ora,10,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=5
comunali_lamezia_2025,1,22,comunali_lamezia_2025_list_gianpaolo_bevilacqua_sindaco_del_popolo,33,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=6
comunali_lamezia_2025,1,22,comunali_lamezia_2025_list_l_italia_del_meridione_lamezia_nel_cuore,8,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=7
comunali_lamezia_2025,1,22,comunali_lamezia_2025_list_movimento_indipendenza,12,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=8
comunali_lamezia_2025,1,22,comunali_lamezia_2025_list_lamezia_domani,36,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=9
comunali_lamezia_2025,1,22,comunali_lamezia_2025_list_noi_moderati,35,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=10
comunali_lamezia_2025,1,22,comunali_lamezia_2025_list_calabria_azzurra,21,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=11
comunali_lamezia_2025,1,22,comunali_lamezia_2025_list_forza_italia,28,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=12
comunali_lamezia_2025,1,22,comunali_lamezia_2025_list_lega_salvini_calabria,23,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=13
comunali_lamezia_2025,1,22,comunali_lamezia_2025_list_fratelli_d_italia,47,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=14
comunali_lamezia_2025,1,23,comunali_lamezia_2025_list_partito_democratico,35,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=1
comunali_lamezia_2025,1,23,comunali_lamezia_2025_list_movimento_5_stelle,6,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=2
comunali_lamezia_2025,1,23,comunali_lamezia_2025_list_azione,5,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=3
comunali_lamezia_2025,1,23,comunali_lamezia_2025_list_per_vivere_bene,35,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=4
comunali_lamezia_2025,1,23,comunali_lamezia_2025_list_era_ora,1,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=5
comunali_lamezia_2025,1,23,comunali_lamezia_2025_list_gianpaolo_bevilacqua_sindaco_del_popolo,24,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=6
comunali_lamezia_2025,1,23,comunali_lamezia_2025_list_l_italia_del_meridione_lamezia_nel_cuore,2,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=7
comunali_lamezia_2025,1,23,comunali_lamezia_2025_list_movimento_indipendenza,2,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=8
comunali_lamezia_2025,1,23,comunali_lamezia_2025_list_lamezia_domani,16,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=9
comunali_lamezia_2025,1,23,comunali_lamezia_2025_list_noi_moderati,10,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=10
comunali_lamezia_2025,1,23,comunali_lamezia_2025_list_calabria_azzurra,6,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=11
comunali_lamezia_2025,1,23,comunali_lamezia_2025_list_forza_italia,14,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=12
comunali_lamezia_2025,1,23,comunali_lamezia_2025_list_lega_salvini_calabria,14,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=13
comunali_lamezia_2025,1,23,comunali_lamezia_2025_list_fratelli_d_italia,15,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=14
comunali_lamezia_2025,1,24,comunali_lamezia_2025_list_partito_democratico,57,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=1
comunali_lamezia_2025,1,24,comunali_lamezia_2025_list_movimento_5_stelle,18,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=2
comunali_lamezia_2025,1,24,comunali_lamezia_2025_list_azione,26,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=3
comunali_lamezia_2025,1,24,comunali_lamezia_2025_list_per_vivere_bene,66,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=4
comunali_lamezia_2025,1,24,comunali_lamezia_2025_list_era_ora,14,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=5
comunali_lamezia_2025,1,24,comunali_lamezia_2025_list_gianpaolo_bevilacqua_sindaco_del_popolo,83,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=6
comunali_lamezia_2025,1,24,comunali_lamezia_2025_list_l_italia_del_meridione_lamezia_nel_cuore,5,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=7
comunali_lamezia_2025,1,24,comunali_lamezia_2025_list_movimento_indipendenza,3,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=8
comunali_lamezia_2025,1,24,comunali_lamezia_2025_list_lamezia_domani,43,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=9
comunali_lamezia_2025,1,24,comunali_lamezia_2025_list_noi_moderati,68,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=10
comunali_lamezia_2025,1,24,comunali_lamezia_2025_list_calabria_azzurra,35,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=11
comunali_lamezia_2025,1,24,comunali_lamezia_2025_list_forza_italia,55,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=12
comunali_lamezia_2025,1,24,comunali_lamezia_2025_list_lega_salvini_calabria,27,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=13
comunali_lamezia_2025,1,24,comunali_lamezia_2025_list_fratelli_d_italia,79,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=14
comunali_lamezia_2025,1,25,comunali_lamezia_2025_list_partito_democratico,58,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=1
comunali_lamezia_2025,1,25,comunali_lamezia_2025_list_movimento_5_stelle,9,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=2
comunali_lamezia_2025,1,25,comunali_lamezia_2025_list_azione,31,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=3
comunali_lamezia_2025,1,25,comunali_lamezia_2025_list_per_vivere_bene,42,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=4
comunali_lamezia_2025,1,25,comunali_lamezia_2025_list_era_ora,6,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=5
comunali_lamezia_2025,1,25,comunali_lamezia_2025_list_gianpaolo_bevilacqua_sindaco_del_popolo,45,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=6
comunali_lamezia_2025,1,25,comunali_lamezia_2025_list_l_italia_del_meridione_lamezia_nel_cuore,6,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=7
comunali_lamezia_2025,1,25,comunali_lamezia_2025_list_movimento_indipendenza,3,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=8
comunali_lamezia_2025,1,25,comunali_lamezia_2025_list_lamezia_domani,24,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=9
comunali_lamezia_2025,1,25,comunali_lamezia_2025_list_noi_moderati,23,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=10
comunali_lamezia_2025,1,25,comunali_lamezia_2025_list_calabria_azzurra,12,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=11
comunali_lamezia_2025,1,25,comunali_lamezia_2025_list_forza_italia,31,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=12
comunali_lamezia_2025,1,25,comunali_lamezia_2025_list_lega_salvini_calabria,16,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=13
comunali_lamezia_2025,1,25,comunali_lamezia_2025_list_fratelli_d_italia,29,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=14
comunali_lamezia_2025,1,26,comunali_lamezia_2025_list_partito_democratico,53,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=1
comunali_lamezia_2025,1,26,comunali_lamezia_2025_list_movimento_5_stelle,8,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=2
comunali_lamezia_2025,1,26,comunali_lamezia_2025_list_azione,12,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=3
comunali_lamezia_2025,1,26,comunali_lamezia_2025_list_per_vivere_bene,20,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=4
comunali_lamezia_2025,1,26,comunali_lamezia_2025_list_era_ora,7,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=5
comunali_lamezia_2025,1,26,comunali_lamezia_2025_list_gianpaolo_bevilacqua_sindaco_del_popolo,41,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=6
comunali_lamezia_2025,1,26,comunali_lamezia_2025_list_l_italia_del_meridione_lamezia_nel_cuore,5,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=7
comunali_lamezia_2025,1,26,comunali_lamezia_2025_list_movimento_indipendenza,0,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=8
comunali_lamezia_2025,1,26,comunali_lamezia_2025_list_lamezia_domani,15,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=9
comunali_lamezia_2025,1,26,comunali_lamezia_2025_list_noi_moderati,24,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=10
comunali_lamezia_2025,1,26,comunali_lamezia_2025_list_calabria_azzurra,12,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=11
comunali_lamezia_2025,1,26,comunali_lamezia_2025_list_forza_italia,27,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=12
comunali_lamezia_2025,1,26,comunali_lamezia_2025_list_lega_salvini_calabria,22,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=13
comunali_lamezia_2025,1,26,comunali_lamezia_2025_list_fratelli_d_italia,14,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=14
comunali_lamezia_2025,1,27,comunali_lamezia_2025_list_partito_democratico,49,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=1
comunali_lamezia_2025,1,27,comunali_lamezia_2025_list_movimento_5_stelle,8,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=2
comunali_lamezia_2025,1,27,comunali_lamezia_2025_list_azione,28,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=3
comunali_lamezia_2025,1,27,comunali_lamezia_2025_list_per_vivere_bene,25,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=4
comunali_lamezia_2025,1,27,comunali_lamezia_2025_list_era_ora,1,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=5
comunali_lamezia_2025,1,27,comunali_lamezia_2025_list_gianpaolo_bevilacqua_sindaco_del_popolo,48,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=6
comunali_lamezia_2025,1,27,comunali_lamezia_2025_list_l_italia_del_meridione_lamezia_nel_cuore,8,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=7
comunali_lamezia_2025,1,27,comunali_lamezia_2025_list_movimento_indipendenza,4,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=8
comunali_lamezia_2025,1,27,comunali_lamezia_2025_list_lamezia_domani,17,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=9
comunali_lamezia_2025,1,27,comunali_lamezia_2025_list_noi_moderati,29,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=10
comunali_lamezia_2025,1,27,comunali_lamezia_2025_list_calabria_azzurra,14,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=11
comunali_lamezia_2025,1,27,comunali_lamezia_2025_list_forza_italia,34,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=12
comunali_lamezia_2025,1,27,comunali_lamezia_2025_list_lega_salvini_calabria,7,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=13
comunali_lamezia_2025,1,27,comunali_lamezia_2025_list_fratelli_d_italia,47,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=14
comunali_lamezia_2025,1,28,comunali_lamezia_2025_list_partito_democratico,36,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=1
comunali_lamezia_2025,1,28,comunali_lamezia_2025_list_movimento_5_stelle,13,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=2
comunali_lamezia_2025,1,28,comunali_lamezia_2025_list_azione,17,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=3
comunali_lamezia_2025,1,28,comunali_lamezia_2025_list_per_vivere_bene,28,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=4
comunali_lamezia_2025,1,28,comunali_lamezia_2025_list_era_ora,18,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=5
comunali_lamezia_2025,1,28,comunali_lamezia_2025_list_gianpaolo_bevilacqua_sindaco_del_popolo,25,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=6
comunali_lamezia_2025,1,28,comunali_lamezia_2025_list_l_italia_del_meridione_lamezia_nel_cuore,15,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=7
comunali_lamezia_2025,1,28,comunali_lamezia_2025_list_movimento_indipendenza,3,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=8
comunali_lamezia_2025,1,28,comunali_lamezia_2025_list_lamezia_domani,37,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=9
comunali_lamezia_2025,1,28,comunali_lamezia_2025_list_noi_moderati,54,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=10
comunali_lamezia_2025,1,28,comunali_lamezia_2025_list_calabria_azzurra,29,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=11
comunali_lamezia_2025,1,28,comunali_lamezia_2025_list_forza_italia,38,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=12
comunali_lamezia_2025,1,28,comunali_lamezia_2025_list_lega_salvini_calabria,17,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=13
comunali_lamezia_2025,1,28,comunali_lamezia_2025_list_fratelli_d_italia,24,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=14
comunali_lamezia_2025,1,29,comunali_lamezia_2025_list_partito_democratico,74,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=1
comunali_lamezia_2025,1,29,comunali_lamezia_2025_list_movimento_5_stelle,9,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=2
comunali_lamezia_2025,1,29,comunali_lamezia_2025_list_azione,32,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=3
comunali_lamezia_2025,1,29,comunali_lamezia_2025_list_per_vivere_bene,33,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=4
comunali_lamezia_2025,1,29,comunali_lamezia_2025_list_era_ora,13,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=5
comunali_lamezia_2025,1,29,comunali_lamezia_2025_list_gianpaolo_bevilacqua_sindaco_del_popolo,137,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=6
comunali_lamezia_2025,1,29,comunali_lamezia_2025_list_l_italia_del_meridione_lamezia_nel_cuore,12,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=7
comunali_lamezia_2025,1,29,comunali_lamezia_2025_list_movimento_indipendenza,7,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=8
comunali_lamezia_2025,1,29,comunali_lamezia_2025_list_lamezia_domani,33,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=9
comunali_lamezia_2025,1,29,comunali_lamezia_2025_list_noi_moderati,52,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=10
comunali_lamezia_2025,1,29,comunali_lamezia_2025_list_calabria_azzurra,30,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=11
comunali_lamezia_2025,1,29,comunali_lamezia_2025_list_forza_italia,37,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=12
comunali_lamezia_2025,1,29,comunali_lamezia_2025_list_lega_salvini_calabria,30,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=13
comunali_lamezia_2025,1,29,comunali_lamezia_2025_list_fratelli_d_italia,77,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=14
comunali_lamezia_2025,1,30,comunali_lamezia_2025_list_partito_democratico,80,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=1
comunali_lamezia_2025,1,30,comunali_lamezia_2025_list_movimento_5_stelle,17,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=2
comunali_lamezia_2025,1,30,comunali_lamezia_2025_list_azione,16,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=3
comunali_lamezia_2025,1,30,comunali_lamezia_2025_list_per_vivere_bene,15,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=4
comunali_lamezia_2025,1,30,comunali_lamezia_2025_list_era_ora,4,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=5
comunali_lamezia_2025,1,30,comunali_lamezia_2025_list_gianpaolo_bevilacqua_sindaco_del_popolo,45,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=6
comunali_lamezia_2025,1,30,comunali_lamezia_2025_list_l_italia_del_meridione_lamezia_nel_cuore,1,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=7
comunali_lamezia_2025,1,30,comunali_lamezia_2025_list_movimento_indipendenza,0,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=8
comunali_lamezia_2025,1,30,comunali_lamezia_2025_list_lamezia_domani,27,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=9
comunali_lamezia_2025,1,30,comunali_lamezia_2025_list_noi_moderati,48,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=10
comunali_lamezia_2025,1,30,comunali_lamezia_2025_list_calabria_azzurra,147,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=11
comunali_lamezia_2025,1,30,comunali_lamezia_2025_list_forza_italia,20,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=12
comunali_lamezia_2025,1,30,comunali_lamezia_2025_list_lega_salvini_calabria,23,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=13
comunali_lamezia_2025,1,30,comunali_lamezia_2025_list_fratelli_d_italia,53,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=14
comunali_lamezia_2025,1,31,comunali_lamezia_2025_list_partito_democratico,45,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=1
comunali_lamezia_2025,1,31,comunali_lamezia_2025_list_movimento_5_stelle,12,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=2
comunali_lamezia_2025,1,31,comunali_lamezia_2025_list_azione,14,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=3
comunali_lamezia_2025,1,31,comunali_lamezia_2025_list_per_vivere_bene,43,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=4
comunali_lamezia_2025,1,31,comunali_lamezia_2025_list_era_ora,8,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=5
comunali_lamezia_2025,1,31,comunali_lamezia_2025_list_gianpaolo_bevilacqua_sindaco_del_popolo,71,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=6
comunali_lamezia_2025,1,31,comunali_lamezia_2025_list_l_italia_del_meridione_lamezia_nel_cuore,8,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=7
comunali_lamezia_2025,1,31,comunali_lamezia_2025_list_movimento_indipendenza,4,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=8
comunali_lamezia_2025,1,31,comunali_lamezia_2025_list_lamezia_domani,32,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=9
comunali_lamezia_2025,1,31,comunali_lamezia_2025_list_noi_moderati,41,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=10
comunali_lamezia_2025,1,31,comunali_lamezia_2025_list_calabria_azzurra,44,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=11
comunali_lamezia_2025,1,31,comunali_lamezia_2025_list_forza_italia,50,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=12
comunali_lamezia_2025,1,31,comunali_lamezia_2025_list_lega_salvini_calabria,44,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=13
comunali_lamezia_2025,1,31,comunali_lamezia_2025_list_fratelli_d_italia,55,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=14
comunali_lamezia_2025,1,32,comunali_lamezia_2025_list_partito_democratico,103,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=1
comunali_lamezia_2025,1,32,comunali_lamezia_2025_list_movimento_5_stelle,11,maggioli_2025_sections_lists_xml,extracted_pending_totals_validation,maggioli_list_number=2
