election_id,round,section_number,candidate_number,votes,source_doc_id,validation_status,notes
comunali_lamezia_2025,1,55,3,327,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,56,1,55,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,56,2,45,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,56,3,173,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,57,1,68,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,57,2,61,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,57,3,153,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,58,1,129,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,58,2,144,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,58,3,253,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,59,1,254,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,59,2,132,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,59,3,180,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,60,1,228,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,60,2,182,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,60,3,180,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,61,1,183,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,61,2,227,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,61,3,232,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,62,1,262,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,62,2,198,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,62,3,267,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,63,1,202,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,63,2,251,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,63,3,280,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,64,1,167,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,64,2,185,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,64,3,209,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,65,1,217,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,65,2,296,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,65,3,286,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,66,1,149,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,66,2,186,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,66,3,221,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,67,1,163,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,67,2,239,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,67,3,267,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,68,1,185,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,68,2,172,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,68,3,214,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,69,1,185,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,69,2,215,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,69,3,219,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,70,1,119,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,70,2,301,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,70,3,198,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,71,1,155,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,71,2,342,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,71,3,268,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,72,1,240,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,72,2,175,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,72,3,214,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,73,1,183,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,73,2,268,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,73,3,221,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,74,1,261,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,74,2,135,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,74,3,164,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,75,1,183,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,75,2,103,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,75,3,359,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,76,1,199,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,76,2,143,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,76,3,444,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,77,1,226,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,77,2,220,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,77,3,391,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,78,1,4,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,78,2,3,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,1,78,3,8,maggioli_2025_sections_mayor_xml,extracted_pending_totals_validation,
