election_id,section_number,list_number,council_candidate_number,preference_votes,source_doc_id,validation_status,notes
comunali_lamezia_2025,20,4,4,8,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,20,4,5,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,20,4,6,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,20,4,7,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,20,4,8,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,20,4,9,4,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,20,4,10,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,20,4,11,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,20,4,12,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,20,4,13,2,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,20,4,14,3,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,20,4,15,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,20,4,16,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,20,4,17,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,20,4,18,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,20,4,19,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,20,4,20,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,20,4,21,37,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,20,4,22,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,20,4,23,7,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,20,4,24,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,21,4,1,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,21,4,2,2,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,21,4,3,2,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,21,4,4,10,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,21,4,5,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,21,4,6,2,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,21,4,7,2,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,21,4,8,3,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,21,4,9,5,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,21,4,10,6,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,21,4,11,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,21,4,12,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,21,4,13,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,21,4,14,5,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,21,4,15,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,21,4,16,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,21,4,17,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,21,4,18,5,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,21,4,19,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,21,4,20,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,21,4,21,7,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,21,4,22,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,21,4,23,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,21,4,24,8,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,22,4,1,7,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,22,4,2,3,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,22,4,3,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,22,4,4,8,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,22,4,5,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,22,4,6,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,22,4,7,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,22,4,8,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,22,4,9,2,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,22,4,10,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,22,4,11,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,22,4,12,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,22,4,13,2,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,22,4,14,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,22,4,15,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,22,4,16,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,22,4,17,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,22,4,18,48,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,22,4,19,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,22,4,20,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,22,4,21,21,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,22,4,22,3,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,22,4,23,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,22,4,24,6,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,23,4,1,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,23,4,2,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,23,4,3,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,23,4,4,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,23,4,5,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,23,4,6,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,23,4,7,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,23,4,8,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,23,4,9,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,23,4,10,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,23,4,11,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,23,4,12,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,23,4,13,2,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,23,4,14,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,23,4,15,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,23,4,16,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,23,4,17,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,23,4,18,20,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,23,4,19,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,23,4,20,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,23,4,21,17,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,23,4,22,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,23,4,23,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,23,4,24,2,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,24,4,1,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,24,4,2,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,24,4,3,2,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,24,4,4,7,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,24,4,5,3,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,24,4,6,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,24,4,7,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,24,4,8,2,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,24,4,9,4,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,24,4,10,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,24,4,11,4,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,24,4,12,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,24,4,13,4,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,24,4,14,4,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,24,4,15,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,24,4,16,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,24,4,17,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,24,4,18,18,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,24,4,19,2,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,24,4,20,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,24,4,21,35,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,24,4,22,2,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,24,4,23,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,24,4,24,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,25,4,1,5,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,25,4,2,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,25,4,3,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,25,4,4,12,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,25,4,5,3,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,25,4,6,4,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,25,4,7,3,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,25,4,8,2,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,25,4,9,2,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,25,4,10,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,25,4,11,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,25,4,12,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,25,4,13,2,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,25,4,14,6,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,25,4,15,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,25,4,16,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,25,4,17,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,25,4,18,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,25,4,19,3,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,25,4,20,3,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,25,4,21,18,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,25,4,22,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,25,4,23,2,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,25,4,24,3,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,26,4,1,3,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,26,4,2,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,26,4,3,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,26,4,4,2,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,26,4,5,6,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,26,4,6,2,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,26,4,7,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,26,4,8,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,26,4,9,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,26,4,10,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,26,4,11,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,26,4,12,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,26,4,13,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,26,4,14,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,26,4,15,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,26,4,16,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,26,4,17,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,26,4,18,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,26,4,19,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,26,4,20,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,26,4,21,5,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,26,4,22,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,26,4,23,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,26,4,24,5,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,27,4,1,2,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,27,4,2,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,27,4,3,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,27,4,4,8,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,27,4,5,7,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,27,4,6,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,27,4,7,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,27,4,8,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,27,4,9,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,27,4,10,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,27,4,11,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,27,4,12,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,27,4,13,5,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,27,4,14,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,27,4,15,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,27,4,16,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,27,4,17,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,27,4,18,2,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,27,4,19,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,27,4,20,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,27,4,21,9,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,27,4,22,3,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,27,4,23,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,27,4,24,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,28,4,1,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,28,4,2,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,28,4,3,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,28,4,4,6,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,28,4,5,2,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,28,4,6,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,28,4,7,11,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,28,4,8,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,28,4,9,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,28,4,10,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,28,4,11,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,28,4,12,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,28,4,13,2,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,28,4,14,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,28,4,15,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,28,4,16,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,28,4,17,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,28,4,18,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,28,4,19,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,28,4,20,3,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,28,4,21,4,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,28,4,22,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,28,4,23,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,28,4,24,7,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,29,4,1,5,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,29,4,2,4,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,29,4,3,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,29,4,4,6,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,29,4,5,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,29,4,6,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,29,4,7,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,29,4,8,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,29,4,9,3,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,29,4,10,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,29,4,11,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,29,4,12,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,29,4,13,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,29,4,14,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,29,4,15,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,29,4,16,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,29,4,17,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,29,4,18,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,29,4,19,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,29,4,20,9,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,29,4,21,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,29,4,22,2,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,29,4,23,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,29,4,24,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,30,4,1,3,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,30,4,2,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,30,4,3,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,30,4,4,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,30,4,5,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,30,4,6,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,30,4,7,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,30,4,8,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,30,4,9,8,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,30,4,10,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,30,4,11,1,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,30,4,12,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,30,4,13,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,30,4,14,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,30,4,15,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,30,4,16,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,30,4,17,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,30,4,18,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,30,4,19,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,30,4,20,0,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
comunali_lamezia_2025,30,4,21,5,maggioli_2025_preferences_section_l04_xml,extracted_pending_totals_validation,
