street_name_normalised,electoral_street_name_raw,electoral_rule_count,electoral_section_numbers,anncsu_street_name_normalised,anncsu_odonimo,anncsu_progressivo_nazionale,anncsu_total_accesses,crosswalk_status,match_method,confidence,notes
VIA R LOMBARDI,VIA R. LOMBARDI,1,59,VIA RICCARDO LOMBARDI,VIA RICCARDO LOMBARDI,1245800,59,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA R LONGO,VIA R. LONGO,1,70,VIA RAFFAELE LONGO,VIA RAFFAELE LONGO,1246280,20,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA R MATARAZZO,VIA R. MATARAZZO,1,10,VIA RAFFAELE MATARAZZO,VIA RAFFAELE MATARAZZO,1245805,41,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA R SANZIO,VIA R. SANZIO,1,41,VIA RAFFAELLO SANZIO,VIA RAFFAELLO SANZIO,1245790,2,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA R SCOTELLARO,VIA R. SCOTELLARO,1,52,VIA ROCCO SCOTELLARO,VIA ROCCO SCOTELLARO,1245809,17,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA RAFFAELE CUPARO,VIA RAFFAELE CUPARO,1,61,VIA RAFFAELE CUPARO,VIA RAFFAELE CUPARO,1245789,7,matched,normalized_exact,high,
VIA RAFFAELE TETI,VIA RAFFAELE TETI,1,65,VIA RAFFAELE TETI,VIA RAFFAELE TETI,1246201,26,matched,normalized_exact,high,
VIA RAOUL MORELLI,VIA RAOUL MORELLI,4,52; 62,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA REDIPUGLIA,VIA REDIPUGLIA,1,33,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA REGGIO CALABRIA,VIA REGGIO CALABRIA,1,38,VIA REGGIO CALABRIA,VIA REGGIO CALABRIA,1245794,2,matched,normalized_exact,high,
VIA REGINA ELENA,VIA REGINA ELENA,1,36,VIA REGINA ELENA,VIA REGINA ELENA,1245795,90,matched,normalized_exact,high,
VIA REGINA MARGHERITA,VIA REGINA MARGHERITA,1,36,VIA REGINA MARGHERITA,VIA REGINA MARGHERITA,1245796,82,matched,normalized_exact,high,
VIA RENDA GIOVANNA,VIA RENDA GIOVANNA,1,50,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA RENO,VIA RENO,1,1,VIA RENO,VIA RENO,1245798,9,matched,normalized_exact,high,
VIA RINALDO MICELI,VIA RINALDO MICELI,1,53,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA RIONE E CONTRADA RAZIONALE,VIA - RIONE E C.DA RAZIONALE,1,20,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA RISI,VIA RISI,1,53,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA ROBERT BADEN POWELL,VIA ROBERT BADEN POWELL,1,31,VIA ROBERT BADEN POWELL,VIA ROBERT BADEN POWELL,1246164,27,matched,normalized_exact,high,
VIA ROMA,VIA ROMA,1,39,VIA ROMA,VIA ROMA,1245810,23,matched,normalized_exact,high,
VIA ROMANO ANGELINA,VIA ROMANO ANGELINA,1,40,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA ROSARIO LIVATINO EX CONTRADA GACCIA,VIA ROSARIO LIVATINO ( EX CONTRADA GACCIA,1,66,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA ROSARIO LIVATINO EX VIA E CONTRADA VI,VIA ROSARIO LIVATINO ( EX VIA E CONTRADA VI,1,7,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA S BOEZIO,VIA S. BOEZIO,1,64,VIA SEVERINO BOEZIO,VIA SEVERINO BOEZIO,1245927,41,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA S D AUDINO,VIA S. D'AUDINO,1,33,VIA SILVESTRO D AUDINO,VIA SILVESTRO D'AUDINO,1245213,19,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA S FODERARO,VIA S. FODERARO,7,65; 68; 70; 71; 73,VIA SALVATORE FODERARO,VIA SALVATORE FODERARO,1245827,228,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA S GIUSTO,VIA S. GIUSTO,1,36,VIA SAN GIUSTO,VIA SAN GIUSTO,1245848,53,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA S GUZZI,VIA S. GUZZI,1,21,VIA SEBASTIANO GUZZI,VIA SEBASTIANO GUZZI,1245920,18,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA S MARIA DELLE GRAZIE,VIA S. MARIA DELLE GRAZIE,1,23,VIA SANTA MARIA DELLE GRAZIE,VIA SANTA MARIA DELLE GRAZIE,1245882,19,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA S MICELI,VIA S. MICELI; VIA S.MICELI,2,15; 16,VIA SALVATORE MICELI,VIA SALVATORE MICELI,1245828,194,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA S MICHELE,VIA S. MICHELE,1,33,VIA SAN MICHELE,VIA SAN MICHELE,1245851,22,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA S QUASIMODO,VIA S. QUASIMODO,1,37,VIA SALVATORE QUASIMODO,VIA SALVATORE QUASIMODO,1245829,13,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA S RENDA,VIA S. RENDA,1,58,VIA SALVATORE RENDA,VIA SALVATORE RENDA,1245830,1,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA S ROCCO,VIA S. ROCCO,1,33,VIA SAN ROCCO,VIA SAN ROCCO,1245858,1,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA S ROSA,VIA S. ROSA,1,33,VIA SALVATOR ROSA,VIA SALVATOR ROSA,1246088,12,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA S SCILLIA,VIA S. SCILLIA,1,61,VIA SALVATORE SCILLIA,VIA SALVATORE SCILLIA,1245831,14,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA S SIDERO,VIA S. SIDERO,1,35,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA S SOFIA,VIA S. SOFIA,1,38,VIA SANTA SOFIA,VIA SANTA SOFIA,1245885,9,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA S T NOTARO,VIA S. T. NOTARO,1,6,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA S TROPEA,VIA S. TROPEA,1,33,VIA SALVATORE TROPEA,VIA SALVATORE TROPEA,1245832,12,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA SABOTINO,VIA SABOTINO,1,56,VIA SABOTINO,VIA SABOTINO,1245818,1,matched,normalized_exact,high,
VIA SACERDOTE A GRASSO,VIA SACERDOTE A. GRASSO,1,41,VIA SACERDOTE ANTONIO GRASSO,VIA SACERDOTE ANTONIO GRASSO,1245823,20,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA SACERDOTE A VESCIO,VIA SACERDOTE A. VESCIO,1,41,VIA SACERDOTE ANDREA VESCIO,VIA SACERDOTE ANDREA VESCIO,1245821,25,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA SALERNO,VIA SALERNO,1,53,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA SALV AVERSA E L PRECENZANO,VIA SALV. AVERSA E L. PRECENZANO,1,2,VIA SALVATORE AVERSA E LUCIA PRECENZANO,VIA SALVATORE AVERSA E LUCIA PRECENZANO,1246083,42,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA SALVATORE FIMIANI,VIA SALVATORE FIMIANI,1,67,VIA SALVATORE FIMIANI,VIA SALVATORE FIMIANI,1245325,23,matched,normalized_exact,high,
VIA SALVATORE GASPERONI,VIA SALVATORE GASPERONI,1,67,VIA SALVATORE GASPERONI,VIA SALVATORE GASPERONI,1246172,19,matched,normalized_exact,high,
VIA SAN DOMENICO,VIA SAN DOMENICO,1,3,VIA SAN DOMENICO,VIA SAN DOMENICO,1245838,39,matched,normalized_exact,high,
VIA SAN FERMO,VIA SAN FERMO,1,69,VIA SAN FERMO,VIA SAN FERMO,1246145,19,matched,normalized_exact,high,
VIA SAN MARTINO,VIA SAN MARTINO,1,69,VIA SAN MARTINO,VIA SAN MARTINO,1245850,18,matched,normalized_exact,high,
VIA SANDRO PERTINI,VIA SANDRO PERTINI,1,75,VIA SANDRO PERTINI,VIA SANDRO PERTINI,1245869,2,matched,normalized_exact,high,
VIA SANT ISIDORO,VIA SANT' ISIDORO,1,50,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA SANT UMILE DI BISIGNANO,VIA SANT' UMILE DI BISIGNANO,1,31,VIA SANT UMILE DI BISIGNANO,VIA SANT'UMILE DI BISIGNANO,1245898,21,matched,normalized_exact,high,
VIA SANTA BERNADETTE,VIA SANTA BERNADETTE,1,9,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA SAPRI,VIA SAPRI,1,8,VIA SAPRI,VIA SAPRI,1245899,25,matched,normalized_exact,high,
VIA SARDEGNA,VIA SARDEGNA,1,22,VIA SARDEGNA,VIA SARDEGNA,1245900,13,matched,normalized_exact,high,
VIA SARNO,VIA SARNO,1,14,VIA SARNO,VIA SARNO,1245901,16,matched,normalized_exact,high,
VIA SATURNO,VIA SATURNO,1,27,VIA SATURNO,VIA SATURNO,1245902,14,matched,normalized_exact,high,
VIA SAVUTANO,VIA SAVUTANO,4,62; 76,VIA SAVUTANO,VIA SAVUTANO,1245905,77,matched,normalized_exact,high,
VIA SCALFARO,VIA SCALFARO,1,34,VIA SCALFARO,VIA SCALFARO,1245907,10,matched,normalized_exact,high,
VIA SCIALLIS,VIA SCIALLIS,1,29,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA SCIROCCO,VIA SCIROCCO,1,49,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA SELE,VIA SELE,1,1,VIA SELE,VIA SELE,1245921,26,matched,normalized_exact,high,
VIA SEN PRIMERANO,VIA SEN. PRIMERANO,1,35,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA SICILIA,VIA SICILIA,1,22,VIA SICILIA,VIA SICILIA,1245929,6,matched,normalized_exact,high,
VIA SINOPOLI,VIA SINOPOLI,1,39,VIA SINOPOLI,VIA SINOPOLI,1245455,62,matched,normalized_exact,high,
VIA SOLFERINO,VIA SOLFERINO,1,69,VIA SOLFERINO,VIA SOLFERINO,1245936,29,matched,normalized_exact,high,
VIA SPAVENTA,VIA SPAVENTA,1,34,VIA SPAVENTA,VIA SPAVENTA,1245943,5,matched,normalized_exact,high,
VIA SS ROSARIO,VIA SS. ROSARIO,1,9,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA STOCCO,VIA STOCCO,1,40,VIA STOCCO,VIA STOCCO,1245951,9,matched,normalized_exact,high,
VIA T CAMPANELLA,VIA T. CAMPANELLA,1,40,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA T M FUSCO,VIA T. M. FUSCO,1,12,VIA TOMMASO MARIA FUSCO,VIA TOMMASO MARIA FUSCO,1245975,66,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA TAGLIAMENTO,VIA TAGLIAMENTO,1,14,VIA TAGLIAMENTO,VIA TAGLIAMENTO,1245956,28,matched,normalized_exact,high,
VIA TALETE,VIA TALETE,3,20; 31,VIA TALETE,VIA TALETE,1245958,29,matched,normalized_exact,high,
VIA TASSO,VIA TASSO,1,38,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA TELESIO,VIA TELESIO,1,43,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA TERINA,VIA TERINA,1,21,VIA TERINA,VIA TERINA,1245960,25,matched,normalized_exact,high,
VIA TEVERE,VIA TEVERE,1,3,VIA TEVERE,VIA TEVERE,1245965,18,matched,normalized_exact,high,
VIA THOMAS EDISON,VIA THOMAS EDISON,1,20,VIA THOMAS EDISON,VIA THOMAS EDISON,1246269,23,matched,normalized_exact,high,
VIA TICINO,VIA TICINO,1,3,VIA TICINO,VIA TICINO,1245966,15,matched,normalized_exact,high,
VIA TIMAVO,VIA TIMAVO,1,14,VIA TIMAVO,VIA TIMAVO,1245967,37,matched,normalized_exact,high,
VIA TIZIANO,VIA TIZIANO,1,39,VIA TIZIANO,VIA TIZIANO,1245970,4,matched,normalized_exact,high,
VIA TOGLIATTI,VIA TOGLIATTI,1,39,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA TOMMASEO,VIA TOMMASEO,1,40,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA TOMMASO COLLOCA,VIA TOMMASO COLLOCA,1,77,VIA TOMMASO COLLOCA,VIA TOMMASO COLLOCA,1246159,30,matched,normalized_exact,high,
VIA TORINO,VIA TORINO,1,39,VIA TORINO,VIA TORINO,1245976,27,matched,normalized_exact,high,
VIA TOSCANA,VIA TOSCANA,1,22,VIA TOSCANA,VIA TOSCANA,1245987,61,matched,normalized_exact,high,
VIA TRAMONTANA,VIA TRAMONTANA,1,49,VIA TRAMONTANA,VIA TRAMONTANA,1246125,1,matched,normalized_exact,high,
VIA TRANI,VIA TRANI,1,53,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA TRAVERSE E ATRIO G VERDI,VIA - TRAVERSE E ATRIO G. VERDI,1,33,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA TRAVERSE E CONTRADA SCIRO,VIA - TRAVERSE E C.DA SCIRO',1,18,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA TRAVERSE E VICHI E TOTI,VIA - TRAVERSE E VICHI E. TOTI,1,5,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA TRENTINO,VIA TRENTINO,1,23,VIA TRENTINO,VIA TRENTINO,1245997,1,matched,normalized_exact,high,
VIA TRENTO,VIA TRENTO,1,9,VIA TRENTO,VIA TRENTO,1245998,87,matched,normalized_exact,high,
VIA TRIESTE,VIA TRIESTE,1,4,VIA TRIESTE,VIA TRIESTE,1246000,7,matched,normalized_exact,high,
VIA TROPEA,VIA TROPEA,1,53,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA U FOSCOLO,VIA U. FOSCOLO,1,54,VIA UGO FOSCOLO,VIA UGO FOSCOLO,1246005,10,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA UGO AMALDI,VIA UGO AMALDI,1,20,VIA UGO AMALDI,VIA UGO AMALDI,1246221,2,matched,normalized_exact,high,
VIA UGO LA MALFA,VIA UGO LA MALFA,1,59,VIA UGO LA MALFA,VIA UGO LA MALFA,1246006,13,matched,normalized_exact,high,
VIA UMBERTO BOCCIONI,VIA UMBERTO BOCCIONI,1,55,VIA UMBERTO BOCCIONI,VIA UMBERTO BOCCIONI,1246007,66,matched,normalized_exact,high,
VIA UMBERTO I,VIA UMBERTO I,1,42,VIA UMBERTO I,VIA UMBERTO I,1246008,20,matched,normalized_exact,high,
VIA UMBERTO SABA,VIA UMBERTO SABA,1,52,VIA UMBERTO SABA,VIA UMBERTO SABA,1246009,19,matched,normalized_exact,high,
VIA UMBRIA,VIA UMBRIA,1,22,VIA UMBRIA,VIA UMBRIA,1246011,38,matched,normalized_exact,high,
VIA V BELLINI,VIA V. BELLINI,1,40,VIA VINCENZO BELLINI,VIA VINCENZO BELLINI,1245046,2,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA V BILOTTA,VIA V. BILOTTA,1,76,VIA VINCENZO BILOTTA,VIA VINCENZO BILOTTA,1246044,9,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA V MAIONE,VIA V. MAIONE,1,33,VIA VINCENZO MAIONE,VIA VINCENZO MAIONE,1246045,14,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA V PADULA,VIA V. PADULA,1,52,VIA VINCENZO PADULA,VIA VINCENZO PADULA,1246046,10,matched_abbreviation_unique,abbreviation_signature_unique,medium,unique ANNCSU odonym match by final token plus preceding initials
VIA VELATI RAMETTA,VIA VELATI RAMETTA,1,25,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA VENETO,VIA VENETO,1,23,VIA VENETO,VIA VENETO,1246028,16,matched,normalized_exact,high,
VIA VENEZIA,VIA VENEZIA,1,43,VIA VENEZIA,VIA VENEZIA,1246029,35,matched,normalized_exact,high,
VIA VICHI E ATRIO FERRUCCIO,VIA - VICHI E ATRIO FERRUCCIO,1,40,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA VICHI E LARGHETTO SILA,VIA - VICHI E LARGHETTO SILA,1,27,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA VICHI E LARGHETTO TORRE,VIA - VICHI E LARGHETTO TORRE,1,8,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA VICHI E LARGHETTO TREMPA,VIA - VICHI E LARGHETTO TREMPA,1,10,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA VICHI E LARGO BELVEDERE,VIA - VICHI E LARGO BELVEDERE,1,8,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA VICHI E LARGO INDIPENDENZA,VIA VICHI E LARGO INDIPENDENZA,1,7,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA VICHI E LARGO S TEODORO,VIA - VICHI E LARGO S. TEODORO,1,27,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA VICHI E LARGO SCAVELLO,VIA - VICHI E LARGO SCAVELLO,1,29,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA VICHI E PIAZZA S GIOVANNI,VIA - VICHI E PIAZZA S. GIOVANNI,1,6,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA VICO E ATRIO ADDOLORATA,VIA - VICO E ATRIO ADDOLORATA,1,34,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA VICO E ATRIO CITTADELLA,VIA - VICO E ATRIO CITTADELLA,1,34,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA VICO E CONTRADA NIOLA,VIA - VICO E C.DA NIOLA,1,27,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA VICO E LARGO DEI NORMANNI,VIA VICO E LARGO DEI NORMANNI,1,27,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA VICO E PIAZZA FIORENTINO,VIA - VICO E PIAZZA FIORENTINO,1,39,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA VICO E PIAZZA TERRAVECCHIA,VIA - VICO E PIAZZA TERRAVECCHIA,1,29,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA VIGNOLA STELLA,VIA VIGNOLA STELLA,1,8,VIA VIGNOLA STELLA,VIA VIGNOLA STELLA,1246038,31,matched,normalized_exact,high,
VIA VINCENZINA DE MARIA,VIA VINCENZINA DE MARIA,1,41,VIA VINCENZINA DE MARIA,VIA VINCENZINA DE MARIA,1246109,22,matched,normalized_exact,high,
VIA VINCENZO DE FILIPPIS,VIA VINCENZO DE FILIPPIS,1,64,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA VINCENZO SMIRNE,VIA VINCENZO SMIRNE,1,65,VIA VINCENZO SMIRNE,VIA VINCENZO SMIRNE,1246174,30,matched,normalized_exact,high,
VIA VINCENZO TUCCI,VIA VINCENZO TUCCI,1,61,VIA VINCENZO TUCCI,VIA VINCENZO TUCCI,1246047,13,matched,normalized_exact,high,
VIA VINICIO CORTESE,VIA VINICIO CORTESE,1,72,VIA VINICIO CORTESE,VIA VINICIO CORTESE,1246048,17,matched,normalized_exact,high,
VIA VIRGILIO MARONE PUBLIO,VIA VIRGILIO MARONE PUBLIO,1,54,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA VIRGILLO GIANFRANCO,VIA VIRGILLO GIANFRANCO,1,54,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA VITTORIO VENETO,VIA VITTORIO VENETO,1,33,VIA VITTORIO VENETO,VIA VITTORIO VENETO,1246056,1,matched,normalized_exact,high,
VIA VOLTURNO,VIA VOLTURNO,1,8,VIA VOLTURNO,VIA VOLTURNO,1246058,32,matched,normalized_exact,high,
VIA XX SETTEMBRE,VIA XX SETTEMBRE,1,2,VIA XX SETTEMBRE,VIA XX SETTEMBRE,1246068,128,matched,normalized_exact,high,
VIA XXIV MAGGIO,VIA XXIV MAGGIO,1,33,VIA XXIV MAGGIO,VIA XXIV MAGGIO,1246069,6,matched,normalized_exact,high,
VIA XXV APRILE,VIA XXV APRILE,1,43,VIA XXV APRILE,VIA XXV APRILE,1246070,4,matched,normalized_exact,high,
VIA ZALEUCO DI LOCRI,VIA ZALEUCO DI LOCRI,1,64,VIA ZALEUCO DI LOCRI,VIA ZALEUCO DI LOCRI,1246071,16,matched,normalized_exact,high,
VIA ZANGARI VINCENZO,VIA ZANGARI VINCENZO,1,20,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIA ZANOTTI BIANCO,VIA ZANOTTI BIANCO,1,35,VIA ZANOTTI BIANCO,VIA ZANOTTI BIANCO,1246073,12,matched,normalized_exact,high,
VIA ZARA,VIA ZARA,1,36,VIA ZARA,VIA ZARA,1246075,36,matched,normalized_exact,high,
VIA ZUCCHERIFICIO,VIA ZUCCHERIFICIO,1,54,VIA ZUCCHERIFICIO,VIA ZUCCHERIFICIO,1246079,5,matched,normalized_exact,high,
VIA ZUPELLO,VIA ZUPELLO,1,54,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIALE DELLA LIBERTA,VIALE DELLA LIBERTA',1,33,VIALE DELLA LIBERTA,VIALE DELLA LIBERTA',1245254,18,matched,normalized_exact,high,
VIALE E TRAVERSE DEI MILLE,VIALE E TRAVERSE DEI MILLE,1,17,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIALE E TRAVERSE I MAGGIO,VIALE E TRAVERSE I MAGGIO,1,11,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIALE MICHELANGELO,VIALE MICHELANGELO,1,13,VIALE MICHELANGELO,VIALE MICHELANGELO,1246258,5,matched,normalized_exact,high,
VIALE RAFFAELE S,VIALE RAFFAELE S.,4,62; 65,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VIALE SALVEMINI,VIALE SALVEMINI,1,32,VIALE SALVEMINI,VIALE SALVEMINI,1245773,0,matched,normalized_exact,high,
VIALE SAN BRUNO,VIALE SAN BRUNO,4,34; 54,VIALE SAN BRUNO,VIALE SAN BRUNO,1245330,90,matched,normalized_exact,high,
VIALE SAN FRANCESCO DI PAOLA,VIALE SAN FRANCESCO DI PAOLA,1,50,VIALE SAN FRANCESCO DI PAOLA,VIALE SAN FRANCESCO DI PAOLA,1246246,1,matched,normalized_exact,high,
VIALE STAZIONE,VIALE STAZIONE,1,56,VIALE STAZIONE,VIALE STAZIONE,1245948,8,matched,normalized_exact,high,
VICHI DELLA REPUBBLICA,VICHI DELLA REPUBBLICA,1,33,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VICHI E LARGHETTO COSTANZO,VICHI E LARGHETTO COSTANZO,1,8,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VICHI SEGGIO,VICHI SEGGIO,1,27,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VICO ALIGHIERI,VICO ALIGHIERI,1,39,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VICO BARBARO,VICO BARBARO,1,27,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VICO BERNARDI,VICO BERNARDI,1,38,VICO BERNARDI,VICO BERNARDI,1245149,0,matched,normalized_exact,high,
VICO CANNE,VICO CANNE,1,26,VICO CANNE,VICO CANNE,1245097,1,matched,normalized_exact,high,
VICO CERASO,VICO CERASO,1,8,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VICO COLONNA,VICO COLONNA,1,26,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VICO DELLA VITE,VICO DELLA VITE,1,8,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VICO E LARGHETTO SAN FRANCESCO,VICO E LARGHETTO SAN FRANCESCO,1,10,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VICO GALLUZZO,VICO GALLUZZO,1,27,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VICO GIGLIO,VICO GIGLIO,1,8,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VICO GIOVE,VICO GIOVE,1,27,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VICO LEONE,VICO LEONE,1,6,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VICO LUNA,VICO LUNA,1,27,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VICO LUPA,VICO LUPA,1,27,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VICO MILAZZO,VICO MILAZZO,1,8,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VICO ORTO,VICO ORTO,1,27,VICO ORTO,VICO ORTO,1245706,1,matched,normalized_exact,high,
VICO PERILLO,VICO PERILLO,1,6,VICO PERILLO,VICO PERILLO,1245735,24,matched,normalized_exact,high,
VICO PESCE,VICO PESCE,1,27,VICO PESCE,VICO PESCE,1245737,5,matched,normalized_exact,high,
VICO PONTE,VICO PONTE,1,27,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VICO PRETE,VICO PRETE,1,26,VICO PRETE,VICO PRETE,1245775,5,matched,normalized_exact,high,
VICO RAGNO,VICO RAGNO,1,27,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VICO ROSETTA,VICO ROSETTA,1,8,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
VICO S CROCE,VICO S. CROCE,1,27,,,,,unmatched,normalized_exact,review,no exact normalized ANNCSU odonym match
