rule_id,election_id,section_number,polling_place,street_rule_raw,street_name_raw,street_name_normalised,civic_rule_raw,civic_from,civic_to,civic_parity,includes_snc,source_page,extraction_confidence,notes
electoral_2025_s26_011,comunali_lamezia_2025,26,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VIA CANE,VIA CANE,VIA CANE,,,,,false,9,high,
electoral_2025_s26_012,comunali_lamezia_2025,26,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VIA FEDERICO II,VIA FEDERICO II,VIA FEDERICO II,,,,,false,9,high,
electoral_2025_s26_013,comunali_lamezia_2025,26,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VIA E RAMPA PEDICHIUSA,VIA E RAMPA PEDICHIUSA,VIA E RAMPA PEDICHIUSA,,,,,false,9,high,
electoral_2025_s26_014,comunali_lamezia_2025,26,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO CANNE,VICO CANNE,VICO CANNE,,,,,false,9,high,
electoral_2025_s26_015,comunali_lamezia_2025,26,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO COLONNA,VICO COLONNA,VICO COLONNA,,,,,false,9,high,
electoral_2025_s26_016,comunali_lamezia_2025,26,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO SORTO,VICO SORTO,VICO SORTO,,,,,false,9,high,
electoral_2025_s26_017,comunali_lamezia_2025,26,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VIA E VICHI GARIBALDI,VIA E VICHI GARIBALDI,VIA E VICHI GARIBALDI,,,,,false,9,high,
electoral_2025_s26_018,comunali_lamezia_2025,26,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VIA E VICHI CONCIAPELLE,VIA E VICHI CONCIAPELLE,VIA E VICHI CONCIAPELLE,,,,,false,9,high,
electoral_2025_s26_019,comunali_lamezia_2025,26,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VIA COLONNA DI SERRA,VIA COLONNA DI SERRA,VIA COLONNA DI SERRA,,,,,false,9,high,
electoral_2025_s26_020,comunali_lamezia_2025,26,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO PRETE,VICO PRETE,VICO PRETE,,,,,false,9,high,
electoral_2025_s27_001,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO LUNA,VICO LUNA,VICO LUNA,,,,,false,10,high,
electoral_2025_s27_002,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO S. MARCO,VICO S. MARCO,VICO S MARCO,,,,,false,10,high,
electoral_2025_s27_003,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO S. RITA,VICO S. RITA,VICO S RITA,,,,,false,10,high,
electoral_2025_s27_004,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO S. TERESA,VICO S. TERESA,VICO S TERESA,,,,,false,10,high,
electoral_2025_s27_005,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO URANO,VICO URANO,VICO URANO,,,,,false,10,high,
electoral_2025_s27_006,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO TERRA,VICO TERRA,VICO TERRA,,,,,false,10,high,
electoral_2025_s27_007,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",C.DA MACERA,C.DA MACERA,CONTRADA MACERA,,,,,false,10,high,
electoral_2025_s27_008,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VIA E C.DA CAPITOLO,VIA E C.DA CAPITOLO,VIA E CONTRADA CAPITOLO,,,,,false,10,high,
electoral_2025_s27_009,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VIA MARTE,VIA MARTE,VIA MARTE,,,,,false,10,high,
electoral_2025_s27_010,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO ORTO,VICO ORTO,VICO ORTO,,,,,false,10,high,
electoral_2025_s27_011,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO BARBARO,VICO BARBARO,VICO BARBARO,,,,,false,10,high,
electoral_2025_s27_012,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VIA - VICHI E LARGHETTO SILA,VIA - VICHI E LARGHETTO SILA,VIA VICHI E LARGHETTO SILA,,,,,false,10,high,
electoral_2025_s27_013,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VIA E VICO SERRA,VIA E VICO SERRA,VIA E VICO SERRA,,,,,false,10,high,
electoral_2025_s27_014,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VIA MOSCONA',VIA MOSCONA',VIA MOSCONA,,,,,false,10,high,
electoral_2025_s27_015,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",LARGO S. MARIA,LARGO S. MARIA,LARGO S MARIA,,,,,false,10,high,
electoral_2025_s27_016,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO PONTE,VICO PONTE,VICO PONTE,,,,,false,10,high,
electoral_2025_s27_017,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",C.DA S. IANNI,C.DA S. IANNI,CONTRADA S IANNI,,,,,false,10,high,
electoral_2025_s27_018,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",LARGO GESU',LARGO GESU',LARGO GESU,,,,,false,10,high,
electoral_2025_s27_019,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",C.DA CASSINO,C.DA CASSINO,CONTRADA CASSINO,,,,,false,10,high,
electoral_2025_s27_020,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO VOLPE,VICO VOLPE,VICO VOLPE,,,,,false,10,high,
electoral_2025_s27_021,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO S. CROCE,VICO S. CROCE,VICO S CROCE,,,,,false,10,high,
electoral_2025_s27_022,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO RAGNO,VICO RAGNO,VICO RAGNO,,,,,false,10,high,
electoral_2025_s27_023,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO LUPA,VICO LUPA,VICO LUPA,,,,,false,10,high,
electoral_2025_s27_024,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VIA CAVA,VIA CAVA,VIA CAVA,,,,,false,10,high,
electoral_2025_s27_025,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VIA MULINO DEL PRETE,VIA MULINO DEL PRETE,VIA MULINO DEL PRETE,,,,,false,10,high,
electoral_2025_s27_026,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",LARGO STELLA,LARGO STELLA,LARGO STELLA,,,,,false,10,high,
electoral_2025_s27_027,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",C.DA VETRANA,C.DA VETRANA,CONTRADA VETRANA,,,,,false,10,high,
electoral_2025_s27_028,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICHI SEGGIO,VICHI SEGGIO,VICHI SEGGIO,,,,,false,10,high,
electoral_2025_s27_029,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO GIOVE,VICO GIOVE,VICO GIOVE,,,,,false,10,high,
electoral_2025_s27_030,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO S. VINCENZO,VICO S. VINCENZO,VICO S VINCENZO,,,,,false,10,high,
electoral_2025_s27_031,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VIA VICO E LARGO DEI NORMANNI,VIA VICO E LARGO DEI NORMANNI,VIA VICO E LARGO DEI NORMANNI,,,,,false,10,high,
electoral_2025_s27_032,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VIA DEL MULINO,VIA DEL MULINO,VIA DEL MULINO,,,,,false,10,high,
electoral_2025_s27_033,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",LARGO MANCUSO,LARGO MANCUSO,LARGO MANCUSO,,,,,false,10,high,
electoral_2025_s27_034,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO PESCE,VICO PESCE,VICO PESCE,,,,,false,10,high,
electoral_2025_s27_035,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO GALLUZZO,VICO GALLUZZO,VICO GALLUZZO,,,,,false,10,high,
electoral_2025_s27_036,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO S. VITTORIO,VICO S. VITTORIO,VICO S VITTORIO,,,,,false,10,high,
electoral_2025_s27_037,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",LARGO E VICO NETTUNO,LARGO E VICO NETTUNO,LARGO E VICO NETTUNO,,,,,false,11,high,
electoral_2025_s27_038,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VIA E. BARBERIO,VIA E. BARBERIO,VIA E BARBERIO,,,,,false,11,high,
electoral_2025_s27_039,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO S. NICOLA,VICO S. NICOLA,VICO S NICOLA,,,,,false,11,high,
electoral_2025_s27_040,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VIA E VICHI SS. SALVATORE,VIA E VICHI SS. SALVATORE,VIA E VICHI SS SALVATORE,,,,,false,11,high,
electoral_2025_s27_041,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO S. GIUSEPPE,VICO S. GIUSEPPE,VICO S GIUSEPPE,,,,,false,11,high,
electoral_2025_s27_042,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VIA E LARGO GIARDINETTO,VIA E LARGO GIARDINETTO,VIA E LARGO GIARDINETTO,,,,,false,11,high,
electoral_2025_s27_043,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VIA E VICO MARASCO,VIA E VICO MARASCO,VIA E VICO MARASCO,,,,,false,11,high,
electoral_2025_s27_044,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO SPINA,VICO SPINA,VICO SPINA,,,,,false,11,high,
electoral_2025_s27_045,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",LARGO GALLO,LARGO GALLO,LARGO GALLO,,,,,false,11,high,
electoral_2025_s27_046,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",LARGO E VICO MERCURIO,LARGO E VICO MERCURIO,LARGO E VICO MERCURIO,,,,,false,11,high,
electoral_2025_s27_047,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",LARGO VERITA',LARGO VERITA',LARGO VERITA,,,,,false,11,high,
electoral_2025_s27_048,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VIA SATURNO,VIA SATURNO,VIA SATURNO,,,,,false,11,high,
electoral_2025_s27_049,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VIA - VICO E C.DA NIOLA,VIA - VICO E C.DA NIOLA,VIA VICO E CONTRADA NIOLA,,,,,false,11,high,
electoral_2025_s27_050,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VICO VENERE,VICO VENERE,VICO VENERE,,,,,false,11,high,
electoral_2025_s27_051,comunali_lamezia_2025,27,"EDIFICIO SCOLASTICO ""S.TEODORO"" | Ubicato in RIONE S. TEODORO 1 1",VIA - VICHI E LARGO S. TEODORO,VIA - VICHI E LARGO S. TEODORO,VIA VICHI E LARGO S TEODORO,,,,,false,11,high,
electoral_2025_s28_001,comunali_lamezia_2025,28,"EDIFICIO SCOLASTICO ""S. TEODORO"" | Ubicato in RIONE S TEODORO 1 1",VIA BASILIO DE FAZIO,VIA BASILIO DE FAZIO,VIA BASILIO DE FAZIO,,,,,false,11,high,
electoral_2025_s28_002,comunali_lamezia_2025,28,"EDIFICIO SCOLASTICO ""S. TEODORO"" | Ubicato in RIONE S TEODORO 1 1",VIA GIUSEPPINA DE STEFANI,VIA GIUSEPPINA DE STEFANI,VIA GIUSEPPINA DE STEFANI,,,,,false,11,high,
electoral_2025_s28_003,comunali_lamezia_2025,28,"EDIFICIO SCOLASTICO ""S. TEODORO"" | Ubicato in RIONE S TEODORO 1 1",C.DA FORESTA,C.DA FORESTA,CONTRADA FORESTA,,,,,false,11,high,
electoral_2025_s28_004,comunali_lamezia_2025,28,"EDIFICIO SCOLASTICO ""S. TEODORO"" | Ubicato in RIONE S TEODORO 1 1",VIA DARIO GALLI,VIA DARIO GALLI,VIA DARIO GALLI,,,,,false,11,high,
electoral_2025_s28_005,comunali_lamezia_2025,28,"EDIFICIO SCOLASTICO ""S. TEODORO"" | Ubicato in RIONE S TEODORO 1 1",VIA CATERINA MOLINARO,VIA CATERINA MOLINARO,VIA CATERINA MOLINARO,,,,,false,11,high,
electoral_2025_s28_006,comunali_lamezia_2025,28,"EDIFICIO SCOLASTICO ""S. TEODORO"" | Ubicato in RIONE S TEODORO 1 1",VIA NICE GARGANO,VIA NICE GARGANO,VIA NICE GARGANO,,,,,false,11,high,
electoral_2025_s28_007,comunali_lamezia_2025,28,"EDIFICIO SCOLASTICO ""S. TEODORO"" | Ubicato in RIONE S TEODORO 1 1",VIA CARMELINA TROPEA,VIA CARMELINA TROPEA,VIA CARMELINA TROPEA,,,,,false,11,high,
electoral_2025_s28_008,comunali_lamezia_2025,28,"EDIFICIO SCOLASTICO ""S. TEODORO"" | Ubicato in RIONE S TEODORO 1 1",VIA IDA FALVO D'URSO,VIA IDA FALVO D'URSO,VIA IDA FALVO D URSO,,,,,false,11,high,
electoral_2025_s28_009,comunali_lamezia_2025,28,"EDIFICIO SCOLASTICO ""S. TEODORO"" | Ubicato in RIONE S TEODORO 1 1",VIA ADELINA MORACA,VIA ADELINA MORACA,VIA ADELINA MORACA,,,,,false,11,high,
electoral_2025_s28_010,comunali_lamezia_2025,28,"EDIFICIO SCOLASTICO ""S. TEODORO"" | Ubicato in RIONE S TEODORO 1 1",VIA DOMENICO CURCIO,VIA DOMENICO CURCIO,VIA DOMENICO CURCIO,,,,,false,11,high,
electoral_2025_s28_011,comunali_lamezia_2025,28,"EDIFICIO SCOLASTICO ""S. TEODORO"" | Ubicato in RIONE S TEODORO 1 1",VIA ITALIA GENTILE,VIA ITALIA GENTILE,VIA ITALIA GENTILE,,,,,false,11,high,
electoral_2025_s28_012,comunali_lamezia_2025,28,"EDIFICIO SCOLASTICO ""S. TEODORO"" | Ubicato in RIONE S TEODORO 1 1",C.DA BARISCO,C.DA BARISCO,CONTRADA BARISCO,,,,,false,11,high,
electoral_2025_s28_013,comunali_lamezia_2025,28,"EDIFICIO SCOLASTICO ""S. TEODORO"" | Ubicato in RIONE S TEODORO 1 1",C.DA BASTIA,C.DA BASTIA,CONTRADA BASTIA,,,,,false,11,high,
electoral_2025_s28_014,comunali_lamezia_2025,28,"EDIFICIO SCOLASTICO ""S. TEODORO"" | Ubicato in RIONE S TEODORO 1 1",C.DA GIABBA,C.DA GIABBA,CONTRADA GIABBA,,,,,false,11,high,
electoral_2025_s28_015,comunali_lamezia_2025,28,"EDIFICIO SCOLASTICO ""S. TEODORO"" | Ubicato in RIONE S TEODORO 1 1",C.DA SOCCORSO,C.DA SOCCORSO,CONTRADA SOCCORSO,,,,,false,11,high,
electoral_2025_s28_016,comunali_lamezia_2025,28,"EDIFICIO SCOLASTICO ""S. TEODORO"" | Ubicato in RIONE S TEODORO 1 1",VIA CONCETTA FLORO,VIA CONCETTA FLORO,VIA CONCETTA FLORO,,,,,false,11,high,
electoral_2025_s28_017,comunali_lamezia_2025,28,"EDIFICIO SCOLASTICO ""S. TEODORO"" | Ubicato in RIONE S TEODORO 1 1",C.DA MAGOLA',C.DA MAGOLA',CONTRADA MAGOLA,,,,,false,11,high,
electoral_2025_s28_018,comunali_lamezia_2025,28,"EDIFICIO SCOLASTICO ""S. TEODORO"" | Ubicato in RIONE S TEODORO 1 1",VIA DEL SOCCORSO,VIA DEL SOCCORSO,VIA DEL SOCCORSO,,,,,false,11,high,
electoral_2025_s29_001,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",C.DA MUNISATTI,C.DA MUNISATTI,CONTRADA MUNISATTI,,,,,false,11,high,
electoral_2025_s29_002,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",C.DA E RIONE TERRAVECCHIA,C.DA E RIONE TERRAVECCHIA,CONTRADA E RIONE TERRAVECCHIA,,,,,false,12,high,
electoral_2025_s29_003,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",C.DA SUGHERO,C.DA SUGHERO,CONTRADA SUGHERO,,,,,false,12,high,
electoral_2025_s29_004,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",C.DA SPAGNUOLO,C.DA SPAGNUOLO,CONTRADA SPAGNUOLO,,,,,false,12,high,
electoral_2025_s29_005,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",C.DA PITTACROPIO,C.DA PITTACROPIO,CONTRADA PITTACROPIO,,,,,false,12,high,
electoral_2025_s29_006,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",C.DA GALASSIO,C.DA GALASSIO,CONTRADA GALASSIO,,,,,false,12,high,
electoral_2025_s29_007,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",C.DA GABELLA,C.DA GABELLA,CONTRADA GABELLA,,,,,false,12,high,
electoral_2025_s29_008,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",C.DA CRUPIO,C.DA CRUPIO,CONTRADA CRUPIO,,,,,false,12,high,
electoral_2025_s29_009,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",C.DA CENSI,C.DA CENSI,CONTRADA CENSI,,,,,false,12,high,
electoral_2025_s29_010,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",VIA E VICHI FONTANA S. NICOLA,VIA E VICHI FONTANA S. NICOLA,VIA E VICHI FONTANA S NICOLA,,,,,false,12,high,
electoral_2025_s29_011,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",C.DA QUATTROCCHI,C.DA QUATTROCCHI,CONTRADA QUATTROCCHI,,,,,false,12,high,
electoral_2025_s29_012,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",PIAZZA ROMAGNA,PIAZZA ROMAGNA,PIAZZA ROMAGNA,,,,,false,12,high,
electoral_2025_s29_013,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",C.DA MARCHIONE,C.DA MARCHIONE,CONTRADA MARCHIONE,,,,,false,12,high,
electoral_2025_s29_014,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",C.DA CROCCHIA,C.DA CROCCHIA,CONTRADA CROCCHIA,,,,,false,12,high,
electoral_2025_s29_015,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",VIA CENSI,VIA CENSI,VIA CENSI,,,,,false,12,high,
electoral_2025_s29_016,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",VIA DARIO LEONE DAL N. 2 AL N.110,VIA DARIO LEONE,VIA DARIO LEONE,DAL N. 2 AL N.110,2,110,even,false,12,high,
electoral_2025_s29_017,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",PIAZZA SANTA MARIA DELLE GRAZIE,PIAZZA SANTA MARIA DELLE GRAZIE,PIAZZA SANTA MARIA DELLE GRAZIE,,,,,false,12,high,
electoral_2025_s29_018,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",VIA DARIO LEONE DAL N. 1 AL N.165,VIA DARIO LEONE,VIA DARIO LEONE,DAL N. 1 AL N.165,1,165,odd,false,12,high,
electoral_2025_s29_019,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",C.DA RICHETTI,C.DA RICHETTI,CONTRADA RICHETTI,,,,,false,12,high,
electoral_2025_s29_020,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",C.DA ZAPPANOTTI,C.DA ZAPPANOTTI,CONTRADA ZAPPANOTTI,,,,,false,12,high,
electoral_2025_s29_021,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",C.DA PIOMBO,C.DA PIOMBO,CONTRADA PIOMBO,,,,,false,12,high,
electoral_2025_s29_022,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",VIA PADRE ALFONSO DI BARTOLO DA N.6 A N.46,VIA PADRE ALFONSO DI BARTOLO,VIA PADRE ALFONSO DI BARTOLO,DA N.6 A N.46,6,46,even,false,12,high,
electoral_2025_s29_023,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",C.DA CHIUSA,C.DA CHIUSA,CONTRADA CHIUSA,,,,,false,12,high,
electoral_2025_s29_024,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",VIA E VICHI NICOTERA,VIA E VICHI NICOTERA,VIA E VICHI NICOTERA,,,,,false,12,high,
electoral_2025_s29_025,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",C.DA ADDURI,C.DA ADDURI,CONTRADA ADDURI,,,,,false,12,high,
electoral_2025_s29_026,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",VIA - VICO E PIAZZA TERRAVECCHIA,VIA - VICO E PIAZZA TERRAVECCHIA,VIA VICO E PIAZZA TERRAVECCHIA,,,,,false,12,high,
electoral_2025_s29_027,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",VIA SCIALLIS,VIA SCIALLIS,VIA SCIALLIS,,,,,false,12,high,
electoral_2025_s29_028,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",C.DA GABELLA VITALE,C.DA GABELLA VITALE,CONTRADA GABELLA VITALE,,,,,false,12,high,
electoral_2025_s29_029,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",VIA - VICHI E LARGO SCAVELLO,VIA - VICHI E LARGO SCAVELLO,VIA VICHI E LARGO SCAVELLO,,,,,false,12,high,
electoral_2025_s29_030,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",VIA ADDURI ( EX CONTRADA ADDURI),VIA ADDURI ( EX CONTRADA ADDURI),VIA ADDURI EX CONTRADA ADDURI,,,,,false,12,high,
electoral_2025_s29_031,comunali_lamezia_2025,29,"EDIFICIO SCOLASTICO ""ZANGARONA"" | Ubicato in FRAZIONE ZANGARONA 1 1",VIA E VICO GIUDECA,VIA E VICO GIUDECA,VIA E VICO GIUDECA,,,,,false,12,high,
