rule_id,election_id,section_number,polling_place,street_rule_raw,street_name_raw,street_name_normalised,civic_rule_raw,civic_from,civic_to,civic_parity,includes_snc,source_page,extraction_confidence,notes
electoral_2025_s01_001,comunali_lamezia_2025,1,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA SELE,VIA SELE,VIA SELE,,,,,false,1,high,
electoral_2025_s01_002,comunali_lamezia_2025,1,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA RENO,VIA RENO,VIA RENO,,,,,false,1,high,
electoral_2025_s01_003,comunali_lamezia_2025,1,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA CRATI,VIA CRATI,VIA CRATI,,,,,false,1,high,
electoral_2025_s01_004,comunali_lamezia_2025,1,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA ARNO,VIA ARNO,VIA ARNO,,,,,false,1,high,
electoral_2025_s01_005,comunali_lamezia_2025,1,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",CORSO G. NICOTERA,CORSO G. NICOTERA,CORSO G NICOTERA,,,,,false,1,high,
electoral_2025_s02_001,comunali_lamezia_2025,2,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA SALV. AVERSA E L. PRECENZANO,VIA SALV. AVERSA E L. PRECENZANO,VIA SALV AVERSA E L PRECENZANO,,,,,false,1,high,
electoral_2025_s02_002,comunali_lamezia_2025,2,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA DEI CAMPIONI,VIA DEI CAMPIONI,VIA DEI CAMPIONI,,,,,false,1,high,
electoral_2025_s02_003,comunali_lamezia_2025,2,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA XX SETTEMBRE,VIA XX SETTEMBRE,VIA XX SETTEMBRE,,,,,false,1,high,
electoral_2025_s03_001,comunali_lamezia_2025,3,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA F. LLI PONZIO,VIA F. LLI PONZIO,VIA FRATELLI PONZIO,,,,,false,1,high,
electoral_2025_s03_002,comunali_lamezia_2025,3,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA FORTINA,VIA FORTINA,VIA FORTINA,,,,,false,1,high,
electoral_2025_s03_003,comunali_lamezia_2025,3,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA MONTELUNGO,VIA MONTELUNGO,VIA MONTELUNGO,,,,,false,1,high,
electoral_2025_s03_004,comunali_lamezia_2025,3,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",PIAZZA G. AMENDOLA,PIAZZA G. AMENDOLA,PIAZZA G AMENDOLA,,,,,false,1,high,
electoral_2025_s03_005,comunali_lamezia_2025,3,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA P. GIULIANI,VIA P. GIULIANI,VIA P GIULIANI,,,,,false,1,high,
electoral_2025_s03_006,comunali_lamezia_2025,3,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA TEVERE,VIA TEVERE,VIA TEVERE,,,,,false,1,high,
electoral_2025_s03_007,comunali_lamezia_2025,3,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA TICINO,VIA TICINO,VIA TICINO,,,,,false,1,high,
electoral_2025_s03_008,comunali_lamezia_2025,3,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA F. TURATI,VIA F. TURATI,VIA F TURATI,,,,,false,1,high,
electoral_2025_s03_009,comunali_lamezia_2025,3,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",LARGHETTO E VICHI BLASCHI,LARGHETTO E VICHI BLASCHI,LARGHETTO E VICHI BLASCHI,,,,,false,1,high,
electoral_2025_s03_010,comunali_lamezia_2025,3,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA F. D'IPPOLITO,VIA F. D'IPPOLITO,VIA F D IPPOLITO,,,,,false,1,high,
electoral_2025_s03_011,comunali_lamezia_2025,3,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA MONACI,VIA MONACI,VIA MONACI,,,,,false,1,high,
electoral_2025_s03_012,comunali_lamezia_2025,3,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",PIAZZA P.ARDITO,PIAZZA P.ARDITO,PIAZZA P ARDITO,,,,,false,1,high,
electoral_2025_s03_013,comunali_lamezia_2025,3,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA E. R. DE MEDICI,VIA E. R. DE MEDICI,VIA E R DE MEDICI,,,,,false,1,high,
electoral_2025_s03_014,comunali_lamezia_2025,3,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA E. GRANDE,VIA E. GRANDE,VIA E GRANDE,,,,,false,1,high,
electoral_2025_s03_015,comunali_lamezia_2025,3,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA SAN DOMENICO,VIA SAN DOMENICO,VIA SAN DOMENICO,,,,,false,1,high,
electoral_2025_s03_016,comunali_lamezia_2025,3,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA C. LORIEDO,VIA C. LORIEDO,VIA C LORIEDO,,,,,false,1,high,
electoral_2025_s03_017,comunali_lamezia_2025,3,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA E. COLOSIMO,VIA E. COLOSIMO,VIA E COLOSIMO,,,,,false,1,high,
electoral_2025_s03_018,comunali_lamezia_2025,3,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA CARDUCCI,VIA CARDUCCI,VIA CARDUCCI,,,,,false,1,high,
electoral_2025_s03_019,comunali_lamezia_2025,3,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA C. CASSOLI,VIA C. CASSOLI,VIA C CASSOLI,,,,,false,1,high,
electoral_2025_s03_020,comunali_lamezia_2025,3,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",LARGO E VIA SCARAMUZZINO,LARGO E VIA SCARAMUZZINO,LARGO E VIA SCARAMUZZINO,,,,,false,1,high,
electoral_2025_s03_021,comunali_lamezia_2025,3,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",PIAZZA ROTONDA,PIAZZA ROTONDA,PIAZZA ROTONDA,,,,,false,2,high,
electoral_2025_s03_022,comunali_lamezia_2025,3,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA A. RENDE,VIA A. RENDE,VIA A RENDE,,,,,false,2,high,
electoral_2025_s03_023,comunali_lamezia_2025,3,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 2",VIA E VICHI M. PAOLA,VIA E VICHI M. PAOLA,VIA E VICHI M PAOLA,,,,,false,2,high,
electoral_2025_s04_001,comunali_lamezia_2025,4,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 1",VIA F. FILZI,VIA F. FILZI,VIA F FILZI,,,,,false,2,high,
electoral_2025_s04_002,comunali_lamezia_2025,4,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 1",PIAZZA MAZZINI,PIAZZA MAZZINI,PIAZZA MAZZINI,,,,,false,2,high,
electoral_2025_s04_003,comunali_lamezia_2025,4,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 1",VIA DEI GIARDINI,VIA DEI GIARDINI,VIA DEI GIARDINI,,,,,false,2,high,
electoral_2025_s04_004,comunali_lamezia_2025,4,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 1",VIA N. SAURO,VIA N. SAURO,VIA N SAURO,,,,,false,2,high,
electoral_2025_s04_005,comunali_lamezia_2025,4,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 1",VIA OBERDAN,VIA OBERDAN,VIA OBERDAN,,,,,false,2,high,
electoral_2025_s04_006,comunali_lamezia_2025,4,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 1",VIA MILITE IGNOTO,VIA MILITE IGNOTO,VIA MILITE IGNOTO,,,,,false,2,high,
electoral_2025_s04_007,comunali_lamezia_2025,4,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 1",VIA F. RISMONDI,VIA F. RISMONDI,VIA F RISMONDI,,,,,false,2,high,
electoral_2025_s04_008,comunali_lamezia_2025,4,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 1",VIA TRIESTE,VIA TRIESTE,VIA TRIESTE,,,,,false,2,high,
electoral_2025_s04_009,comunali_lamezia_2025,4,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 1",VIA F. CORRIDONI,VIA F. CORRIDONI,VIA F CORRIDONI,,,,,false,2,high,
electoral_2025_s04_010,comunali_lamezia_2025,4,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 1",VIA A. DIAZ,VIA A. DIAZ,VIA A DIAZ,,,,,false,2,high,
electoral_2025_s04_011,comunali_lamezia_2025,4,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 1",VIA D. CHIESA,VIA D. CHIESA,VIA D CHIESA,,,,,false,2,high,
electoral_2025_s05_001,comunali_lamezia_2025,5,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 1",VIA FRANCESCO FERLAINO,VIA FRANCESCO FERLAINO,VIA FRANCESCO FERLAINO,,,,,false,2,high,
electoral_2025_s05_002,comunali_lamezia_2025,5,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in CORSO G. NICOTERA 1 1",VIA - TRAVERSE E VICHI E. TOTI,VIA - TRAVERSE E VICHI E. TOTI,VIA TRAVERSE E VICHI E TOTI,,,,,false,2,high,
electoral_2025_s06_001,comunali_lamezia_2025,6,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 2",LARGO ANGOTTI,LARGO ANGOTTI,LARGO ANGOTTI,,,,,false,2,high,
electoral_2025_s06_002,comunali_lamezia_2025,6,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 2",VIA ISONZO,VIA ISONZO,VIA ISONZO,,,,,false,2,high,
electoral_2025_s06_003,comunali_lamezia_2025,6,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 2",VIA PIAVE,VIA PIAVE,VIA PIAVE,,,,,false,2,high,
electoral_2025_s06_004,comunali_lamezia_2025,6,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 2",VIA PO,VIA PO,VIA PO,,,,,false,2,high,
electoral_2025_s06_005,comunali_lamezia_2025,6,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 2",VIA CROCEFISSO,VIA CROCEFISSO,VIA CROCEFISSO,,,,,false,2,high,
electoral_2025_s06_006,comunali_lamezia_2025,6,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 2",VIA PONTE S.ANTONIO,VIA PONTE S.ANTONIO,VIA PONTE S ANTONIO,,,,,false,2,high,
electoral_2025_s06_007,comunali_lamezia_2025,6,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 2",PIAZZA T. CAMPANELLA,PIAZZA T. CAMPANELLA,PIAZZA T CAMPANELLA,,,,,false,2,high,
electoral_2025_s06_008,comunali_lamezia_2025,6,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 2",VIA S. T. NOTARO,VIA S. T. NOTARO,VIA S T NOTARO,,,,,false,2,high,
electoral_2025_s06_009,comunali_lamezia_2025,6,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 2",PIAZZA E LARGO S. DOMENICO,PIAZZA E LARGO S. DOMENICO,PIAZZA E LARGO S DOMENICO,,,,,false,2,high,
electoral_2025_s06_010,comunali_lamezia_2025,6,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 2",VICO LEONE,VICO LEONE,VICO LEONE,,,,,false,2,high,
electoral_2025_s06_011,comunali_lamezia_2025,6,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 2",PIAZZA S. ANTONIO DI PADOVA,PIAZZA S. ANTONIO DI PADOVA,PIAZZA S ANTONIO DI PADOVA,,,,,false,2,high,
electoral_2025_s06_012,comunali_lamezia_2025,6,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 2",PIAZZA BOVIO,PIAZZA BOVIO,PIAZZA BOVIO,,,,,false,2,high,
electoral_2025_s06_013,comunali_lamezia_2025,6,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 2",LARGHETTO CROCEFISSO,LARGHETTO CROCEFISSO,LARGHETTO CROCEFISSO,,,,,false,2,high,
electoral_2025_s06_014,comunali_lamezia_2025,6,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 2",VIA - VICHI E PIAZZA S. GIOVANNI,VIA - VICHI E PIAZZA S. GIOVANNI,VIA VICHI E PIAZZA S GIOVANNI,,,,,false,2,high,
electoral_2025_s06_015,comunali_lamezia_2025,6,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 2",VICO PERILLO,VICO PERILLO,VICO PERILLO,,,,,false,2,high,
electoral_2025_s06_016,comunali_lamezia_2025,6,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 2",VICO S. GIACOMO,VICO S. GIACOMO,VICO S GIACOMO,,,,,false,2,high,
electoral_2025_s06_017,comunali_lamezia_2025,6,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 2",VICO TULIPANO,VICO TULIPANO,VICO TULIPANO,,,,,false,3,high,
electoral_2025_s06_018,comunali_lamezia_2025,6,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 2",VICO VATALARO,VICO VATALARO,VICO VATALARO,,,,,false,3,high,
electoral_2025_s06_019,comunali_lamezia_2025,6,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 2",VICO VETRIERA,VICO VETRIERA,VICO VETRIERA,,,,,false,3,high,
electoral_2025_s06_020,comunali_lamezia_2025,6,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 2",PIAZZA E SCESA MERCATO VECCHIO,PIAZZA E SCESA MERCATO VECCHIO,PIAZZA E SCESA MERCATO VECCHIO,,,,,false,3,high,
electoral_2025_s06_021,comunali_lamezia_2025,6,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 2",VIA BOSCO S. ANTONIO,VIA BOSCO S. ANTONIO,VIA BOSCO S ANTONIO,,,,,false,3,high,
electoral_2025_s06_022,comunali_lamezia_2025,6,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 2",PIAZZA MERCATO NUOVO,PIAZZA MERCATO NUOVO,PIAZZA MERCATO NUOVO,,,,,false,3,high,
electoral_2025_s06_023,comunali_lamezia_2025,6,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 2",PIAZZA E SCESA F. SACCHI,PIAZZA E SCESA F. SACCHI,PIAZZA E SCESA F SACCHI,,,,,false,3,high,
electoral_2025_s06_024,comunali_lamezia_2025,6,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 2",VIA PADRE PIO DA PIETRALCINA,VIA PADRE PIO DA PIETRALCINA,VIA PADRE PIO DA PIETRALCINA,,,,,false,3,high,
electoral_2025_s07_001,comunali_lamezia_2025,7,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",C.DA CHIANTELLA,C.DA CHIANTELLA,CONTRADA CHIANTELLA,,,,,false,3,high,
electoral_2025_s07_002,comunali_lamezia_2025,7,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VIA E C.DA VIGNOLA STATTI,VIA E C.DA VIGNOLA STATTI,VIA E CONTRADA VIGNOLA STATTI,,,,,false,3,high,
electoral_2025_s07_003,comunali_lamezia_2025,7,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VIA ROSARIO LIVATINO ( EX VIA E CONTRADA VI,VIA ROSARIO LIVATINO ( EX VIA E CONTRADA VI,VIA ROSARIO LIVATINO EX VIA E CONTRADA VI,,,,,false,3,medium,possible wrapped or truncated PDF line
electoral_2025_s07_004,comunali_lamezia_2025,7,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",LARGHETTO E VICHI S. ANTONIO,LARGHETTO E VICHI S. ANTONIO,LARGHETTO E VICHI S ANTONIO,,,,,false,3,high,
electoral_2025_s07_005,comunali_lamezia_2025,7,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VIA MACELLO VECCHIO,VIA MACELLO VECCHIO,VIA MACELLO VECCHIO,,,,,false,3,high,
electoral_2025_s07_006,comunali_lamezia_2025,7,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VIA VICHI E LARGO INDIPENDENZA,VIA VICHI E LARGO INDIPENDENZA,VIA VICHI E LARGO INDIPENDENZA,,,,,false,3,high,
electoral_2025_s07_007,comunali_lamezia_2025,7,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VIA E LARGHETTO OSPEDALE,VIA E LARGHETTO OSPEDALE,VIA E LARGHETTO OSPEDALE,,,,,false,3,high,
electoral_2025_s08_001,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VIA ASPROMONTE,VIA ASPROMONTE,VIA ASPROMONTE,,,,,false,3,high,
electoral_2025_s08_002,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VICO CERASO,VICO CERASO,VICO CERASO,,,,,false,3,high,
electoral_2025_s08_003,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",PIAZZA G. FEROLETO,PIAZZA G. FEROLETO,PIAZZA G FEROLETO,,,,,false,3,high,
electoral_2025_s08_004,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VIA VIGNOLA STELLA,VIA VIGNOLA STELLA,VIA VIGNOLA STELLA,,,,,false,3,high,
electoral_2025_s08_005,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",PIAZZA F. A. D'IPPOLITO,PIAZZA F. A. D'IPPOLITO,PIAZZA F A D IPPOLITO,,,,,false,3,high,
electoral_2025_s08_006,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VICHI E LARGHETTO COSTANZO,VICHI E LARGHETTO COSTANZO,VICHI E LARGHETTO COSTANZO,,,,,false,3,high,
electoral_2025_s08_007,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",PIAZZA SALVO D'ACQUISTO,PIAZZA SALVO D'ACQUISTO,PIAZZA SALVO D ACQUISTO,,,,,false,3,high,
electoral_2025_s08_008,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VIA MAGGIORDOMO,VIA MAGGIORDOMO,VIA MAGGIORDOMO,,,,,false,3,high,
electoral_2025_s08_009,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",SALITA E LARGHETTO S. CATERINA,SALITA E LARGHETTO S. CATERINA,SALITA E LARGHETTO S CATERINA,,,,,false,3,high,
electoral_2025_s08_010,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VIA E VICO GARDONE,VIA E VICO GARDONE,VIA E VICO GARDONE,,,,,false,3,high,
electoral_2025_s08_011,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",PIAZZA STOCCO,PIAZZA STOCCO,PIAZZA STOCCO,,,,,false,3,high,
electoral_2025_s08_012,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",LARGO G. GUALTIERI,LARGO G. GUALTIERI,LARGO G GUALTIERI,,,,,false,3,high,
electoral_2025_s08_013,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VIA E LARGO GINNASIO,VIA E LARGO GINNASIO,VIA E LARGO GINNASIO,,,,,false,3,high,
electoral_2025_s08_014,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",LARGO GREGORACI,LARGO GREGORACI,LARGO GREGORACI,,,,,false,3,high,
electoral_2025_s08_015,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VIA FONTE,VIA FONTE,VIA FONTE,,,,,false,3,high,
electoral_2025_s08_016,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VIA - VICHI E LARGHETTO TORRE,VIA - VICHI E LARGHETTO TORRE,VIA VICHI E LARGHETTO TORRE,,,,,false,3,high,
electoral_2025_s08_017,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VICO ROSETTA,VICO ROSETTA,VICO ROSETTA,,,,,false,3,high,
electoral_2025_s08_018,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VIA P. CELLI,VIA P. CELLI,VIA P CELLI,,,,,false,3,high,
electoral_2025_s08_019,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VICO VIOLETTA,VICO VIOLETTA,VICO VIOLETTA,,,,,false,3,high,
electoral_2025_s08_020,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",PIAZZA F. RENDE,PIAZZA F. RENDE,PIAZZA F RENDE,,,,,false,4,high,
electoral_2025_s08_021,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VIA SAPRI,VIA SAPRI,VIA SAPRI,,,,,false,4,high,
electoral_2025_s08_022,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VIA VOLTURNO,VIA VOLTURNO,VIA VOLTURNO,,,,,false,4,high,
electoral_2025_s08_023,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VIA LISSANIA,VIA LISSANIA,VIA LISSANIA,,,,,false,4,high,
electoral_2025_s08_024,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VIA - VICHI E LARGO BELVEDERE,VIA - VICHI E LARGO BELVEDERE,VIA VICHI E LARGO BELVEDERE,,,,,false,4,high,
electoral_2025_s08_025,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",SALITA MAZZEI,SALITA MAZZEI,SALITA MAZZEI,,,,,false,4,high,
electoral_2025_s08_026,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",LARGO CAPORALE,LARGO CAPORALE,LARGO CAPORALE,,,,,false,4,high,
electoral_2025_s08_027,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VICO MILAZZO,VICO MILAZZO,VICO MILAZZO,,,,,false,4,high,
electoral_2025_s08_028,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VICO GIGLIO,VICO GIGLIO,VICO GIGLIO,,,,,false,4,high,
electoral_2025_s08_029,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VIA CASTELFIDARDO,VIA CASTELFIDARDO,VIA CASTELFIDARDO,,,,,false,4,high,
electoral_2025_s08_030,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",CORSO NUMISTRANO,CORSO NUMISTRANO,CORSO NUMISTRANO,,,,,false,4,high,
electoral_2025_s08_031,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VIA MONS. MOIETTA,VIA MONS. MOIETTA,VIA MONS MOIETTA,,,,,false,4,high,
electoral_2025_s08_032,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",VICO DELLA VITE,VICO DELLA VITE,VICO DELLA VITE,,,,,false,4,high,
electoral_2025_s08_033,comunali_lamezia_2025,8,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA PO 1 1",SALITA F. LLI MARUCA,SALITA F. LLI MARUCA,SALITA FRATELLI MARUCA,,,,,false,4,high,
electoral_2025_s09_001,comunali_lamezia_2025,9,"EDIFICIO SCOLASTICO ""MAGG. PERRI"" | Ubicato in VIA ADIGE 1 2",VIA A. PACINOTTI,VIA A. PACINOTTI,VIA A PACINOTTI,,,,,false,4,high,
